@ref(networkElement)|@const(IpagPPort)class
@index(CE_PPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|port_aid|port_ipaddr|port_num|product_type|remote_device_name|remote_device_type|remote_device_ipaddr|remote_deviceloopbackip|remote_slot_name|remote_port_aid|slavlan|cdnbind|uni_nni|aafda_role|acnaban|assoc_nni_pport|clci|clfi|diverse_circuit_id|device_type|ineffect|mpa_connect_type|nmvlan
10.204.81.51/25|10.204.81.51/25|10.204.81.51/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||SNJSCAHUUY1|JUNIPER MX SERIES|12.122.122.236|12.123.80.198||ge-0/0/2|||NNI|DA||||101/GE1N/SNJSCAHUJU8/SNJSCAHUUY1|101/GE1N/SNJSCAHUJH7/SNJSCAHUUY1|CIENA NTE|Y||4092
192.168.113.73/28|192.168.113.73/28|192.168.113.73/28|NTE-CFO|IPAG|NTE|true|B|28||0||||||||||UNI|||25|58/KRGN/700510/SB|||CIENA NTE|Y||
10.204.1.119/11|10.204.1.119/11|10.204.1.119/11|NFO-MOBILITYUNI|NTE|NTE|true|S|11||11||||||||||UNI|||25|35/KQFN/128134/PT|||CIENA NTE|Y||
10.204.90.244/25|10.204.90.244/25|10.204.90.244/25|NFO-MOBILITY|NTE|NTE|true|S|25||0||CRCYNVAA5D5|JUNIPER MX SERIES|12.81.161.220|8.8.0.205||ge-2/0/3|||NNI|||||P101W/GE1N/CRCYNVAAN26/CRCYNVAA5D5||CIENA NTE|N||
10.204.135.193/10|10.204.135.193/10|10.204.135.193/10|NFO-MOBILITY|NTE|NTE|true|S|10||1||SNJSCA020FW|JUNIPER MX SERIES|12.122.121.13|143.0.24.132||ge-1/0/6|4091||NNI|||||JU110/GE1N/SNJSCARQ0AW/SNJSCA020FW||CIENA NTE|Y||
10.204.11.222/23|10.204.11.222/23|10.204.11.222/23|NFO-EMUX|EMUX|NTE|true|B|23||1||DYBHFLMA308|JUNIPER MX SERIES|10.204.243.122|143.0.68.248||ge-0/1/9|||NNI|||||101/GE1N/DYBHFLMA308/DYBHFLMCR23||CIENA EMUX|||
10.204.10.149/SM-A/2|10.204.10.149/SM-A/2|10.204.10.149/SM-A/2|NFO-TA5000|TA5000|NTE|true|B|2||1||DYBHFLMB1MX|JUNIPER MX SERIES|10.204.243.40|143.0.68.168||ge-2/0/3|||NNI|||||M106N/GE1N/DYBHFLMBM01/DYBHFLMB1MX||ADTRAN 5000 SERIES|||
10.204.90.170/1|10.204.90.170/1|10.204.90.170/1|NTE-CFO|IPAG|NTE|true|S|1||1||||||||||UNI|||25|12/USRP/238712/US|||CIENA NTE|Y||
10.204.12.33/10|10.204.12.33/10|10.204.12.33/10|NFO-MOBILITY|NTE|NTE|true|B|10||1||DYBHFLMCV01|JUNIPER MX SERIES|10.204.243.44|143.0.68.172||ge-4/1/2|4091||NNI|||||JU106/GE1N/DYBHFLMCNT1/DYBHFLMCV01||CIENA NTE|Y||4092
10.204.83.172/9|10.204.83.172/9|10.204.83.172/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAA03|JUNIPER MX SERIES|10.204.242.1|150.0.0.215||ge-1/0/4|||NNI|||||JU105/GE1N/CRCYNVMAA03/CRCYNVMAA34||CIENA NTE|Y||4092
10.204.67.48/8|10.204.67.48/8|10.204.67.48/8|NTE-CFO|IPAG|NTE|true|B|8||0||||||||||UNI|||9|39/UNIS/566318/SD|||CIENA NTE|Y||
10.204.161.22/10|10.204.161.22/10|10.204.161.22/10|NFO-MOBILITYUNI|NTE|NTE|true|B|10||0||||||||||UNI|||12|06/KSGN/923252/SB|||CIENA NTE|Y||
10.204.66.234/5|10.204.66.234/5|10.204.66.234/5|NTE-CFO|IPAG|NTE|true|B|5||0||||||||||UNI|||9|58/KRGN/700603/SB|||CIENA NTE|Y||
10.204.12.63/5|10.204.12.63/5|10.204.12.63/5|NFO-MOBILITYUNI|NTE|NTE|true|B|5||0||||||||||UNI|||9|22/KRFN/145650/SG|||CIENA NTE|Y||
10.204.83.166/10|10.204.83.166/10|10.204.83.166/10|NFO-MOBILITY|NTE|NTE|true|S|10||1||CRCYNVMAA03|JUNIPER MX SERIES|10.204.242.1|150.0.0.215||ge-0/0/1|||NNI|AAF-SECONDARY||||A101Z/GE1N/CRCYNVMAA03/CRCYNVMAA33|JU104/GE1N/CRCYNVMAA02/CRCYNVMAA33|CIENA NTE|Y||4092
10.204.200.177/26|10.204.200.177/26|10.204.200.177/26|NFO-MOBILITY|NTE|NTE|true|B|26||1||AAAAIPAGTY4|JUNIPER MX SERIES||134.23.25.45||ge-1/3/4|||NNI|||||H101F/GE1N/AAAAIPAGTY4/RLGHNCMA23K||CIENA NTE|Y||
10.204.200.173/1|10.204.200.173/1|10.204.200.173/1|NTE-CFO|IPAG|NTE|true|B|1||1||||||||||UNI|||26|01/RTFE/786655/TF|||CIENA NTE|Y||
10.204.84.178/9|10.204.84.178/9|10.204.84.178/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAH01|JUNIPER MX SERIES|10.204.242.45|149.9.0.28||ge-5/2/5|||NNI|||||JU101/GE1N/CRCYNVMAH01/CRCYNVMAY7Y||CIENA NTE|Y||4092
10.204.10.254/6|10.204.10.254/6|10.204.10.254/6|NFO-MOBILITYUNI|NTE|NTE|true|B|6||0||||||||||UNI|||9|29/UNIN/270912/AK|||CIENA NTE|Y||
10.204.132.243/0|10.204.132.243/0|10.204.132.243/0|NFO-MOBILITY|NTE|NTE|true|B|1.1||0||||||||||UNI|||||JU101/GE1N/GSVLFLAN923/GSVLFLAN924||CIENA EMUX|||4092
10.204.84.112/5|10.204.84.112/5|10.204.84.112/5|NFO-MOBILITYUNI|NTE|NTE|true|S|5||0||||||||||UNI|||9|76/RSRS/784534/IM|||CIENA NTE|Y||
10.204.1.82/5|10.204.1.82/5|10.204.1.82/5|NFO-MOBILITYUNI|NTE|NTE|true|S|5||5||||||||||UNI|||25|35/KQFN/128183/PT|||CIENA NTE|Y||
10.204.84.193/5|10.204.84.193/5|10.204.84.193/5|NFO-MOBILITYUNI|NTE|NTE|true|S|5||0||||||||||UNI|||9|56/KJIU/900990/MK|||CIENA NTE|Y||
10.204.80.210/26|10.204.80.210/26|10.204.80.210/26|NFO-MOBILITY|NTE|NTE|true|S|26||1||SNJSCAHUDK1|JUNIPER MX SERIES|12.122.122.248|12.123.80.212||ge-0/0/7|||NNI|||||102/GE1N/SNJSCAHUDK1/SNJSCAHUK03||CIENA NTE|Y||4092
10.204.144.68/SM-B/1|10.204.144.68/SM-B/1|10.204.144.68/SM-B/1|NFO-TA5000|TA5000|NTE|true|B|1||1||GSVLFLANH02|JUNIPER MX SERIES|10.204.243.116|143.0.68.242||ge-3/2/4|||NNI|||||101/GE1N/GSVLFLANH02/GSVLFLANR5F||ADTRAN 5000 SERIES|||
10.204.11.51/1|10.204.11.51/1|10.204.11.51/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|05/KRFN/158365/SB|||CIENA NTE|Y||
10.204.9.100/25|10.204.9.100/25|10.204.9.100/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||DYBHFLMAH72|JUNIPER MX SERIES|10.204.242.46|149.9.0.29||ge-0/0/4|||NNI|||||JU102/GE1N/DYBHFLMAH72/DYBHFLMAOIJ||CIENA NTE|Y||4092
10.204.1.78/17|10.204.1.78/17|10.204.1.78/17|NFO-MOBILITYUNI|NTE|NTE|true|S|17||17||||||||||UNI|||25|35/KQFN/128174/PT|||CIENA NTE|Y||
10.204.82.180/25|10.204.82.180/25|10.204.82.180/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||RENONVYAY3Q|JUNIPER MX SERIES|12.122.123.213|148.0.131.182||ge-4/2/0|||NNI|||||JU102/GE1N/RENONVYAY3Q/RENONVYA247||CIENA NTE|Y||4092
10.204.132.199/1|10.204.132.199/1|10.204.132.199/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|00/KRFN/420427/DJ|||CIENA NTE|Y||
10.204.81.5/25|10.204.81.5/25|10.204.81.5/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||SNJSCAHUDK1|JUNIPER MX SERIES|12.122.122.248|12.123.80.212||ge-2/0/1|||NNI|DA||||101/GE1N/SNJSCAHUDK1/SNJSCAHU40Q|101/GE1N/SNJSCAHUDK1/SNJSCAHU41Q|CIENA NTE|Y||4092
10.204.81.247/1|10.204.81.247/1|10.204.81.247/1|NTE-CFO|IPAG|NTE|true|S|1||1||||||||||UNI|||25|44/DILE/204939/DL|||CIENA NTE|Y||
10.204.80.140/25|10.204.80.140/25|10.204.80.140/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAA3IP|JUNIPER MX SERIES|12.122.122.53|12.123.80.27||ge-3/1/2|||NNI|||||V101C/GE1N/CRCYNVAA3IP/CRCYNVHU4LJ|V101H/GE1N/CRCYNVAA2IP/CRCYNVHU3LJ|CIENA NTE|Y||4092
192.168.113.83/6|192.168.113.83/6|192.168.113.83/6|NTE-CFO|IPAG|NTE|true|S|6||6||||||||||UNI|||25|85/KQGN/050785/PT|||CIENA NTE|Y||
10.204.132.213/12|10.204.132.213/12|10.204.132.213/12|NFO-MOBILITY|NTE|NTE|true|B|12||1||GSVLFLAN857|JUNIPER MX SERIES|10.204.244.105|143.0.24.189||xe-0/0/0|||NNI|||||JP101/GE10/GSVLFLAN857/GSVLFLAN858||CIENA NTE|N||4092
10.204.82.76/25|10.204.82.76/25|10.204.82.76/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAA39T|JUNIPER MX SERIES|12.122.123.142|150.0.0.72||ge-0/0/7|||NNI|DA||||JU101/GE1N/CRCYNVAA1B4/CRCYNVAA39T|JU101/GE1N/CRCYNVAA1B5/CRCYNVAA40T|CIENA NTE|Y||4092
10.204.81.203/26|10.204.81.203/26|10.204.81.203/26|NFO-MOBILITY|NTE|NTE|true|S|26||1||CRCYNVAA04T|JUNIPER MX SERIES|12.122.123.82|150.0.0.29||ge-5/0/0|||NNI|AAF-SECONDARY||||JU101/GE1N/CRCYNVAA04T/CRCYNVAA17T|JU101/GE1N/CRCYNVAA03T/CRCYNVAA17T|CIENA NTE|N||4092
10.204.9.25/5|10.204.9.25/5|10.204.9.25/5|NTE-CFO|IPAG|NTE|true|B|5||0||||||||||UNI|||9|02/SHAS/271011/SS|||CIENA NTE|Y||
192.168.113.179/11|192.168.113.179/11|192.168.113.179/11|NFO-MOBILITY|NTE|NTE|true|B|11||1||ORLDFLSA21W|JUNIPER MX SERIES|192.168.112.24|10.144.0.136||xe-5/2/0|||NNI|||||JP104/GE10/ORLDFLSA21W/ORLEFLFTH01||CIENA NTE|Y||4092
10.204.144.85/0|10.204.144.85/0|10.204.144.85/0|NFO-EMUX|EMUX|NTE|true|B|1.1||1||GSVLFLANH02|JUNIPER MX SERIES|10.204.243.116|143.0.68.242||ge-3/2/7|||NNI|||||R101B/GE1N/GSVLFLANH02/GSVLFLAN969||CIENA EMUX|||
10.204.201.28/21|10.204.201.28/21|10.204.201.28/21|NFO-EMUX|EMUX|NTE|true|B|21||0||RLGHNCMA21K|JUNIPER MX SERIES|10.204.247.18|12.80.72.23||ge-4/0/0|||NNI|||||A101T/GE1N/ORLDFL24PD1/RLGHNCMA21K||CIENA EMUX|||
10.204.225.199/21|10.204.225.199/21|10.204.225.199/21|NFO-EMUX|EMUX|NTE|true|S|21||1||SNJSCA01W01|JUNIPER MX SERIES|12.122.123.224|148.0.131.193||ge-2/0/0|||NNI|||||JU101/GE1N/SNJSCA01W01/SNTCCA0115W||CIENA EMUX|||
10.204.132.151/1|10.204.132.151/1|10.204.132.151/1|NFO-MOBILITY|NTE|NTE|true|B|1||0||GSVLFLANYN2|CIENA NTE|10.204.132.152|||9|||NNI|DA||||JU104/GE1N/GSVLFLANYN2/GSVLFLANZM1|JU101/GE1N/GSVLFLANDS1/GSVLFLANX1X|CIENA EMUX|Y||4092
10.204.81.83/26|10.204.81.83/26|10.204.81.83/26|NFO-MOBILITY|NTE|NTE|true|S|26||1||SNJSCAHUL54|JUNIPER MX SERIES|12.122.123.24|149.8.0.23||ge-0/0/3|||NNI|AAF-SECONDARY||||101/GE1N/SNJSCAHUC12/SNJSCAHUL54|101/GE1N/SNJSCAHUC12/SNJSCAHUL53|CIENA NTE|Y||4092
10.204.85.89/1|10.204.85.89/1|10.204.85.89/1|NFO-MOBILITYUNI|NTE|NTE|true|S|1||0||||||||||UNI|||9|01/DUMY/160612/RK|||CIENA NTE|Y||
10.204.81.202/25|10.204.81.202/25|10.204.81.202/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAA2YP|JUNIPER MX SERIES|12.122.123.60|150.0.0.10||ge-2/0/4|||NNI|||||JU101/GE1N/CRCYNVAA2YP/CRCYNVAA7YP||CIENA NTE|Y||4092
10.204.90.251/21|10.204.90.251/21|10.204.90.251/21|NFO-EMUX|EMUX|NTE|true|S|21||0||CRCYNVAAI56|JUNIPER MX SERIES|12.81.162.36|8.8.1.5||ge-2/0/0|||NNI|||||A101S/GE1N/CRCYNVAAE33/CRCYNVAAI56||CIENA EMUX|||
10.204.10.52/9|10.204.10.52/9|10.204.10.52/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-0/0/2|||NNI|||||JU101/GE1N/DYBHFLMB131/DYBHFLMB2MX||CIENA NTE|Y||4092
10.204.200.235/25|10.204.200.235/25|10.204.200.235/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||RLGHNCMAWNU|JUNIPER MX SERIES|10.204.247.72|12.80.72.70||ge-5/0/0|||NNI|||||D101S/GE1N/RLGHNCMAWNU/RLGHNCMAWNV||CIENA NTE|N||
10.204.30.72/25|10.204.30.72/25|10.204.30.72/25|NFO-MOBILITY|NTE|NTE|true|S|25||0||SNJSCAEPW01|CIENA EMUX|10.204.30.66|||5|||NNI|||||JU105/GE1N/SNJSCAALW04/SNJSCAEPW01||CIENA NTE|N||
10.204.65.64/1|10.204.65.64/1|10.204.65.64/1|NTE-CFO|IPAG|NTE|true|B|1||1||||||||||UNI|||25|29/UNIF/872101/RS|||CIENA NTE|Y||
10.204.83.103/9|10.204.83.103/9|10.204.83.103/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAI41|JUNIPER MX SERIES|10.204.241.113|150.0.0.168||ge-2/0/3|||NNI|||||JU101/GE1N/CRCYNVMAGGF/CRCYNVMAI41||CIENA NTE|N||4092
10.204.8.245/5|10.204.8.245/5|10.204.8.245/5|NTE-CFO|IPAG|NTE|true|B|5||0||||||||||UNI|||9|01/SHAS/131011/SS|||CIENA NTE|Y||
10.204.84.210/5|10.204.84.210/5|10.204.84.210/5|NFO-MOBILITYUNI|NTE|NTE|true|S|5||0||||||||||UNI|||9|45/GFTR/897654/MM|||CIENA NTE|Y||
10.204.81.60/26|10.204.81.60/26|10.204.81.60/26|NFO-MOBILITY|NTE|NTE|true|S|26||1||SNJSCAHUDK3|JUNIPER MX SERIES|12.122.122.250|12.123.80.214||ge-3/0/1|||NNI|AAF-SECONDARY||||101/GE1N/SNJSCAHUDK3/SNJSCAHUWE4|101/GE1N/SNJSCAHUDK1/SNJSCAHUWE4|CIENA NTE|Y||4092
10.204.81.117/25|10.204.81.117/25|10.204.81.117/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||SNJSCAHUDK3|JUNIPER MX SERIES|12.122.122.250|12.123.80.214||ge-4/1/1|||NNI|||||A101R/GE1N/SNJSCAHUDK3/SNJSCAHUGTD||CIENA NTE|N||4092
10.204.82.66/28|10.204.82.66/28|10.204.82.66/28|NTE-CFO|IPAG|NTE|true|S|28||0||||||||||UNI|||25|03/KULD/250511/SB|||CIENA NTE|Y||
10.204.132.207/9|10.204.132.207/9|10.204.132.207/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLANH02|JUNIPER MX SERIES|10.204.243.116|143.0.68.242||ge-4/0/2|||NNI|||||JU101/GE1N/GSVLFLANHID/GSVLFLANH02||CIENA NTE|N||4092
10.204.200.134/21|10.204.200.134/21|10.204.200.134/21|NFO-EMUX|EMUX|NTE|true|S|21||1||SNJSCA0215W|JUNIPER MX SERIES|12.122.121.74|143.0.24.197||ge-2/0/0|||NNI|||||JU107/GE1N/SNJSCAACH01/SNJSCA0215W||CIENA EMUX|||
10.204.8.75/11|10.204.8.75/11|10.204.8.75/11|NFO-MOBILITY|NTE|NTE|true|B|11||1||DYBHFLMAH74|JUNIPER MX SERIES|10.204.242.28|148.0.131.204||xe-5/0/0|||NNI|AAF-PRIMARY||||JP101/GE10/DYBHFLMAH74/DYBHFLMAW26|JP101/GE10/DYBHFLMAH75/DYBHFLMAW26|CIENA NTE|Y||4092
10.204.1.78/21|10.204.1.78/21|10.204.1.78/21|NFO-MOBILITYUNI|NTE|NTE|true|S|21||21||||||||||UNI|||25|35/KQFN/128178/PT|||CIENA NTE|Y||
10.204.66.238/1|10.204.66.238/1|10.204.66.238/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|58/KRFN/507002/SB|||CIENA NTE|Y||
10.204.11.35/9|10.204.11.35/9|10.204.11.35/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-0/3/8|||NNI|||||JU104/GE1N/DYBHFLMB2MG/DYBHFLMB2MX||CIENA NTE|Y||4092
135.16.243.66/9|135.16.243.66/9|135.16.243.66/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||ORLDFLMA51W|JUNIPER MX SERIES|192.168.112.26|10.144.0.137||ge-1/3/3|||NNI|||||JU105/GE1N/ORLDFLGBN01/ORLDFLMA51W||CIENA NTE|Y||4092
10.204.84.196/9|10.204.84.196/9|10.204.84.196/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAW71|JUNIPER MX SERIES|143.1.33.30|143.0.68.43||ge-5/0/0|||NNI|||||JU101/GE1N/CRCYNVMAKR9/CRCYNVMAW71||CIENA NTE|N||4092
10.204.85.96/5|10.204.85.96/5|10.204.85.96/5|NFO-MOBILITYUNI|NTE|NTE|true|S|5||0||||||||||UNI|||9|02/SANT/929222/UK|||CIENA NTE|Y||
192.168.113.83/5|192.168.113.83/5|192.168.113.83/5|NTE-CFO|IPAG|NTE|true|S|5||5||||||||||UNI|||25|85/KQGN/050763/PT|||CIENA NTE|Y||
10.204.90.88/3/1|10.204.90.88/3/1|10.204.90.88/3/1|NFO-TA5000|TA5000|NTE|true|S|1||1||||||||||UNI|||||A153T/T3N/CRCYNVAAK12/CRCYNVAA3AW||ADTRAN 5000 SERIES|||
10.204.80.146/1|10.204.80.146/1|10.204.80.146/1|NTE-CFO|IPAG|NTE|true|S|1||1||||||||||UNI|DA||25|03/KQGN/022011/CM||30/KQGN/032011/CM|CIENA NTE|Y||
10.204.200.148/25|10.204.200.148/25|10.204.200.148/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||ORLDFL24FIP|JUNIPER MX SERIES|10.204.246.168|12.82.0.53||ge-5/0/9|||NNI|||||101/GE1N/ORLDFL24FIP/ORLDFL24SJ3||CIENA NTE|N||
10.204.132.87/11|10.204.132.87/11|10.204.132.87/11|NFO-MOBILITY|NTE|NTE|true|B|11||1||GSVLFLANH01|JUNIPER MX SERIES|10.204.243.104|143.0.68.230||xe-5/1/0|||NNI|DA||||JP102/GE10/GSVLFLANH01/GSVLFLANW17|JP101/GE10/GSVLFLANH02/GSVLFLANW18|CIENA NTE|Y||4092
10.204.1.68/28|10.204.1.68/28|10.204.1.68/28|NFO-MOBILITYUNI|NTE|NTE|true|S|28||0||||||||||UNI|||25|86/KRGN/506276/PT|||CIENA NTE|Y||
10.204.12.14/6|10.204.12.14/6|10.204.12.14/6|NTE-CFO|IPAG|NTE|true|B|6||0||||||||||UNI|||9|86/KRFN/204743/LK|||CIENA NTE|Y||
10.204.16.71/1|10.204.16.71/1|10.204.16.71/1|NTE-CFO|IPAG|NTE|true|S|1||1||||||||||UNI|||25|23/sgsg/344123/FL|||CIENA NTE|Y||
10.204.200.200/25|10.204.200.200/25|10.204.200.200/25|NFO-MOBILITY|NTE|NTE|true|B|25||0||RLGHNCMARR5|JUNIPER MX SERIES|10.204.247.34|12.80.72.36||ge-0/0/0|||NNI|||||F101H/GE1N/RLGHNCMAFAR/RLGHNCMARR5||CIENA NTE|N||
10.204.11.35/1|10.204.11.35/1|10.204.11.35/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|67/JKJI/918171/YH|||CIENA NTE|Y||
135.16.243.16/1|135.16.243.16/1|135.16.243.16/1|NTE-CFO|IPAG|NTE|true|B|1||1||||||||||UNI|||10|58/KRFN/121421/SB|||CIENA NTE|Y||
10.204.12.14/5|10.204.12.14/5|10.204.12.14/5|NTE-CFO|IPAG|NTE|true|B|5||0||||||||||UNI|||9|23/KRFN/285215/SB|||CIENA NTE|Y||
10.204.8.73/25|10.204.8.73/25|10.204.8.73/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||DYBHFLMAH02|JUNIPER MX SERIES|12.122.123.112|150.0.0.44||ge-5/0/1|||NNI|AAF-PRIMARY||||102/GE1N/DYBHFLMAH02/DYBHFLMAH57|103/GE1N/DYBHFLMAH06/DYBHFLMAH57|CIENA NTE|Y||4092
10.204.10.2/1|10.204.10.2/1|10.204.10.2/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|12/UNIS/622511/SA|||CIENA NTE|Y||
10.204.200.106/22|10.204.200.106/22|10.204.200.106/22|NFO-EMUX|EMUX|NTE|true|B|22||0||ORLDFL24Q10|JUNIPER MX SERIES|10.204.246.205|12.82.0.62||ge-3/0/4|||NNI|||||B101C/GE1N/ORLDFL24A85/ORLDFL24Q10||CIENA EMUX|||
10.204.11.252/5|10.204.11.252/5|10.204.11.252/5|NFO-MOBILITYUNI|NTE|NTE|true|B|5||0||||||||||UNI|||9|85/KQGN/185618/SB|||CIENA NTE|Y||
10.204.82.131/25|10.204.82.131/25|10.204.82.131/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAAH2B|JUNIPER MX SERIES|12.122.123.51|12.123.80.237||ge-5/1/0|||NNI|||||JU101/GE1N/CRCYNVAAH2B/CRCYNVAA0R0||CIENA NTE|N||4092
10.204.84.61/5|10.204.84.61/5|10.204.84.61/5|NFO-MOBILITYUNI|NTE|NTE|true|S|5||0||||||||||UNI|||9|78/OIMN/945678/UN|||CIENA NTE|Y||
10.204.90.154/25|10.204.90.154/25|10.204.90.154/25|NFO-MOBILITY|NTE|NTE|true|S|25||0||CRCYNVAA56W|JUNIPER MX SERIES|12.81.161.160|8.8.0.154||ge-0/0/6|||NNI|||||P101S/GE1N/CRCYNVAA17S/CRCYNVAA56W||CIENA NTE|Y||
10.204.82.179/1|10.204.82.179/1|10.204.82.179/1|NTE-CFO|IPAG|NTE|true|S|1||1||||||||||UNI|||25|25/CVTH/225533/UK|||CIENA NTE|Y||
10.204.1.127/9|10.204.1.127/9|10.204.1.127/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||SNJSCAJN0IW|CIENA EMUX|192.168.95.133|||1.12|||NNI|||||JU101/GE1N/SNJSCAJN0IW/SNJSCAUS0AW||CIENA NTE|Y||4092
10.204.161.20/21|10.204.161.20/21|10.204.161.20/21|NFO-EMUX|EMUX|NTE|true|B|21||1||STAGFLMAA9M|JUNIPER MX SERIES|10.204.243.196|143.0.24.57||ge-3/2/0|||NNI|||||101/GE1N/STAGFLMAA9L/STAGFLMAA9M||CIENA EMUX|||
10.204.9.177/5|10.204.9.177/5|10.204.9.177/5|NFO-MOBILITYUNI|NTE|NTE|true|B|5||0||||||||||UNI|||9|91/KRFN/871249/SB|||CIENA NTE|Y||
192.168.113.180/1/1|192.168.113.180/1/1|192.168.113.180/1/1|NFO-TA5000|TA5000|NTE|true|B|1||1||||||||||UNI|||||160/T3N/ORLDFLPCK31/ORLDFLPC61W||ADTRAN 5000 SERIES|||
10.204.1.118/20|10.204.1.118/20|10.204.1.118/20|NFO-MOBILITYUNI|NTE|NTE|true|S|20||20||||||||||UNI|||25|35/KQFN/128223/PT|||CIENA NTE|Y||
10.204.201.9/25|10.204.201.9/25|10.204.201.9/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||RLGHNCMA121|JUNIPER MX SERIES|10.204.247.30|12.80.72.33||ge-0/3/4|||NNI|||||F101G/GE1N/RLGHNCMA121/RLGHNCMA211||CIENA NTE|N||
10.204.1.119/12|10.204.1.119/12|10.204.1.119/12|NFO-MOBILITYUNI|NTE|NTE|true|S|12||12||||||||||UNI|||25|35/KQFN/128135/PT|||CIENA NTE|Y||
10.204.200.123/9|10.204.200.123/9|10.204.200.123/9|NFO-MOBILITYUNI|NTE|NTE|true|S|9||0||||||||||UNI|||10|29/KRGN/471298/PT|||CIENA NTE|Y||
10.204.156.70/SM-A/2|10.204.156.70/SM-A/2|10.204.156.70/SM-A/2|NFO-TA5000|TA5000|NTE|true|B|2||1||GSVLFLRG51W|JUNIPER MX SERIES|12.81.161.149|8.8.0.149||ge-1/1/2|||NNI|||||S1051/GE1N/GSVLFLRG51W/GSVLFLRG62W||ADTRAN 5000 SERIES|||
10.204.90.105/25|10.204.90.105/25|10.204.90.105/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAAP01|JUNIPER MX SERIES|12.81.161.147|8.8.0.148||ge-1/0/4|||NNI|||||A101P/GE1N/CRCYNVAAP01/CRCYNVAAP07||CIENA NTE|N||
10.204.83.201/9|10.204.83.201/9|10.204.83.201/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAB69|JUNIPER MX SERIES|10.204.241.109|150.0.0.164||ge-1/0/1|||NNI|||||JU101/GE1N/CRCYNVMAB69/CRCYNVMA6E7||CIENA NTE|Y||4092
10.204.66.237/301|10.204.66.237/301|10.204.66.237/301|NFO-MOBILITY|NTE|NTE|true|B|301||7||ORLDFLMA62W|ADTRAN 5000 SERIES|192.168.113.200||20|1|||NNI|||||58/KQGN/110811/SB_260566||ADTRAN 800 SERIES|N||4092
10.204.134.203/9|10.204.134.203/9|10.204.134.203/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||ANHMCAGTN01|JUNIPER MX SERIES|10.204.243.88|143.0.68.214||ge-1/0/2|||NNI|DA||||JU102/GE1N/ANHMCAGTGT0/ANHMCAGTN01|JU101/GE1N/ANHMCAGTGT6/ANHMCAGTN01|CIENA NTE|Y||4092
10.204.82.184/25|10.204.82.184/25|10.204.82.184/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||RENONVYAY3Q|JUNIPER MX SERIES|12.122.123.213|148.0.131.182||ge-3/0/0|||NNI|||||JU104/GE1N/RENONVYAY3Q/RENONVYAY37||CIENA NTE|N||4092
10.204.90.108/2|10.204.90.108/2|10.204.90.108/2|NTE-CFO|IPAG|NTE|true|S|2||2||||||||||UNI|||25|12/ASDF/231215/US|||CIENA NTE|Y||
10.204.80.66/6|10.204.80.66/6|10.204.80.66/6|NTE-CFO|IPAG|NTE|true|S|6||6||||||||||UNI|||25|12/GAYT/467468/K1|||CIENA NTE|Y||
10.204.66.240/9|10.204.66.240/9|10.204.66.240/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||ORLDFLDN0DW|JUNIPER MX SERIES|10.204.241.112|150.0.0.167||ge-1/0/3|||NNI|||||JU101/GE1N/ORLDFLDN0DW/ORLDFLMACT1||CIENA NTE|Y||4092
