@ref(networkElement)|@const(IpagPPort)class
@index(CE_PPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|port_aid|port_ipaddr|port_num|product_type|remote_device_name|remote_device_type|remote_device_ipaddr|remote_deviceloopbackip|remote_slot_name|remote_port_aid|slavlan|cdnbind|uni_nni|aafda_role|acnaban|assoc_nni_pport|clci|clfi|diverse_circuit_id|device_type|ineffect|mpa_connect_type|nmvlan
10.204.200.161/SM-B/2|10.204.200.161/SM-B/2|10.204.200.161/SM-B/2|NFO-TA5000|TA5000|NTE|true|B|2||1||RLGHNCMAQ01|JUNIPER MX SERIES|10.204.247.6|12.80.72.16||ge-0/0/0|||NNI|||||A101T/GE1N/RLGHNCMAQ01/RLGHNCMAQ02||ADTRAN 5000 SERIES|||
10.204.10.203/9|10.204.10.203/9|10.204.10.203/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-1/1/0|||NNI|||||JU101/GE1N/DYBHFLMB2MX/DYBHFLMB289||CIENA NTE|N||4092
10.204.132.96/9|10.204.132.96/9|10.204.132.96/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLANH04|JUNIPER MX SERIES|10.204.243.118|143.0.68.244||ge-0/0/1|||NNI|||||JU108/GE1N/GSVLFLANHR2/GSVLFLANH04||CIENA NTE|Y||4092
10.204.144.100/9|10.204.144.100/9|10.204.144.100/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLSTD20|CIENA EMUX|10.204.144.97|||1.41|||NNI|||||JU101/GE1N/GSVLFLSTD20/GSVLFLSTX2N||CIENA NTE|Y||4092
10.204.1.80/24|10.204.1.80/24|10.204.1.80/24|NTE-CFO|IPAG|NTE|true|S|24||24||||||||||UNI|||25|35/KQFN/128028/PT|||CIENA NTE|Y||
10.204.8.83/25|10.204.8.83/25|10.204.8.83/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||DYBHFLMA32W|JUNIPER MX SERIES|12.122.123.159|148.0.131.129||ge-1/0/0|||NNI|||||JU101/GE1N/DYBHFLMA32W/DYBHFLMA64W||CIENA NTE|Y||4092
10.204.64.218/28|10.204.64.218/28|10.204.64.218/28|NTE-CFO|IPAG|NTE|true|B|28||0||||||||||UNI|||25|21/SSSR/190111/SR|||CIENA NTE|Y||
10.204.81.242/25|10.204.81.242/25|10.204.81.242/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAA39T|JUNIPER MX SERIES|12.122.123.142|150.0.0.72||ge-0/0/0|||NNI|||||JU103/GE1N/CRCYNVAA39T/CRCYNVAA41T||CIENA NTE|Y||4092
10.204.129.116/22|10.204.129.116/22|10.204.129.116/22|NFO-EMUX|EMUX|NTE|true|B|22||1||GSVLFL130AW|JUNIPER MX SERIES|10.204.241.55|150.0.0.120||ge-2/0/0|||NNI|||||JU102/GE1N/GSVLFL12N00/GSVLFL130AW||CIENA EMUX|||
10.204.83.158/2|10.204.83.158/2|10.204.83.158/2|NTE-CFO|IPAG|NTE|true|S|2||0||||||||||UNI|||9|00/JAIN/122711/AJ|||CIENA NTE|Y||
10.204.9.93/1|10.204.9.93/1|10.204.9.93/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||1||||||||||UNI|||25|43/KQGN/619852/SB|||CIENA NTE|Y||
10.204.1.87/1|10.204.1.87/1|10.204.1.87/1|NFO-MOBILITYUNI|NTE|NTE|true|S|1||1||||||||||UNI|||25|35/KRFN/128002/PT|||CIENA NTE|Y||
10.204.66.72/25|10.204.66.72/25|10.204.66.72/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||SNJSCAHUDK3|JUNIPER MX SERIES|12.122.122.250|12.123.80.214||ge-3/0/3|||NNI|AAF-PRIMARY||||101/GE1N/ORLDFL32A57/SNJSCAHUDK3|101/GE1N/ORLDFL32A57/SNJSCAHUTJ6|CIENA NTE|N||4092
10.204.11.227/1|10.204.11.227/1|10.204.11.227/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|01/KRGN/130213/JP|||CIENA NTE|Y||
10.204.132.143/9|10.204.132.143/9|10.204.132.143/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLANAC1|JUNIPER MX SERIES|10.204.243.114|143.0.68.240||ge-2/0/6|||NNI|||||JU102/GE1N/GSVLFLANAC1/GSVLFLANQVJ||CIENA NTE|N||4092
10.204.81.132/25|10.204.81.132/25|10.204.81.132/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||SNJSCAHUDK3|JUNIPER MX SERIES|12.122.122.250|12.123.80.214||ge-4/1/8|||NNI|||||S101A/GE1N/SNJSCAHUDK3/SNJSCAHU44D||CIENA NTE|Y||4092
10.204.9.195/1|10.204.9.195/1|10.204.9.195/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|67/KJIJ/817616/LL|||CIENA NTE|Y||
10.204.32.65/1|10.204.32.65/1|10.204.32.65/1|NTE-CFO|IPAG|NTE|true|B|1||0||||||||||UNI|||9|89/UNIF/659878/PJ|||CIENA NTE|Y||
10.204.65.117/1|10.204.65.117/1|10.204.65.117/1|NTE-CFO|IPAG|NTE|true|B|1||1||||||||||UNI|||26|01/UREF/777444/SB|||CIENA NTE|Y||
10.204.65.153/27|10.204.65.153/27|10.204.65.153/27|NTE-CFO|IPAG|NTE|true|B|27||0||||||||||UNI|||25|01/KRFN/112565/SB|||CIENA NTE|Y||
10.204.81.56/28|10.204.81.56/28|10.204.81.56/28|NTE-CFO|IPAG|NTE|true|S|28||0||||||||||UNI|DA||25|03/KQGN/230311/SB||04/KQGN/230311/SB|CIENA NTE|Y||
10.204.11.100/9|10.204.11.100/9|10.204.11.100/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-4/1/0|||NNI|||||JU101/GE1N/DYBHFLMB2MX/DYBHFLMB297||CIENA NTE|Y||4092
10.204.9.91/1|10.204.9.91/1|10.204.9.91/1|NTE-CFO|IPAG|NTE|true|B|1||0||||||||||UNI|||9|32/KRFN/341561/SB|||CIENA NTE|Y||
10.204.144.123/1|10.204.144.123/1|10.204.144.123/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|21/KRFN/785645/VS|||CIENA NTE|Y||
10.204.82.237/25|10.204.82.237/25|10.204.82.237/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAA2IP|JUNIPER MX SERIES|12.122.122.52|12.123.80.26||ge-3/0/2|||NNI|||||JU101/GE1N/CRCYNVAAVQ1/CRCYNVAA2IP||CIENA NTE|N||4092
10.204.11.226/1|10.204.11.226/1|10.204.11.226/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|12/KQGN/852325/SB|||CIENA NTE|Y||
10.204.9.95/3|10.204.9.95/3|10.204.9.95/3|NFO-MOBILITY|NTE|NTE|true|B|3||0||DYBHFLMAIBR|CIENA NTE|10.204.9.116|||9|||NNI|||||O101X/GE1N/DYBHFLMAIBR/DYBHFLMAW30||CIENA EMUX|N||4092
10.204.83.104/1|10.204.83.104/1|10.204.83.104/1|NTE-CFO|IPAG|NTE|true|S|1||0||||||||||UNI|||9|12/UNIS/128881/FL|||CIENA NTE|Y||
10.204.84.125/28|10.204.84.125/28|10.204.84.125/28|NFO-MOBILITYUNI|NTE|NTE|true|S|28||0||||||||||UNI|||25|99/KRFN/290100/NV|||CIENA NTE|Y||
10.204.144.129/0|10.204.144.129/0|10.204.144.129/0|NFO-EMUX|EMUX|NTE|true|B|1.41||1||GSVLFLSTXAY|JUNIPER MX SERIES|10.204.244.83|143.0.24.168||ge-3/0/8|||NNI|||||102/GE1N/GSVLFLSTW06/GSVLFLSTXAY||CIENA EMUX|||
10.204.2.101/25|10.204.2.101/25|10.204.2.101/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||SNFCCA0600W|JUNIPER MX SERIES|10.204.243.74|143.0.68.200||ge-4/0/5|||NNI|||||JU101/GE1N/SNFCCA0600W/SNFCCA061PD||CIENA NTE|Y||4092
10.204.67.20/9|10.204.67.20/9|10.204.67.20/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||ORLDFLMA51W|JUNIPER MX SERIES|192.168.112.26|10.144.0.137||ge-1/2/5|||NNI|||||JU101/GE1N/ORLDFLMANQ3/ORLDFLMA51W||CIENA NTE|Y||4092
10.204.161.21/23|10.204.161.21/23|10.204.161.21/23|NFO-EMUX|EMUX|NTE|true|B|23||1||STAGFLMAA9N|JUNIPER MX SERIES|10.204.243.197|143.0.24.58||ge-0/0/0|||NNI|||||102/GE1N/STAGFLMAA9N/STAGFLMAA9O||CIENA EMUX|||
10.204.90.253/24|10.204.90.253/24|10.204.90.253/24|NFO-EMUX|EMUX|NTE|true|S|24||0||CRCYNVAAQ61|JUNIPER MX SERIES|12.81.161.221|8.8.0.206||ge-2/0/3|||NNI|||||101/GE1N/CRCYNVAAAK1/CRCYNVAAQ61||CIENA EMUX|||
10.204.90.155/25|10.204.90.155/25|10.204.90.155/25|NFO-MOBILITY|NTE|NTE|true|S|25||0||CRCYNVAA61W|JUNIPER MX SERIES|12.81.161.186|8.8.0.172||ge-5/0/0|||NNI|||||A101Z/GE1N/CRCYNVAAN00/CRCYNVAA61W||CIENA NTE|Y||
10.204.80.175/25|10.204.80.175/25|10.204.80.175/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAA2IP|JUNIPER MX SERIES|12.122.122.52|12.123.80.26||ge-3/0/0|||NNI|DA||||JU102/GE1N/CRCYNVAA2IP/CRCYNVHU2LJ|JU101/GE1N/CRCYNVAA3IP/CRCYNVHU5LJ|CIENA NTE|Y||4092
10.204.84.201/5|10.204.84.201/5|10.204.84.201/5|NFO-MOBILITYUNI|NTE|NTE|true|S|5||0||||||||||UNI|||9|23/LPOI/345211/SG|||CIENA NTE|Y||
10.204.80.96/25|10.204.80.96/25|10.204.80.96/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAA2IP|JUNIPER MX SERIES|12.122.122.52|12.123.80.26||ge-1/0/5|||NNI|||||T101C/GE1N/CRCYNVAA2IP/CRCYNVHU2LH||CIENA NTE|Y||4092
10.204.82.60/25|10.204.82.60/25|10.204.82.60/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAABGA|JUNIPER MX SERIES|12.122.123.191|148.0.131.159||ge-0/0/3|||NNI|||||101/GE1N/CRCYNVAABGA/CRCYNVAA8GA||CIENA NTE|N||
10.204.132.140/9|10.204.132.140/9|10.204.132.140/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLANAC1|JUNIPER MX SERIES|10.204.243.114|143.0.68.240||ge-2/0/5|||NNI|||||JU101/GE1N/GSVLFLANAC1/GSVLFLANSTH||CIENA NTE|Y||4092
10.204.66.179/1|10.204.66.179/1|10.204.66.179/1|NTE-CFO|IPAG|NTE|true|B|1||0||||||||||UNI|||9|60/ROCK/159886/HD|||CIENA NTE|Y||
10.204.83.235/1|10.204.83.235/1|10.204.83.235/1|NTE-CFO|IPAG|NTE|true|S|1||0||||||||||UNI|||9|68/IOLK/5621/SG|||CIENA NTE|Y||
10.204.80.190/25|10.204.80.190/25|10.204.80.190/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAA2IP|JUNIPER MX SERIES|12.122.122.52|12.123.80.26||ge-0/0/3|||NNI|AAF-PRIMARY||||P103S/GE1N/CRCYNVAA2IP/CRCYNVHU9LM|P103S/GE1N/CRCYNVAA3IP/CRCYNVHU9LM|CIENA NTE|Y||4092
10.204.82.204/5|10.204.82.204/5|10.204.82.204/5|NTE-CFO|IPAG|NTE|true|S|5||0||||||||||UNI|DA||9|85/KRFN/745511/NV||86/KRFN/745511/NV|CIENA NTE|Y||
192.168.113.67/25|192.168.113.67/25|192.168.113.67/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||ORLDFLMA51W|JUNIPER MX SERIES|192.168.112.26|10.144.0.137||ge-1/1/5|||NNI|||||JU104/GE1N/ORLDFLMAH0W/ORLDFLMA51W||CIENA NTE|Y||4092
10.204.67.56/9|10.204.67.56/9|10.204.67.56/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||ORLDFLMA51W|JUNIPER MX SERIES|192.168.112.26|10.144.0.137||ge-3/1/0|||NNI|||||JU101/GE1N/ORLDFLMA51W/ORLDFLMA6TF||CIENA NTE|Y||4092
10.204.80.66/7|10.204.80.66/7|10.204.80.66/7|NTE-CFO|IPAG|NTE|true|S|7||7||||||||||UNI|||25|12/GFET/467468/AP|||CIENA NTE|Y||
192.168.113.60/9|192.168.113.60/9|192.168.113.60/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||SNJTCAQU0AW|CIENA EMUX|192.168.113.149|||5|||NNI|||||JU107/GE1N/SNJPCAYT0AW/SNJTCAQU0AW||CIENA NTE|N||4092
10.204.84.202/9|10.204.84.202/9|10.204.84.202/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAB65|JUNIPER MX SERIES|10.204.241.105|150.0.0.160||ge-1/0/8|||NNI|||||JU101/GE1N/CRCYNVMABG3/CRCYNVMAB65||CIENA NTE|Y||4092
10.204.83.223/9|10.204.83.223/9|10.204.83.223/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAB66|JUNIPER MX SERIES|10.204.241.107|150.0.0.162||ge-0/0/5|||NNI|||||JU101/GE1N/CRCYNVMAB66/CRCYNVMAZ00||CIENA NTE|N||4092
10.204.81.73/25|10.204.81.73/25|10.204.81.73/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||SNJSCAHUL53|JUNIPER MX SERIES|12.122.123.22|149.8.0.21||ge-0/0/1|||NNI|||||101/GE1N/SNJSCAHUL53/SNJSCAHUM01||CIENA NTE|Y||4092
10.204.11.197/9|10.204.11.197/9|10.204.11.197/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||DYBHFLMA308|JUNIPER MX SERIES|10.204.243.122|143.0.68.248||ge-1/1/8|||NNI|||||JU101/GE1N/DYBHFLMAFRI/DYBHFLMA308||CIENA NTE|Y||4092
10.204.83.99/25|10.204.83.99/25|10.204.83.99/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVMAA01|JUNIPER MX SERIES|10.204.241.254|150.0.0.212||ge-0/0/7|||NNI|||||JU101/GE1N/CRCYNVMAA01/CRCYNVMAA99||CIENA NTE|Y||4092
10.204.9.88/25|10.204.9.88/25|10.204.9.88/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||DYBHFLMAH27|JUNIPER MX SERIES|12.122.123.178|148.0.131.144||ge-3/0/0|||NNI|DA||||JU101/GE1N/DYBHFLMAH27/DYBHFLMAH55|JU101/GE1N/DYBHFLMAA13/DYBHFLMAH27|CIENA NTE|Y||4092
10.204.1.78/11|10.204.1.78/11|10.204.1.78/11|NFO-MOBILITYUNI|NTE|NTE|true|S|11||11||||||||||UNI|||25|35/KQFN/128071/PT|||CIENA NTE|Y||
10.204.1.65/8|10.204.1.65/8|10.204.1.65/8|NTE-CFO|IPAG|NTE|true|B|8||0||||||||||UNI|||9|85/KRFN/306751/SB|||CIENA NTE|Y||
10.204.90.88/SM-A/1|10.204.90.88/SM-A/1|10.204.90.88/SM-A/1|NFO-TA5000|TA5000|NTE|true|S|1||0||CRCYNVAA51W|JUNIPER MX SERIES||||ge-0.0/0.1|||NNI|||||K102H/GE1N/CRCYNVAA3AW/CRCYNVAA51W||ADTRAN 5000 SERIES|||
10.204.132.90/21|10.204.132.90/21|10.204.132.90/21|NFO-EMUX|EMUX|NTE|true|B|21||1||GSVLFLANCT5|JUNIPER MX SERIES|10.204.243.121|143.0.68.247||ge-2/0/1|||NNI|||||103/GE1N/GSVLFLANCT5/GSVLFLANWAK||CIENA EMUX|||
192.168.113.73/25|192.168.113.73/25|192.168.113.73/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||ORLDFLMA51W|JUNIPER MX SERIES|192.168.112.26|10.144.0.137||ge-5/2/2|||NNI|||||JU111/GE1N/ORLDFLMA51W/ORLGFLTDH00||CIENA NTE|Y||4092
10.204.11.33/5|10.204.11.33/5|10.204.11.33/5|NTE-CFO|IPAG|NTE|true|B|5||0||||||||||UNI|||9|12/UNIF/562314/SK|||CIENA NTE|Y||
10.204.90.248/21|10.204.90.248/21|10.204.90.248/21|NFO-EMUX|EMUX|NTE|true|S|21||0||CRCYNVAA5D5|JUNIPER MX SERIES|12.81.161.220|8.8.0.205||ge-2/0/5|||NNI|||||S101G/GE1N/CRCYNVAAE19/CRCYNVAA5D5||CIENA EMUX|||
10.204.132.142/5|10.204.132.142/5|10.204.132.142/5|NFO-MOBILITYUNI|NTE|NTE|true|B|5||0||||||||||UNI|||9|03/KRFN/041212/SB|||CIENA NTE|Y||
10.204.9.104/25|10.204.9.104/25|10.204.9.104/25|NFO-MOBILITY|NTE|NTE|true|B|25||1||DYBHFLMAW27|JUNIPER MX SERIES|10.204.242.44|149.9.0.27||ge-0/0/5|||NNI|||||JU101/GE1N/DYBHFLMAWAI/DYBHFLMAW27||CIENA NTE|Y||4092
192.168.113.149/3|192.168.113.149/3|192.168.113.149/3|NFO-MOBILITY|NTE|NTE|true|S|3||0||SNJVCAASH00|CIENA NTE|10.204.1.90|||9|||NNI|||||JU104/GE1N/SNJTCAQU0AW/SNJVCAASH00||CIENA EMUX|Y||4092
192.168.113.47/10|192.168.113.47/10|192.168.113.47/10|NFO-MOBILITY|NTE|NTE|true|B|10||0||ORLDFLPH51W|JUNIPER MX SERIES|192.168.112.28|10.144.0.147||ge-1/2/0|||NNI|||||101/GE1N/ORLDFLCTWA1/ORLDFLPH51W||CIENA NTE|Y||4092
10.204.81.230/25|10.204.81.230/25|10.204.81.230/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||CRCYNVAAH2B|JUNIPER MX SERIES|12.122.123.51|12.123.80.237||ge-5/0/2|||NNI|||||101/GE1N/CRCYNVAAH2B/CRCYNVAAKN4||CIENA NTE|N||4092
10.204.10.93/5|10.204.10.93/5|10.204.10.93/5|NFO-MOBILITYUNI|NTE|NTE|true|B|5||0||||||||||UNI|||10|78/HDJD/328329/NF|||CIENA NTE|Y||
10.204.11.240/21|10.204.11.240/21|10.204.11.240/21|NFO-EMUX|EMUX|NTE|true|B|21||1||DYBHFLMA308|JUNIPER MX SERIES|10.204.243.122|143.0.68.248||ge-1/3/3|||NNI|||||101/GE1N/DYBHFLMA308/DYBHFLMA428||CIENA EMUX|||
10.204.84.254/9|10.204.84.254/9|10.204.84.254/9|NFO-MOBILITYUNI|NTE|NTE|true|S|9||0||||||||||UNI|||12|22/KSFN/270190/NV|||CIENA NTE|Y||
10.204.81.244/28|10.204.81.244/28|10.204.81.244/28|NTE-CFO|IPAG|NTE|true|S|28||0||||||||||UNI|||25|12/YTRI/873071/TC|||CIENA NTE|Y||
10.204.201.65/10|10.204.201.65/10|10.204.201.65/10|NFO-MOBILITY|NTE|NTE|true|B|10||1||ORLDFLPH51W|JUNIPER MX SERIES|192.168.112.28|10.144.0.147||ge-2/0/5|||NNI|||||104/GE1N/ORLDFLPH51W/ORLGFLAUH01||CIENA NTE|N||
10.204.67.184/22|10.204.67.184/22|10.204.67.184/22|NFO-EMUX|EMUX|NTE|true|B|22||1||ORLDFLMA61Z|JUNIPER MX SERIES|10.204.243.128|10.0.38.121||ge-2/0/0|||NNI|||||JU102/GE1N/ORLDFLCAH28/ORLDFLMA61Z||CIENA EMUX|||
10.204.132.174/9|10.204.132.174/9|10.204.132.174/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLANH02|JUNIPER MX SERIES|10.204.243.116|143.0.68.242||ge-3/0/2|||NNI|||||R101B/GE1N/GSVLFLANH02/GSVLFLANOFB||CIENA NTE|Y||4092
10.204.67.106/1|10.204.67.106/1|10.204.67.106/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|58/KRFN/130402/SB|||CIENA NTE|Y||
10.204.84.246/9|10.204.84.246/9|10.204.84.246/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAD01|JUNIPER MX SERIES|10.204.242.115|149.0.3.196||ge-0/0/9|||NNI|||||JU101/GE1N/CRCYNVMAD01/CRCYNVMA99B||CIENA NTE|Y||4092
10.204.82.137/25|10.204.82.137/25|10.204.82.137/25|NFO-MOBILITY|NTE|NTE|true|S|25||1||RENONVYAY3Q|JUNIPER MX SERIES|12.122.123.213|148.0.131.182||ge-4/1/1|||NNI|||||JU101/GE1N/RENONVYABWQ/RENONVYAY3Q||CIENA NTE|Y||4092
10.204.82.31/27|10.204.82.31/27|10.204.82.31/27|NTE-CFO|IPAG|NTE|true|S|27||0||||||||||UNI|||26|19/RNMS/514333/SR|||CIENA NTE|Y||
10.204.132.176/24|10.204.132.176/24|10.204.132.176/24|NFO-EMUX|EMUX|NTE|true|B|24||1||GSVLFLANAC1|JUNIPER MX SERIES|10.204.243.114|143.0.68.240||ge-4/2/0|||NNI|||||102/GE1N/GSVLFLANAC1/GSVLFLANKBP||CIENA EMUX|||
10.204.65.63/26|10.204.65.63/26|10.204.65.63/26|NFO-MOBILITY|NTE|NTE|true|B|26||1||ORLDFL327YH|JUNIPER MX SERIES|12.122.122.205|12.123.80.169||ge-2/0/1|||NNI|AAF-SECONDARY||||a101a/GE1N/ORLDFL32S3D/ORLDFL327YH|a101a/GE1N/ORLDFL32S3D/ORLDFL3298O|CIENA NTE|N||4092
10.204.80.234/5|10.204.80.234/5|10.204.80.234/5|NTE-CFO|IPAG|NTE|true|S|5||5||||||||||UNI|||25|05/RTAA/435633/15/TT/AB|||CIENA NTE|Y||
10.204.81.162/1|10.204.81.162/1|10.204.81.162/1|NTE-CFO|IPAG|NTE|true|S|1||1||||||||||UNI||||21/KQGN/485965/NV|||CIENA NTE|Y||
10.204.67.87/1|10.204.67.87/1|10.204.67.87/1|NTE-CFO|IPAG|NTE|true|B|1||0||||||||||UNI|||9|58/KRFN/420121/SB|||CIENA NTE|Y||
10.204.81.147/1|10.204.81.147/1|10.204.81.147/1|NTE-CFO|IPAG|NTE|true|S|1||1||||||||||UNI|||25|05/TTUU/653653/16/FT/AA|||CIENA NTE|Y||
10.204.2.93/5|10.204.2.93/5|10.204.2.93/5|NTE-CFO|IPAG|NTE|true|S|5||5||||||||||UNI|||9|86/KQGN/505428/PT|||CIENA NTE|Y||
10.204.144.65/0|10.204.144.65/0|10.204.144.65/0|NFO-MOBILITY|NTE|NTE|true|B|1.1||0||||||||||UNI|||||JU101/GE1N/GSVLFLAN121/GSVLFLAN997||CIENA EMUX|||4092
192.168.113.83/27|192.168.113.83/27|192.168.113.83/27|NTE-CFO|IPAG|NTE|true|S|27||0||||||||||UNI|||25|85/KRFN/306711/PT|||CIENA NTE|Y||
10.204.10.4/1|10.204.10.4/1|10.204.10.4/1|NFO-MOBILITYUNI|NTE|NTE|true|B|1||0||||||||||UNI|||9|05/KRFN/945645/SB|||CIENA NTE|Y||
10.204.8.252/5|10.204.8.252/5|10.204.8.252/5|NTE-CFO|IPAG|NTE|true|B|5||0||||||||||UNI|||9|01/SHAS/141011/SS|||CIENA NTE|Y||
10.204.8.198/1|10.204.8.198/1|10.204.8.198/1|NTE-CFO|IPAG|NTE|true|B|1||0||||||||||UNI|||9|75/WSDC/452230/RT|||CIENA NTE|Y||
10.204.84.171/1|10.204.84.171/1|10.204.84.171/1|NTE-CFO|IPAG|NTE|true|S|1||0||||||||||UNI|||9|01/UNIS/241052/SR|||CIENA NTE|Y||
10.204.84.229/2|10.204.84.229/2|10.204.84.229/2|NFO-MOBILITY|NTE|NTE|true|S|2||0||CRCYNVMAD86|CIENA NTE|10.204.85.12|||10|4091||NNI|||||JU106/GE1N/CRCYNVMAD77/CRCYNVMAD86||CIENA EMUX|Y||
10.204.83.241/9|10.204.83.241/9|10.204.83.241/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAI41|JUNIPER MX SERIES|10.204.241.113|150.0.0.168||ge-5/2/2|||NNI|||||JU101/GE1N/CRCYNVMAI41/CRCYNVMA342||CIENA NTE|Y||4092
10.204.204.132/SM-B/1|10.204.204.132/SM-B/1|10.204.204.132/SM-B/1|NFO-TA5000|TA5000|NTE|true|B|1||1||BRHMALHW1SW|JUNIPER MX SERIES|10.204.245.191|12.82.40.107||ge-2/0/0|||NNI|||||JU102/GE1N/BRHMALHW1SW/BRHMALHW2GW||ADTRAN 5000 SERIES|||
10.204.10.205/21|10.204.10.205/21|10.204.10.205/21|NFO-EMUX|EMUX|NTE|true|B|21||1||DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-5/0/6|||NNI|||||101/GE1N/DYBHFLMB2MX/DYBHFLMB489||CIENA EMUX|||
10.204.81.73/28|10.204.81.73/28|10.204.81.73/28|NTE-CFO|IPAG|NTE|true|S|28||0||||||||||UNI|||25|01/KRFN/300300/SB|||CIENA NTE|Y||
10.204.132.150/9|10.204.132.150/9|10.204.132.150/9|NFO-MOBILITY|NTE|NTE|true|B|9||1||GSVLFLANAC1|JUNIPER MX SERIES|10.204.243.114|143.0.68.240||ge-2/0/7|||NNI|||||P101J/GE1N/GSVLFLANAC1/GSVLFLANDRF||CIENA NTE|N||4092
10.204.64.166/SM-A/2|10.204.64.166/SM-A/2|10.204.64.166/SM-A/2|NFO-TA5000|TA5000|NTE|true|B|2||1||ORLDFL32PB1|JUNIPER MX SERIES|12.122.122.55|12.123.80.29||ge-2/0/5|||NNI|||||P102S/GE1N/ORLDFL32PB1/ORLDFL3211A||ADTRAN 5000 SERIES|||
10.204.1.119/16|10.204.1.119/16|10.204.1.119/16|NFO-MOBILITYUNI|NTE|NTE|true|S|16||16||||||||||UNI|||25|35/KQFN/128139/PT|||CIENA NTE|Y||
10.204.200.152/28|10.204.200.152/28|10.204.200.152/28|NFO-MOBILITY|NTE|NTE|true|B|28||0||ORLDFL2497I|JUNIPER MX SERIES|10.204.247.0|12.80.72.13||ge-5/0/0|||NNI|||||F101S/GE1N/ORLDFL24NO7/ORLDFL2497I||CIENA NTE|N||
10.204.1.109/7|10.204.1.109/7|10.204.1.109/7|NFO-MOBILITYUNI|NTE|NTE|true|S|7||7||||||||||UNI|||25|35/KQFN/128236/PT|||CIENA NTE|Y||
10.204.9.95/2|10.204.9.95/2|10.204.9.95/2|NFO-MOBILITY|NTE|NTE|true|B|2||0||DYBHFLMAIYB|CIENA NTE|10.204.9.115|||9|||NNI|||||JU101/GE1N/DYBHFLMAIYB/DYBHFLMAW30||CIENA EMUX|Y||4092
10.204.84.219/9|10.204.84.219/9|10.204.84.219/9|NFO-MOBILITY|NTE|NTE|true|S|9||1||CRCYNVMAD01|JUNIPER MX SERIES|10.204.242.115|149.0.3.196||ge-5/0/0|||NNI|||||JU102/GE1N/CRCYNVMAD01/CRCYNVMAD20||CIENA NTE|Y||4092
192.168.113.181/302|192.168.113.181/302|192.168.113.181/302|NFO-MOBILITY|NTE|NTE|true|B|302||8||ORLDFLPC61W|ADTRAN 5000 SERIES|192.168.113.180||21|2|||NNI|||||58/KQGN/701090/SB_146833||ADTRAN 800 SERIES|Y||
10.204.85.32/10|10.204.85.32/10|10.204.85.32/10|NFO-MOBILITYUNI|NTE|NTE|true|S|10||0||||||||||UNI|||12|66/KSGN/765921/NV|||CIENA NTE|Y||
