@rel(PLink)
@from(PE_PPort)key|@to(CE_PPort)key
12.123.80.27/2/0/3|10.204.64.193/25
12.123.80.119/0/0/3|10.204.136.70/26
12.82.0.53/3/0/2|10.204.200.218/25
10.144.0.65/3/1/0|192.168.113.134/11
143.0.68.212/5/0/0|10.204.132.149/9
12.80.72.34/0/3/0|10.204.201.32/22
150.0.0.231/0/0/0|10.204.12.120/10
150.0.0.212/0/0/3|10.204.83.91/25
10.0.38.121/2/0/6|10.204.67.184/24
12.82.0.53/5/0/6|10.204.200.101/28
143.0.24.159/2/0/2|10.204.161.48/22
12.80.72.27/1/0/0|10.204.200.183/21
10.144.0.152/3/2/0|10.204.1.95/11
143.0.68.170/0/0/6|10.204.10.251/9
143.0.25.9/0/1/6|10.204.12.153/9
143.0.68.169/2/1/0|10.204.10.68/22
143.0.68.168/7/0/1|10.204.10.183/11
148.0.131.227/2/0/0|10.204.82.154/25
150.0.0.10/2/0/2|10.204.81.184/10
8.8.0.185/3/0/5|10.204.90.148/10
148.0.131.193/1/0/4|10.204.225.200/23
149.0.3.194/2/0/0|10.204.85.76/23
149.0.3.196/5/0/0|10.204.84.219/9
143.0.24.132/2/0/1|10.204.135.197/9
150.0.0.232/0/0/2|10.204.84.126/25
150.0.0.216/0/0/1|10.204.83.111/9
143.0.68.212/0/0/5|10.204.132.74/9
150.0.0.217/0/0/4|10.204.84.88/26
8.8.0.206/1/0/3|10.204.90.252/21
143.0.68.248/1/1/1|10.204.11.179/9
10.144.0.137/3/2/0|10.204.67.82/9
8.8.0.188/1/0/1|10.204.90.144/10
149.0.3.244/3/0/3|10.204.85.37/10
8.8.0.239/3/0/0|10.204.90.230/25
149.9.0.28/5/1/8|10.204.84.97/26
143.0.68.242/3/1/4|10.204.132.199/9
8.8.0.190/3/0/2|10.204.90.162/SM-B/2
12.123.80.214/4/0/5|10.204.81.95/25
12.80.0.207/0/1/5|10.204.176.98/25
143.0.68.184/0/0/0|10.204.10.104/9
143.0.68.170/1/0/9|10.204.10.200/23
12.123.80.212/0/0/5|10.204.80.205/25
10.144.0.137/3/1/8|10.204.67.77/9
10.144.0.137/2/3/7|10.204.67.129/9
12.123.80.27/3/0/9|10.204.80.115/25
8.8.0.154/2/0/2|10.204.90.235/25
149.9.0.20/1/0/6|10.204.8.210/9
10.144.0.137/4/0/4|10.204.67.136/9
143.0.24.145/0/0/2|10.204.132.172/9
12.80.72.109/2/3/2|10.204.201.27/24
143.0.68.248/1/0/6|10.204.11.166/9
12.80.72.117/1/3/0|10.204.201.48/25
148.0.131.204/5/0/0|10.204.8.75/11
150.0.0.10/2/0/3|10.204.81.195/25
10.144.0.137/1/0/1|192.168.113.200/SM-B/1
12.123.80.214/4/1/9|10.204.81.136/26
10.144.0.137/1/2/4|10.204.67.19/9
143.0.24.159/2/0/1|10.204.161.40/SM-B/2
150.0.0.212/0/0/8|10.204.83.97/SM-B/2
12.123.80.214/0/0/5|10.204.80.207/25
10.144.0.137/2/0/0|10.204.66.224/9
143.0.68.214/1/0/3|10.204.134.206/9
12.123.80.46/1/0/3|10.204.16.65/25
143.0.24.168/3/0/7|10.204.144.113/0
143.0.25.13/5/0/2|10.204.144.222/SM-A/2
143.0.68.227/7/1/1|10.204.132.133/12
150.0.0.168/5/0/4|10.204.83.131/9
143.0.24.238/0/0/0|10.204.144.139/9
12.123.80.29/1/0/7|10.204.64.180/SM-B/1
150.0.0.168/2/0/8|10.204.83.117/9
8.8.0.205/2/0/3|10.204.90.244/25
143.0.24.159/0/1/0|10.204.161.69/21
143.0.68.110/2/0/0|10.204.200.66/25
10.144.0.154/2/0/0|10.204.1.80/25
12.82.0.62/1/0/5|10.204.200.14/23
10.144.0.137/4/0/2|10.204.67.140/9
143.0.68.35/0/0/0|10.204.83.233/25
150.0.0.168/5/0/8|10.204.83.148/9
12.82.100.7/5/1/0|10.204.160.80/27
150.0.0.58/3/0/0|10.204.200.72/SM-A/1
143.0.68.42/1/0/0|10.204.84.192/9
150.0.0.221/0/0/0|10.204.9.91/9
143.0.68.248/0/1/8|10.204.11.243/9
149.0.3.223/4/0/0|10.204.9.186/23
150.0.0.216/0/0/2|10.204.83.130/21
12.80.72.121/4/0/0|10.204.201.62/25
12.80.72.71/0/0/9|10.204.200.236/25
148.0.131.229/5/0/0|10.204.82.142/25
149.0.3.222/4/0/5|10.204.10.35/9
8.8.0.154/5/0/0|10.204.90.96/26
