@ref(networkElement)|@const(IpagEvcNode)class
@index(EVCNode)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|acnaban|clci|clli|cvlanid|evc_name|ipaddress|ineffect|nte_uni|port_aid|svlanid|unickt|vrf_name
10.204.176.72/VPLS:52212|10.204.176.72/VPLS:52212|10.204.176.72/VPLS:52212|||NTE|||ATW-404N100098|||37|EVC2LEGS|10.204.176.72|||21|19|23/KRFN/387904/SB|VPLS:52212
10.204.8.131/L2CKT:23920|10.204.8.131/L2CKT:23920|10.204.8.131/L2CKT:23920|NTE-CFM-CFO|IPAG|NTE|||MJC-7227212574|||865|12/EERE/475896/SW|10.204.8.131|N||28|||L2CKT:23920
10.204.32.79/VPWS:32599|10.204.32.79/VPWS:32599|10.204.32.79/VPWS:32599|NTE-CFM-CFO|IPAG|NTE|||ZXL-407N133001|||1122|58/VLXP/700529/SB|10.204.32.79|||9|2|58/KRGN/700572/SB|VPWS:32599
143.0.68.46/VPLS:26505|143.0.68.46/VPLS:26505|143.0.68.46/VPLS:26505|||IPAG|||||||99/ABCD/193312/MN|143.0.68.46|Y||ge-0/0/2|||VPLS:26505
10.204.10.57/VPWS:28464|10.204.10.57/VPWS:28464|10.204.10.57/VPWS:28464|NFO-MOBILITYUNI|NTE|NTE|||ATX-1234567891|||435|08/GTER/749352/MS|10.204.10.57|Y||1|||VPWS:28464
10.204.84.246/L2CKT:27544|10.204.84.246/L2CKT:27544|10.204.84.246/L2CKT:27544|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||476|00/REAL/250412/RK|10.204.84.246|N||1|||L2CKT:27544
10.144.0.147/VPWS:30785|10.144.0.147/VPWS:30785|10.144.0.147/VPWS:30785|||IPAG|||||||85/VLXP/306075/SB|10.144.0.147|Y||ge-4/3/9|||VPWS:30785
10.204.84.245/VPWS:27558|10.204.84.245/VPWS:27558|10.204.84.245/VPWS:27558|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||567|16/EVPQ/110012/SB|10.204.84.245|||9|2|03/UNIF/210412/JP|VPWS:27558
10.204.200.182/VPLS:52133|10.204.200.182/VPLS:52133|10.204.200.182/VPLS:52133|NTE-CFM-CFO|IPAG|NTE|||CUS-904N130039|||128|03/IPAG20/BS05|10.204.200.182|||25|4|03/FCCD/739567/AL|VPLS:52133
10.204.200.182/VPLS:52132|10.204.200.182/VPLS:52132|10.204.200.182/VPLS:52132|NTE-CFM-CFO|IPAG|NTE|||CUS-904N140039|||2|03/IPAG20/BS01|10.204.200.182|||25|3|03/FCCD/739567/AL|VPLS:52132
10.204.144.66/VPLS:32678|10.204.144.66/VPLS:32678|10.204.144.66/VPLS:32678|||NTE|||AWL-901C010249|||526|01/EVCM/123645/PJ|10.204.144.66|||3.2|3|08/KRFN/582013/RB|VPLS:32678
143.0.68.175/VPLS:31589|143.0.68.175/VPLS:31589|143.0.68.175/VPLS:31589|||IPAG|||||||00/EVCM/032913/SP|143.0.68.175|Y||xe-0/0/3|||VPLS:31589
143.0.68.184/L2CKT:28611|143.0.68.184/L2CKT:28611|143.0.68.184/L2CKT:28611|||IPAG|||||||55/JHUH/872234/NH|143.0.68.184|Y||ge-0/0/0|||L2CKT:28611
10.144.0.147/VPLS:28003|10.144.0.147/VPLS:28003|10.144.0.147/VPLS:28003|||IPAG|||||||85/VLXP/210059/SB|10.144.0.147|Y||ge-5/2/1|||VPLS:28003
10.204.11.141/VPWS:30904|10.204.11.141/VPWS:30904|10.204.11.141/VPWS:30904|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||452|01/EVCP/120213/PJ|10.204.11.141|||10|2|00/UNIF/121412/SP|VPWS:30904
143.0.24.168/VPLS:32574|143.0.24.168/VPLS:32574|143.0.24.168/VPLS:32574|||OEW-SROUTER|||||||87/KRFN/231232/ZC|143.0.24.168|Y||ge-3/0/4|||VPLS:32574
10.204.82.173/VPLS:23624|10.204.82.173/VPLS:23624|10.204.82.173/VPLS:23624|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||506|19/EVCS/811126/SR|10.204.82.173|||25|12|25/YHYJ/225511/UK|VPLS:23624
10.204.132.87/VPLS:29201|10.204.132.87/VPLS:29201|10.204.132.87/VPLS:29201|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||111|01/MPTE/250912/AK|10.204.132.87|||11|2|13/KSGN/343221/SB|VPLS:29201
143.0.68.43/VPWS:25866|143.0.68.43/VPWS:25866|143.0.68.43/VPWS:25866|||IPAG|||||||64/KRFN/061090/NV|143.0.68.43|Y||ge-0/0/0|||VPWS:25866
10.204.134.202/VPLS:29600|10.204.134.202/VPLS:29600|10.204.134.202/VPLS:29600|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||2388|99/ABCD/611982/MN|10.204.134.202|||9|4|99/KRFN/338154/NV|VPLS:29600
10.204.134.201/VPLS:31005|10.204.134.201/VPLS:31005|10.204.134.201/VPLS:31005|||NTE|||AWL-901C010249|||624|00/EVCN/452120/SS|10.204.134.201|||24|2|99/KRFN/338110/NV|VPLS:31005
12.123.80.27/VPWS:22776|12.123.80.27/VPWS:22776|12.123.80.27/VPWS:22776|||IPAG|||||||02/JAIN/210511/AJ|12.123.80.27|Y||ge-2/0/3|||VPWS:22776
12.80.72.62/123|12.80.72.62/123|12.80.72.62/123|||IPAG|||||||SDS_P2PUSRP_100|12.80.72.62|Y||ge-4/0/1|||123
143.0.68.247/VPWS:25763|143.0.68.247/VPWS:25763|143.0.68.247/VPWS:25763|||IPAG|||||||99/ABCD/389008/MN|143.0.68.247|Y||ge-4/2/4|||VPWS:25763
10.204.9.69/VPWS:25507|10.204.9.69/VPWS:25507|10.204.9.69/VPWS:25507|NTE-CFM-CFO|IPAG|NTE|||ATX-904N130200|||1452|56/VLXP/700012/SB|10.204.9.69|||25|2|56/KRGN/700015/SB|VPWS:25507
10.204.83.194/VPLS:26713|10.204.83.194/VPLS:26713|10.204.83.194/VPLS:26713|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||3411|99/ABCD/293338/MN|10.204.83.194|||11|2|99/KSGN/155569/NV|VPLS:26713
10.144.0.137/VPWS:30405|10.144.0.137/VPWS:30405|10.144.0.137/VPWS:30405|||IPAG|||||||85/CUXM/101002/SB|10.144.0.137|Y||ge-1/3/5|||VPWS:30405
10.204.208.84/VPLS:21333|10.204.208.84/VPLS:21333|10.204.208.84/VPLS:21333|NFO-MOBILITYUNI|NTE|NTE|||CUS-0720825000|||2|EVC_Sanity_00002|10.204.208.84|||25|8|47/KRFN/456117/NV|VPLS:21333
10.204.132.149/VPLS:30047|10.204.132.149/VPLS:30047|10.204.132.149/VPLS:30047|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||3532|99/ABCD/712667/MN|10.204.132.149|Y||1|||VPLS:30047
10.204.132.165/VPLS:31584|10.204.132.165/VPLS:31584|10.204.132.165/VPLS:31584|NTE-CFM-CFO|IPAG|NTE|||650-901C010249|||989|25/EVCM/032913/SB|10.204.132.165|Y||5|||VPLS:31584
143.0.24.148/VPLS:31948|143.0.24.148/VPLS:31948|143.0.24.148/VPLS:31948|||IPAG|||||||13/KRFN/700007/EV|143.0.24.148|Y||ge-4/0/9|||VPLS:31948
10.204.11.141/VPWS:30924|10.204.11.141/VPWS:30924|10.204.11.141/VPWS:30924|NFO-MOBILITYUNI|NTE|NTE|||PUN-904C010249|||547|99/KRFN/335450/NV|10.204.11.141|||10|2|00/UNIF/121412/SP|VPWS:30924
12.123.80.212/VPWS:27901|12.123.80.212/VPWS:27901|12.123.80.212/VPWS:27901|||IPAG|||||||45/EVCP/339044/RS|12.123.80.212|Y||ge-2/0/5|||VPWS:27901
192.168.113.98/VPWS:21888|192.168.113.98/VPWS:21888|192.168.113.98/VPWS:21888|NTE-CFM-CFO|IPAG|NTE|||ZXL-407N160011|||1014|86/VLXP/898989/PT|192.168.113.98|||25|5|86/KRGN/567890/PT|VPWS:21888
10.204.90.155/L2CKT:63036|10.204.90.155/L2CKT:63036|10.204.90.155/L2CKT:63036|NTE-CFM-CFO|IPAG|NTE|||AWL-407P220048|||1206|12/OCTO/061010/SH|10.204.90.155|||25|17|12/SEPT/280910/SS|L2CKT:63036
12.123.80.214/VPLS:22314|12.123.80.214/VPLS:22314|12.123.80.214/VPLS:22314|||IPAG|||||||01/KRFN/600700/SP|12.123.80.214|Y||ge-2/1/2|||VPLS:22314
150.0.0.234/VPLS:25828|150.0.0.234/VPLS:25828|150.0.0.234/VPLS:25828|||IPAG|||||||99/ABCD/189777/MN|150.0.0.234|Y||ge-0/0/0|||VPLS:25828
10.204.132.175/VPWS:31755|10.204.132.175/VPWS:31755|10.204.132.175/VPWS:31755|NFO-MOBILITYUNI|NTE|NTE|||650-901C010249|||1543|28/KQGN/233315/SB|10.204.132.175|||9|2|01/KRFN/789641/RB|VPWS:31755
10.204.9.103/VPLS:25993|10.204.9.103/VPLS:25993|10.204.9.103/VPLS:25993|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||465|03/KLUB/011712/MP|10.204.9.103|Y||28|||VPLS:25993
149.9.0.6/VPLS:26062|149.9.0.6/VPLS:26062|149.9.0.6/VPLS:26062|||IPAG|||||||64/KSGN/920004/SB|149.9.0.6|Y||xe-0/3/0|||VPLS:26062
143.0.68.242/L2CKT:32468|143.0.68.242/L2CKT:32468|143.0.68.242/L2CKT:32468|||IPAG|||||||13/FTRG/567655/DG|143.0.68.242|Y||xe-5/0/0|||L2CKT:32468
192.168.113.111/VPLS:21227|192.168.113.111/VPLS:21227|192.168.113.111/VPLS:21227|NTE-CFM-CFO|IPAG|NTE|||BSM-407C070620|||771|10/CUXM/110271/SB|192.168.113.111|||25|14|10/KQGN/100621/SB|VPLS:21227
149.0.3.222/VPLS:28051|149.0.3.222/VPLS:28051|149.0.3.222/VPLS:28051|||IPAG|||||||01/BMAB/000111/ST|149.0.3.222|Y||ge-2/1/3|||VPLS:28051
10.204.132.97/VPWS:29585|10.204.132.97/VPWS:29585|10.204.132.97/VPWS:29585|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||292|56/KSGN/702822/UK|10.204.132.97|||11|2|78/JUHY/918171/LL|VPWS:29585
10.204.200.194/VPLS:52299|10.204.200.194/VPLS:52299|10.204.200.194/VPLS:52299|NTE-CFM-CFO|IPAG|NTE|||125-10163122|||5|JDTEG|10.204.200.194|||25|7|25/SDED/431211/S3|VPLS:52299
143.0.68.242/VPLS:32240|143.0.68.242/VPLS:32240|143.0.68.242/VPLS:32240|||IPAG|||||||08/EVCM/718365/SS|143.0.68.242|Y||xe-5/0/0|||VPLS:32240
10.144.0.137/VPLS:24114|10.144.0.137/VPLS:24114|10.144.0.137/VPLS:24114|||IPAG|||||||99/RFFF/660099/JF|10.144.0.137|Y||ge-1/3/5|||VPLS:24114
10.204.90.230/VPWS:63640|10.204.90.230/VPWS:63640|10.204.90.230/VPWS:63640|NTE-CFM-CFO|IPAG|NTE|||ABC-901C010249|||2|11/EVCP/256111/PK|10.204.90.230|||25|4|AB/ABCD/12345/123/ESE|VPWS:63640
10.204.85.37/VPWS:27557|10.204.85.37/VPWS:27557|10.204.85.37/VPWS:27557|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||345|16/EVPQ/110011/SB|10.204.85.37|Y||2|||VPWS:27557
10.204.84.79/VPLS:25443|10.204.84.79/VPLS:25443|10.204.84.79/VPLS:25443|NFO-MOBILITYUNI|NTE|NTE|||ABC-904C010249|||443|34/LKMM/8521/SG|10.204.84.79|||25|3|28/DUMY/061090/NV|VPLS:25443
10.204.66.99/VPWS:23900|10.204.66.99/VPWS:23900|10.204.66.99/VPWS:23900|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||881|31/ABCD/123768/KI|10.204.66.99|N||28|||VPWS:23900
135.16.243.66/L2CKT:32687|135.16.243.66/L2CKT:32687|135.16.243.66/L2CKT:32687|NTE-CFM-CFO|IPAG|NTE|||AWL-0727412692|||3261|32/KQGN/120639/SB|135.16.243.66|Y||4|||L2CKT:32687
150.0.0.168/VPWS:26039|150.0.0.168/VPWS:26039|150.0.0.168/VPWS:26039|||IPAG|||||||87/EVCP/892333/RS|150.0.0.168|Y||ge-5/1/6|||VPWS:26039
10.204.1.91/VPLS:24995|10.204.1.91/VPLS:24995|10.204.1.91/VPLS:24995|NTE-CFM-CFO|IPAG|NTE|||OER-0727415014|||1001|10/CUXM/201250/PT|10.204.1.91|||9|4|10/KQFN/201250/PT|VPLS:24995
10.204.132.142/VPLS:30047|10.204.132.142/VPLS:30047|10.204.132.142/VPLS:30047|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249||||99/ABCD/712667/MN|10.204.132.142|||9|2|03/KRFN/041212/SB|VPLS:30047
10.204.1.95/VPLS:25967|10.204.1.95/VPLS:25967|10.204.1.95/VPLS:25967|NTE-CFM-CFO|IPAG|NTE|||OER-0727415014|||1242|85/CUXM/202042/PB|10.204.1.95|||11|2|10/KSFN/202421/PT|VPLS:25967
149.9.0.27/VPLS:25876|149.9.0.27/VPLS:25876|149.9.0.27/VPLS:25876|||IPAG|||||||03/KQGN/098151/SB|149.9.0.27|Y||ge-0/0/0|||VPLS:25876
10.204.67.143/VPWS:27786|10.204.67.143/VPWS:27786|10.204.67.143/VPWS:27786|NFO-MOBILITYUNI|NTE|NTE|||ATX-1234567891|||144|14/EVCP/983444/RS|10.204.67.143|Y||1|||VPWS:27786
10.204.144.66/L2CKT:32614|10.204.144.66/L2CKT:32614|10.204.144.66/L2CKT:32614|||NTE|||452-904C010249|||839|11/KRFN/508023/RB|10.204.144.66|||3.2|3|08/KRFN/582013/RB|L2CKT:32614
10.204.82.18/VPWS:23028|10.204.82.18/VPWS:23028|10.204.82.18/VPWS:23028|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||149|99/DIKE/017596/DK|10.204.82.18|||25|16|99/THMK/767676/MK|VPWS:23028
143.0.68.184/VPLS:30503|143.0.68.184/VPLS:30503|143.0.68.184/VPLS:30503|||IPAG|||||||00/VLXM/230113/JP|143.0.68.184|Y||ge-0/1/6|||VPLS:30503
10.204.90.191/VPLS:63603|10.204.90.191/VPLS:63603|10.204.90.191/VPLS:63603|NTE-CFM-CFO|IPAG|NTE|||ABC-901C010249|||101|85/KFGN/54372/LB|10.204.90.191|||25|2|48/GIOM/128976/GC|VPLS:63603
149.0.3.222/VPLS:28207|149.0.3.222/VPLS:28207|149.0.3.222/VPLS:28207|||IPAG|||||||01.DUMY.160612.RK|149.0.3.222|Y||ge-2/2/0|||VPLS:28207
10.204.200.118/VPLS:51836|10.204.200.118/VPLS:51836|10.204.200.118/VPLS:51836|NTE-CFM-CFO|IPAG|NTE|||qw-2343||||EVC/MPT/SANI0506|10.204.200.118|||25|3|97/VSBS/4567/VS|VPLS:51836
149.9.0.6/VPLS:25582|149.9.0.6/VPLS:25582|149.9.0.6/VPLS:25582|||IPAG|||||||56/VLXM/700018/SB|149.9.0.6|Y||xe-0/1/0|||VPLS:25582
10.204.9.72/VPLS:26057|10.204.9.72/VPLS:26057|10.204.9.72/VPLS:26057|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||3224|99/KSGN/799902/SB|10.204.9.72|||11|2|56/KSGN/700005/SB|VPLS:26057
10.144.0.137/VPLS:24054|10.144.0.137/VPLS:24054|10.144.0.137/VPLS:24054|||IPAG|||||||10/AMML/100621/JF|10.144.0.137|Y||ge-1/3/5|||VPLS:24054
143.0.68.242/VPLS:32482|143.0.68.242/VPLS:32482|143.0.68.242/VPLS:32482|||IPAG|||||||35/THFG/756567/GH|143.0.68.242|Y||ge-4/1/3|||VPLS:32482
12.123.80.27/VPLS:22731|12.123.80.27/VPLS:22731|12.123.80.27/VPLS:22731|||IPAG|||||||19/MPTS/519149/SR|12.123.80.27|Y||ge-2/0/3|||VPLS:22731
10.204.144.69/L2CKT:32310|10.204.144.69/L2CKT:32310|10.204.144.69/L2CKT:32310|NFO-MOBILITYUNI|NTE|NTE|||452-901C010249|||3322|99/ABCD/272727/MN|10.204.144.69|Y||1|||L2CKT:32310
149.9.0.6/VPWS:25507|149.9.0.6/VPWS:25507|149.9.0.6/VPWS:25507|||IPAG|||||||56/VLXP/700012/SB|149.9.0.6|Y||xe-0/1/0|||VPWS:25507
10.204.166.81/VPLS:61232|10.204.166.81/VPLS:61232|10.204.166.81/VPLS:61232|NTE-CFM-CFO|IPAG|NTE|||ABC-901C010249|||125|01/MPTEVC/PJ|10.204.166.81|||25|7|23/PARI/111929/DD|VPLS:61232
10.204.134.216/VPWS:31780|10.204.134.216/VPWS:31780|10.204.134.216/VPWS:31780|||NTE|||AWL-901C010249|||2777|99/ABCD/819101/MN|10.204.134.216|||1.25|2|13/KRFN/800006/KL|VPWS:31780
143.0.68.214/VPLS:28848|143.0.68.214/VPLS:28848|143.0.68.214/VPLS:28848|||IPAG|||||||99/ABCD/626791/MN|143.0.68.214|Y||ge-1/0/3|||VPLS:28848
149.0.3.196/VPLS:27883|149.0.3.196/VPLS:27883|149.0.3.196/VPLS:27883|||IPAG|||||||11/EVVM/052412/SP|149.0.3.196|Y||ge-5/0/8|||VPLS:27883
192.168.113.79/VPWS:30827|192.168.113.79/VPWS:30827|192.168.113.79/VPWS:30827|NTE-CFM-CFO|IPAG|NTE|||ZBC-407N160056|||76|85/VLXP/306076/SB|192.168.113.79|||11|5|85/KRFN/306761/SB|VPWS:30827
135.16.243.66/VPWS:30070|135.16.243.66/VPWS:30070|135.16.243.66/VPWS:30070|NTE-CFM-CFO|IPAG|NTE|||NGE-407N160004||||10/CUXM/130201/SB|135.16.243.66|||9|3|10/KRFN/130203/SB|VPWS:30070
10.204.90.155/VPLS:62795|10.204.90.155/VPLS:62795|10.204.90.155/VPLS:62795|NTE-CFM-CFO|IPAG|NTE|||GHI-901C010249|||28|vikas_2627|10.204.90.155|||25|15|66/ASHU/123456/UI|VPLS:62795
10.204.11.141/VPLS:30255|10.204.11.141/VPLS:30255|10.204.11.141/VPLS:30255|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||541|00/KRFN/120002/SP|10.204.11.141|||10|2|00/UNIF/121412/SP|VPLS:30255
10.204.83.195/VPWS:26507|10.204.83.195/VPWS:26507|10.204.83.195/VPWS:26507|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||3433|99/ABCD/193314/MN|10.204.83.195|||11|2|99/KSGN/176869/NV|VPWS:26507
8.8.0.242/126|8.8.0.242/126|8.8.0.242/126|||IPAG|||||||01/SANI/999911/TY|8.8.0.242|Y||ge-0/0/1|||126
10.204.11.42/VPLS:29570|10.204.11.42/VPLS:29570|10.204.11.42/VPLS:29570|NFO-MOBILITYUNI|NTE|NTE|||PUN-901C010249|||2099|00/VLMX/171012/JP|10.204.11.42|||25|7|01/KQGN/112232/SB|VPLS:29570
10.204.90.230/VPWS:63707|10.204.90.230/VPWS:63707|10.204.90.230/VPWS:63707|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||200|85/KFGN/54573/LB|10.204.90.230|||25|7|33/EKTA/123456/ES|VPWS:63707
10.204.84.105/VPWS:26876|10.204.84.105/VPWS:26876|10.204.84.105/VPWS:26876|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||443|99/UJKI/852413/FF|10.204.84.105|||9|129|00/JAIN/022112/AJ|VPWS:26876
12.123.80.214/VPWS:27901|12.123.80.214/VPWS:27901|12.123.80.214/VPWS:27901|||IPAG|||||||45/EVCP/339044/RS|12.123.80.214|Y||ge-0/0/8|||VPWS:27901
10.204.82.66/VPLS:23124|10.204.82.66/VPLS:23124|10.204.82.66/VPLS:23124|NTE-CFM-CFO|IPAG|NTE|||EXF-407N191276|||528|42/BVGH/534406/BS|10.204.82.66|||25|16|05/BVGH/534656/BS|VPLS:23124
10.204.134.202/VPWS:30184|10.204.134.202/VPWS:30184|10.204.134.202/VPWS:30184|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||663|01/EVCP/040113/PJ|10.204.134.202|||9|2|99/KRFN/338110/NV|VPWS:30184
10.204.200.194/VPLS:52250|10.204.200.194/VPLS:52250|10.204.200.194/VPLS:52250|NTE-CFM-CFO|IPAG|NTE|||qw-123|||37|EVC_MPT_SJ56|10.204.200.194|||25|3|25/SDED/431211/S3|VPLS:52250
10.204.81.37/VPWS:27901|10.204.81.37/VPWS:27901|10.204.81.37/VPWS:27901|NTE-CFM-CFO|IPAG|NTE|||ATX-1234567891|||450|45/EVCP/339044/RS|10.204.81.37|||25|4|01/KRFN/100200/SB|VPWS:27901
10.204.67.5/VPLS:27281|10.204.67.5/VPLS:27281|10.204.67.5/VPLS:27281|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||272|01/GHTY/896745/VG|10.204.67.5|Y||5|||VPLS:27281
143.0.68.242/L2CKT:32241|143.0.68.242/L2CKT:32241|143.0.68.242/L2CKT:32241|||IPAG|||||||08/EVCP/748352/SS|143.0.68.242|Y||xe-5/0/0|||L2CKT:32241
143.0.68.244/L2CKT:28891|143.0.68.244/L2CKT:28891|143.0.68.244/L2CKT:28891|||IPAG|||||||35/OOT5/716151/JU|143.0.68.244|Y||xe-1/0/0|||L2CKT:28891
10.204.85.37/VPLS:27559|10.204.85.37/VPLS:27559|10.204.85.37/VPLS:27559|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||1490|16/EVMQ/110013/SB|10.204.85.37|Y||2|||VPLS:27559
10.204.176.84/VPLS:52257|10.204.176.84/VPLS:52257|10.204.176.84/VPLS:52257|NTE-CFM-CFO|IPAG|NTE|||ATW-404N100098|||113|EVCMPT27_2|10.204.176.84|||10|19|23/KRFN/387904/SB|VPLS:52257
12.123.80.29/VPLS:20540|12.123.80.29/VPLS:20540|12.123.80.29/VPLS:20540|||IPAG|||||||02/EVC_AS/1210|12.123.80.29|Y||ge-2/0/4|||VPLS:20540
149.9.0.27/VPLS:25993|149.9.0.27/VPLS:25993|149.9.0.27/VPLS:25993|||IPAG|||||||03/KLUB/011712/MP|149.9.0.27|Y||ge-0/0/4|||VPLS:25993
10.204.132.88/VPLS:28955|10.204.132.88/VPLS:28955|10.204.132.88/VPLS:28955|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||1127|99/ABCD/371277/MN|10.204.132.88|||11|2|13/KSGN/343222/SB|VPLS:28955
10.204.83.169/VPLS:26411|10.204.83.169/VPLS:26411|10.204.83.169/VPLS:26411|NTE-CFM-CFO|IPAG|NTE|||AWL-407WW10048|||66|21/GDDS/213132/VS|10.204.83.169|||11||00/KSGN/120811/NV|VPLS:26411
192.168.113.164/VPWS:27768|192.168.113.164/VPWS:27768|192.168.113.164/VPWS:27768|NTE-CFM-CFO|IPAG|NTE|||SMW-407N160088|||2516|85/VXLP/205161/SB|192.168.113.164|||25|5|58/KQGN/105021/SB|VPWS:27768
149.9.0.27/VPLS:25995|149.9.0.27/VPLS:25995|149.9.0.27/VPLS:25995|||IPAG|||||||05/KLUB/011712/MP|149.9.0.27|Y||ge-0/0/4|||VPLS:25995
143.0.68.248/VPLS:31743|143.0.68.248/VPLS:31743|143.0.68.248/VPLS:31743|||IPAG|||||||23/KQGN/985215/SB|143.0.68.248|Y||ge-4/0/0|||VPLS:31743
10.204.82.198/VPWS:23774|10.204.82.198/VPWS:23774|10.204.82.198/VPWS:23774|NTE-CFM-CFO|IPAG|NTE|||WCG-0727415014|||873|17/VLXP/500112/NV|10.204.82.198|N||28|||VPWS:23774
10.204.12.35/VPWS:31780|10.204.12.35/VPWS:31780|10.204.12.35/VPWS:31780|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||2334|99/ABCD/819101/MN|10.204.12.35|Y||1|||VPWS:31780
135.16.243.66/L2CKT:32512|135.16.243.66/L2CKT:32512|135.16.243.66/L2CKT:32512|NTE-CFM-CFO|IPAG|NTE|||AWL-0727412692|||220|21/KQGN/120613/SB|135.16.243.66|Y||4|||L2CKT:32512
10.204.134.201/VPWS:29587|10.204.134.201/VPWS:29587|10.204.134.201/VPWS:29587|||NTE|||AWL-901C010249|||4018|99/ABCD/255216/MN|10.204.134.201|||24|2|99/KRFN/338110/NV|VPWS:29587
10.204.82.173/VPWS:23750|10.204.82.173/VPWS:23750|10.204.82.173/VPWS:23750|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||564|59/EVCS/888004/DD|10.204.82.173|||25|31|25/YHYJ/225511/UK|VPWS:23750
10.204.85.32/VPWS:27550|10.204.85.32/VPWS:27550|10.204.85.32/VPWS:27550|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||677|38/EVPS/617829/SD|10.204.85.32|Y||10|||VPWS:27550
8.8.0.190/VPLS:62885|8.8.0.190/VPLS:62885|8.8.0.190/VPLS:62885|||IPAG|||||||29/VLM/904523/NV|8.8.0.190|Y||ge-5/0/0|||VPLS:62885
10.204.66.99/VPWS:23760|10.204.66.99/VPWS:23760|10.204.66.99/VPWS:23760|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||997|88/EVCS/822056/FJ|10.204.66.99|Y||28|||VPWS:23760
143.0.68.184/VPLS:28759|143.0.68.184/VPLS:28759|143.0.68.184/VPLS:28759|||IPAG|||||||04/AKSH/220812/AY|143.0.68.184|Y||ge-0/0/2|||VPLS:28759
10.204.134.216/VPWS:32005|10.204.134.216/VPWS:32005|10.204.134.216/VPWS:32005|||NTE|||452-904C010249|||132|93/KRFN/888816/SB|10.204.134.216|||1.25|2|13/KRFN/800006/KL|VPWS:32005
10.204.12.81/VPLS:32266|10.204.12.81/VPLS:32266|10.204.12.81/VPLS:32266|||NTE|||WCG-0721751038|||900|01/KQGN/150513/UK|10.204.12.81|||1.47|2|01/KQGN/150513/JP|VPLS:32266
192.168.113.80/VPLS:21509|192.168.113.80/VPLS:21509|192.168.113.80/VPLS:21509|NTE-CFM-CFO|IPAG|NTE|||EXF-407N191276|||1121|10/CUXM/110690/SB|192.168.113.80|||11|2|10/KSFN/110690/SB|VPLS:21509
10.204.84.246/L2CKT:27576|10.204.84.246/L2CKT:27576|10.204.84.246/L2CKT:27576|NFO-MOBILITYUNI|NTE|NTE|||650-901C010249|||667|00/EVCP/042812/SP|10.204.84.246|Y||1|||L2CKT:27576
10.144.0.147/VPWS:30356|10.144.0.147/VPWS:30356|10.144.0.147/VPWS:30356|||IPAG|||||||85/CUXM/101004/SB|10.144.0.147|Y||ge-1/0/0|||VPWS:30356
10.204.67.143/VPWS:27681|10.204.67.143/VPWS:27681|10.204.67.143/VPWS:27681|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||675|87/TTTN/766641/SB|10.204.67.143|Y||1|||VPWS:27681
149.0.3.196/VPWS:27558|149.0.3.196/VPWS:27558|149.0.3.196/VPWS:27558|||IPAG|||||||16/EVPQ/110012/SB|149.0.3.196|Y||ge-0/0/8|||VPWS:27558
10.204.81.195/VPWS:29162|10.204.81.195/VPWS:29162|10.204.81.195/VPWS:29162|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||2529|99/ABCD/232011/MN|10.204.81.195|||25|9|00/MPAU/213117/SR|VPWS:29162
10.204.80.66/VPLS:21689|10.204.80.66/VPLS:21689|10.204.80.66/VPLS:21689|NTE-CFM-CFO|IPAG|NTE|||MJC-7227212574|||157|GJH_154_LER|10.204.80.66|||25|5|11/RHKI/876598/K5|VPLS:21689
12.123.80.27/VPLS:20819|12.123.80.27/VPLS:20819|12.123.80.27/VPLS:20819|||IPAG|||||||YHT584|12.123.80.27|Y||ge-2/0/3|||VPLS:20819
