@ref(networkElement)|@const(IpagEvcNode)class
@index(EVCNode)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|acnaban|clci|clli|cvlanid|evc_name|ipaddress|ineffect|nte_uni|port_aid|svlanid|unickt|vrf_name
10.144.0.147/L2CKT:26983|10.144.0.147/L2CKT:26983|10.144.0.147/L2CKT:26983|||IPAG|||||||10/CUXM/030622/SB|10.144.0.147|Y||ge-1/0/0|||L2CKT:26983
8.8.0.172/L2CKT:63114|8.8.0.172/L2CKT:63114|8.8.0.172/L2CKT:63114|||IPAG|||||||85/KFGN/53771/LB|8.8.0.172|Y||ge-5/0/2|||L2CKT:63114
143.0.68.184/VPWS:30098|143.0.68.184/VPWS:30098|143.0.68.184/VPWS:30098|||IPAG|||||||00/EVCP/124578/SP|143.0.68.184|Y||ge-0/1/6|||VPWS:30098
10.204.84.245/VPWS:27560|10.204.84.245/VPWS:27560|10.204.84.245/VPWS:27560|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||35|56/BGHY/787865/EC|10.204.84.245|||9|2|03/UNIF/210412/JP|VPWS:27560
10.204.82.173/VPLS:23705|10.204.82.173/VPLS:23705|10.204.82.173/VPLS:23705|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||928|34/EVCS/239998/SR|10.204.82.173|||25|21|25/YHYJ/225511/UK|VPLS:23705
10.204.83.98/VPLS:25575|10.204.83.98/VPLS:25575|10.204.83.98/VPLS:25575|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||1113|00/VLMX/121511/NV|10.204.83.98|N||9|||VPLS:25575
192.168.95.37/VPLS:31662|192.168.95.37/VPLS:31662|192.168.95.37/VPLS:31662|NTE-CFM-CFO|IPAG|NTE|||OER-0727415014|||1083|85/VLXM/306083/PT|192.168.95.37|Y||1|||VPLS:31662
10.204.83.159/VPWS:25687|10.204.83.159/VPWS:25687|10.204.83.159/VPWS:25687|NTE-CFM-CFO|IPAG|NTE|||AWL-407TEST123|||433|89/KLMN/6523/SG|10.204.83.159|||9|2|25/UMES/292925/UM|VPWS:25687
143.0.24.129/VPWS:31731|143.0.24.129/VPWS:31731|143.0.24.129/VPWS:31731|||IPAG|||||||85/VLXP/306081/SB|143.0.24.129|Y||ge-3/1/4|||VPWS:31731
10.204.200.118/VPLS:51839|10.204.200.118/VPLS:51839|10.204.200.118/VPLS:51839|NTE-CFM-CFO|IPAG|NTE|||qw-2343|||234|EVC/MAI/|10.204.200.118|||25|4|99/EKTA/191919/NJ|VPLS:51839
10.204.65.106/VPLS:21951|10.204.65.106/VPLS:21951|10.204.65.106/VPLS:21951|NTE-CFM-CFO|IPAG|NTE|||ff-224|||156|EVC_09834453|10.204.65.106|||25|3|06/TYAR/767434/Y2|VPLS:21951
10.204.84.210/VPLS:27235|10.204.84.210/VPLS:27235|10.204.84.210/VPLS:27235|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||1942|23/KQEV/565999/SB|10.204.84.210|Y||2|||VPLS:27235
10.204.134.202/VPWS:30904|10.204.134.202/VPWS:30904|10.204.134.202/VPWS:30904|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||419|01/EVCP/120213/PJ|10.204.134.202|||9|2|99/KRFN/338110/NV|VPWS:30904
143.0.68.230/VPWS:29468|143.0.68.230/VPWS:29468|143.0.68.230/VPWS:29468|||IPAG|||||||99/ABCD/451587/MN|143.0.68.230|Y||ge-2/2/0|||VPWS:29468
12.123.80.214/VPWS:27971|12.123.80.214/VPWS:27971|12.123.80.214/VPWS:27971|||IPAG|||||||74/EVCP/983932/RS|12.123.80.214|Y||ge-0/0/8|||VPWS:27971
10.204.9.103/VPLS:25994|10.204.9.103/VPLS:25994|10.204.9.103/VPLS:25994|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||257|04/KLUB/011712/MP|10.204.9.103|Y||28|||VPLS:25994
10.204.132.175/VPWS:31761|10.204.132.175/VPWS:31761|10.204.132.175/VPWS:31761|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||1013|21/KQGN/111315/SB|10.204.132.175|||9|2|01/KRFN/789641/RB|VPWS:31761
10.204.9.244/VPLS:27924|10.204.9.244/VPLS:27924|10.204.9.244/VPLS:27924|NFO-MOBILITYUNI|NTE|NTE|||PUN-901C010249|||1001|00/VLMX/260512/JP|10.204.9.244|Y||1|||VPLS:27924
143.0.24.145/VPLS:32010|143.0.24.145/VPLS:32010|143.0.24.145/VPLS:32010|||IPAG|||||||99/KQGN/88811/NV|143.0.24.145|Y||xe-4/0/0|||VPLS:32010
148.0.131.182/VPLS:23751|148.0.131.182/VPLS:23751|148.0.131.182/VPLS:23751|||IPAG|||||||45/GGTY/123456/HJ|148.0.131.182|Y||ge-4/1/6|||VPLS:23751
148.0.131.182/VPWS:23702|148.0.131.182/VPWS:23702|148.0.131.182/VPWS:23702|||IPAG|||||||53/EVCS/454545/SR|148.0.131.182|Y||ge-4/1/6|||VPWS:23702
10.204.82.90/VPLS:23455|10.204.82.90/VPLS:23455|10.204.82.90/VPLS:23455|NTE-CFM-CFO|IPAG|NTE|||AWL-407TEST123|||83|01/KULD/011111/SB|10.204.82.90|||25|6|01/KULD/010611/SB|VPLS:23455
10.204.81.36/VPLS:22393|10.204.81.36/VPLS:22393|10.204.81.36/VPLS:22393|NFO-MOBILITYUNI|NTE|NTE|||PUN-901C010249|||188|02/EVCM/240387/JP|10.204.81.36|||26|8|19/KQGN/190311/SB|VPLS:22393
10.204.132.81/L2CKT:28893|10.204.132.81/L2CKT:28893|10.204.132.81/L2CKT:28893|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||234|12/EVCP/112883/RS|10.204.132.81|||11|2|35/KSGN/481593/SB|L2CKT:28893
192.168.113.188/L2CKT:29440|192.168.113.188/L2CKT:29440|192.168.113.188/L2CKT:29440|||NTE|||AWL-407WW10048|||999|85/VLXP/999999/SB|192.168.113.188|||22|11|10/KQGN/111050/SB|L2CKT:29440
10.204.132.81/VPWS:29277|10.204.132.81/VPWS:29277|10.204.132.81/VPWS:29277|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||826|05/EVCP/031012/PJ|10.204.132.81|||11|2|35/KSGN/481593/SB|VPWS:29277
10.204.67.143/VPWS:27694|10.204.67.143/VPWS:27694|10.204.67.143/VPWS:27694|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||937|87/NHGR/876382/SD|10.204.67.143|Y||1|||VPWS:27694
10.204.83.251/VPWS:25867|10.204.83.251/VPWS:25867|10.204.83.251/VPWS:25867|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||383|65/KRFN/061090/NV|10.204.83.251|Y||28|||VPWS:25867
143.0.68.248/VPWS:31674|143.0.68.248/VPWS:31674|143.0.68.248/VPWS:31674|||IPAG|||||||01/EVCP/897845/PJ|143.0.68.248|Y||ge-4/0/0|||VPWS:31674
143.0.68.242/VPWS:31761|143.0.68.242/VPWS:31761|143.0.68.242/VPWS:31761|||IPAG|||||||21/KQGN/111315/SB|143.0.68.242|Y||ge-3/0/3|||VPWS:31761
143.0.68.230/VPLS:28849|143.0.68.230/VPLS:28849|143.0.68.230/VPLS:28849|||IPAG|||||||99/KRFN/511555/MN|143.0.68.230|Y||xe-5/1/0|||VPLS:28849
10.204.85.37/VPWS:27171|10.204.85.37/VPWS:27171|10.204.85.37/VPWS:27171|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||943|16/EVSQ/110014/SB|10.204.85.37|||10|2|16/UNIQ/220022/SB|VPWS:27171
10.204.82.198/VPWS:23950|10.204.82.198/VPWS:23950|10.204.82.198/VPWS:23950|NTE-CFM-CFO|IPAG|NTE|||ATX-1234567891|||254|32/EVCP/744455/KA|10.204.82.198|Y||28|||VPWS:23950
143.0.68.184/VPLS:30294|143.0.68.184/VPLS:30294|143.0.68.184/VPLS:30294|||IPAG|||||||00/KRFN/129912/SP|143.0.68.184|Y||ge-0/1/6|||VPLS:30294
10.204.9.152/VPLS:28752|10.204.9.152/VPLS:28752|10.204.9.152/VPLS:28752|NFO-MOBILITYUNI|NTE|NTE|||ATX-407RGEM161|||657|76/KRFN/662233/SB|10.204.9.152|||25|4|99/KRFN/991111/SB|VPLS:28752
10.0.38.74/VPLS:27249|10.0.38.74/VPLS:27249|10.0.38.74/VPLS:27249|||IPAG|||||||45/JHGF/456311/BV|10.0.38.74|Y||ge-1/0/0|||VPLS:27249
10.204.82.19/L2CKT:22641|10.204.82.19/L2CKT:22641|10.204.82.19/L2CKT:22641|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||887|44/EVCS/327433/RS|10.204.82.19|||25|2|02/JAIN/120511/AJ|L2CKT:22641
10.204.134.202/VPWS:31004|10.204.134.202/VPWS:31004|10.204.134.202/VPWS:31004|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||265|00/EVCM/854362/SB|10.204.134.202|||9|2|99/KRFN/338110/NV|VPWS:31004
149.9.0.27/VPWS:25921|149.9.0.27/VPWS:25921|149.9.0.27/VPWS:25921|||IPAG|||||||97/BULK/011112/PP|149.9.0.27|Y||ge-1/0/0|||VPWS:25921
192.168.113.110/VPWS:32145|192.168.113.110/VPWS:32145|192.168.113.110/VPWS:32145|NTE-CFM-CFO|IPAG|NTE|||FNA-0727415099|||1112|86/VLXP/506904/PT|192.168.113.110|Y||9|||VPWS:32145
143.0.68.248/VPWS:31755|143.0.68.248/VPWS:31755|143.0.68.248/VPWS:31755|||IPAG|||||||28/KQGN/233315/SB|143.0.68.248|Y||ge-4/0/0|||VPWS:31755
148.0.131.182/VPLS:23813|148.0.131.182/VPLS:23813|148.0.131.182/VPLS:23813|||IPAG|||||||75/ETNK/123434/SB|148.0.131.182|Y||ge-4/1/6|||VPLS:23813
10.204.81.150/VPLS:28750|10.204.81.150/VPLS:28750|10.204.81.150/VPLS:28750|NTE-CFM-CFO|IPAG|NTE|||AWL-407TEST123|||135|19/EVCM/383933/RS|10.204.81.150|Y||28|||VPLS:28750
10.204.66.99/VPLS:23680|10.204.66.99/VPLS:23680|10.204.66.99/VPLS:23680|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||21|19/EVCS/805341/SR|10.204.66.99|N||28|||VPLS:23680
10.204.84.132/VPLS:26506|10.204.84.132/VPLS:26506|10.204.84.132/VPLS:26506|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||3988|99/ABCD/193313/MN|10.204.84.132|||25|14|99/KRFN/100288/NV|VPLS:26506
10.204.208.84/VPLS:21581|10.204.208.84/VPLS:21581|10.204.208.84/VPLS:21581|NFO-MOBILITYUNI|NTE|NTE|||ATX-904N130039|||105|tsasanity|10.204.208.84|||25|11|99/KRFN/192898/NV|VPLS:21581
150.0.0.168/VPWS:26798|150.0.0.168/VPWS:26798|150.0.0.168/VPWS:26798|||IPAG|||||||98/NVBH/405258/KJ|150.0.0.168|Y||ge-5/1/6|||VPWS:26798
10.204.11.252/L2CKT:31612|10.204.11.252/L2CKT:31612|10.204.11.252/L2CKT:31612|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||312|78/KRFN/123002/SB|10.204.11.252|||9|2|85/KQGN/485215/SB|L2CKT:31612
150.0.0.232/VPWS:26465|150.0.0.232/VPWS:26465|150.0.0.232/VPWS:26465|||IPAG|||||||99/ABCD/389006/MN|150.0.0.232|Y||ge-0/0/1|||VPWS:26465
148.0.131.204/VPWS:29587|148.0.131.204/VPWS:29587|148.0.131.204/VPWS:29587|||IPAG|||||||99/ABCD/255216/MN|148.0.131.204|Y||xe-5/0/0|||VPWS:29587
143.0.68.244/VPWS:29491|143.0.68.244/VPWS:29491|143.0.68.244/VPWS:29491|||IPAG|||||||12/PEVC/236987/SK|143.0.68.244|Y||xe-7/0/0|||VPWS:29491
192.168.113.98/VPWS:21840|192.168.113.98/VPWS:21840|192.168.113.98/VPWS:21840|NTE-CFM-CFO|IPAG|NTE|||ZXL-407N160011|||1010|86/VLXP/567890/PT|192.168.113.98|||25|2|86/KRGN/567890/PT|VPWS:21840
10.204.166.81/VPLS:61421|10.204.166.81/VPLS:61421|10.204.166.81/VPLS:61421|NTE-CFM-CFO|IPAG|NTE|||CUS-904N130039|||105|15/AMOL/111929/DD|10.204.166.81|||25|10|23/PARI/111929/DD|VPLS:61421
10.204.10.198/VPLS:29068|10.204.10.198/VPLS:29068|10.204.10.198/VPLS:29068|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||485|01/MPTE/150912/AK|10.204.10.198|||9|2|03/UNIN/150912/AK|VPLS:29068
148.0.131.204/VPLS:29849|148.0.131.204/VPLS:29849|148.0.131.204/VPLS:29849|||IPAG|||||||99/ABCD/727791/MN|148.0.131.204|Y||xe-5/0/0|||VPLS:29849
10.204.83.211/VPWS:26775|10.204.83.211/VPWS:26775|10.204.83.211/VPWS:26775|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||556|53/UJKI/852413/HY|10.204.83.211|Y||1|||VPWS:26775
12.123.80.212/VPWS:27831|12.123.80.212/VPWS:27831|12.123.80.212/VPWS:27831|||IPAG|||||||24/EVCP/394893/RS|12.123.80.212|Y||ge-2/0/8|||VPWS:27831
10.144.0.136/VPWS:32076|10.144.0.136/VPWS:32076|10.144.0.136/VPWS:32076|||IPAG|||||||85/VLXP/130423/SB|10.144.0.136|Y||xe-0/3/2|||VPWS:32076
10.204.132.127/VPLS:29882|10.204.132.127/VPLS:29882|10.204.132.127/VPLS:29882|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||1334|99/ABCD/716162/MN|10.204.132.127|Y||5|||VPLS:29882
10.204.84.155/L2CKT:26719|10.204.84.155/L2CKT:26719|10.204.84.155/L2CKT:26719|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||256|89/EVCP/568978/PJ|10.204.84.155|Y||1|||L2CKT:26719
143.0.68.55/VPLS:25864|143.0.68.55/VPLS:25864|143.0.68.55/VPLS:25864|||IPAG|||||||63/KRFN/061090/NV|143.0.68.55|Y||xe-0/0/0|||VPLS:25864
10.204.144.66/L2CKT:32310|10.204.144.66/L2CKT:32310|10.204.144.66/L2CKT:32310|||NTE|||452-901C010249|||3322|99/ABCD/272727/MN|10.204.144.66|||3.2|3|08/KRFN/582013/RB|L2CKT:32310
150.0.0.168/VPWS:25882|150.0.0.168/VPWS:25882|150.0.0.168/VPWS:25882|||IPAG|||||||87/KRGN/506669/NV|150.0.0.168|Y||ge-5/1/6|||VPWS:25882
10.204.65.44/VPLS:21559|10.204.65.44/VPLS:21559|10.204.65.44/VPLS:21559|NTE-CFM-CFO|IPAG|NTE|||ZXL-130039|||193|EVC_Sanity_26Jan|10.204.65.44|||25|2|22/DFTG/444444/FT|VPLS:21559
192.168.113.83/VPWS:32385|192.168.113.83/VPWS:32385|192.168.113.83/VPWS:32385|NTE-CFM-CFO|IPAG|NTE|||LVC-0727415005|||2354|85/VLXP/050789/PT|192.168.113.83|||25|12|85/KQGN/050789/PT|VPWS:32385
10.204.82.18/VPWS:22930|10.204.82.18/VPWS:22930|10.204.82.18/VPWS:22930|NTE-CFM-CFO|IPAG|NTE|||PUN-901C010249|||347|01/KULD/010611/KG|10.204.82.18|||25|11|99/THMK/767676/MK|VPWS:22930
143.0.68.110/VPWS:30372|143.0.68.110/VPWS:30372|143.0.68.110/VPWS:30372|||OEW-SROUTER|||||||01/VLXP/160113/SB|143.0.68.110|Y||ge-2/0/5|||VPWS:30372
10.204.9.64/VPLS:25650|10.204.9.64/VPLS:25650|10.204.9.64/VPLS:25650|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||592|53/KRFN/061090/SB|10.204.9.64|Y||28|||VPLS:25650
10.204.9.156/VPWS:28010|10.204.9.156/VPWS:28010|10.204.9.156/VPWS:28010|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||157|48/EVCP/328923/RS|10.204.9.156|||26|5|99/KRFN/777111/SB|VPWS:28010
10.204.9.93/VPLS:26216|10.204.9.93/VPLS:26216|10.204.9.93/VPLS:26216|NFO-MOBILITYUNI|NTE|NTE|||AWL-407TEST123|||2301|08/PPPN/615161/BM|10.204.9.93|Y||2|||VPLS:26216
10.204.9.64/VPLS:26489|10.204.9.64/VPLS:26489|10.204.9.64/VPLS:26489|NTE-CFM-CFO|IPAG|NTE|||AWL-407TEST123|||3557|43/KKOI/888876/OO|10.204.9.64|N||28|||VPLS:26489
148.0.131.182/VPLS:23815|148.0.131.182/VPLS:23815|148.0.131.182/VPLS:23815|||IPAG|||||||12/ANNA/445569/GH|148.0.131.182|Y||ge-4/1/6|||VPLS:23815
10.204.132.235/VPLS:32139|10.204.132.235/VPLS:32139|10.204.132.235/VPLS:32139|||NTE|||WCG-0721751038||||90/KRFN/232125/EV|10.204.132.235|||2.1|2|90/KRFN/232125/SB|VPLS:32139
10.204.81.195/VPLS:28848|10.204.81.195/VPLS:28848|10.204.81.195/VPLS:28848|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||3411|99/ABCD/378291/MN|10.204.81.195|||25|5|00/MPAU/213117/SR|VPLS:28848
10.144.0.137/VPWS:21631|10.144.0.137/VPWS:21631|10.144.0.137/VPWS:21631|||IPAG|||||||10/CUXM/110274/SB|10.144.0.137|Y||ge-1/0/2|||VPWS:21631
10.204.132.81/VPWS:28871|10.204.132.81/VPWS:28871|10.204.132.81/VPWS:28871|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||4044|99/ABCD/780019/MN|10.204.132.81|||11|2|35/KSGN/481593/SB|VPWS:28871
10.204.90.232/VPWS:63996|10.204.90.232/VPWS:63996|10.204.90.232/VPWS:63996|NTE-CFM-CFO|IPAG|NTE|||ABC-901C010249|||105|85/KFGN/65083/LB|10.204.90.232|||25|8|23/CHET/231010/ST|VPWS:63996
10.204.90.155/VPLS:63726|10.204.90.155/VPLS:63726|10.204.90.155/VPLS:63726|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||102|85/KFGN/54632/LB|10.204.90.155|||25|27|66/ANAN/278930/UI|VPLS:63726
8.8.0.172/L2CKT:62681|8.8.0.172/L2CKT:62681|8.8.0.172/L2CKT:62681|||IPAG|||||||24/EVCG/256412/GC|8.8.0.172|Y||ge-5/0/3|||L2CKT:62681
10.204.85.102/VPLS:31580|10.204.85.102/VPLS:31580|10.204.85.102/VPLS:31580|NTE-CFM-CFO|IPAG|NTE|||452-904C010249|||659|01/EVCM/290313/PJ|10.204.85.102|||9|4|00/KRFN/150058/BS|VPLS:31580
10.204.10.102/VPLS:28759|10.204.10.102/VPLS:28759|10.204.10.102/VPLS:28759|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||543|04/AKSH/220812/AY|10.204.10.102|||9|2|55/HYTR/872234/NH|VPLS:28759
148.0.131.182/VPLS:23835|148.0.131.182/VPLS:23835|148.0.131.182/VPLS:23835|||IPAG|||||||32/ANNA/445569/GH|148.0.131.182|Y||ge-4/1/6|||VPLS:23835
10.204.10.166/L2CKT:28840|10.204.10.166/L2CKT:28840|10.204.10.166/L2CKT:28840|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||528|80/VLXP/859365/SB|10.204.10.166|||9|2|13/AKSH/270712/AY|L2CKT:28840
10.144.0.137/L2CKT:32512|10.144.0.137/L2CKT:32512|10.144.0.137/L2CKT:32512|||IPAG|||||||21/KQGN/120613/SB|10.144.0.137|Y||ge-1/2/9|||L2CKT:32512
10.204.90.89/VPLS:61637|10.204.90.89/VPLS:61637|10.204.90.89/VPLS:61637|NTE-CFM-CFO|IPAG|NTE|||qw-678|||753|MPT_Sanity_1|10.204.90.89|||25|5|36/KRGN/360630/NV|VPLS:61637
10.204.132.87/VPWS:29144|10.204.132.87/VPWS:29144|10.204.132.87/VPWS:29144|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||249|12/PEVC/569874/SK|10.204.132.87|||11|2|13/KSGN/343221/SB|VPWS:29144
10.204.10.39/L2CKT:28206|10.204.10.39/L2CKT:28206|10.204.10.39/L2CKT:28206|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||543|00.DUMY.160612.RK|10.204.10.39|||9|2|11/SSSS/234234/GG|L2CKT:28206
149.0.3.196/VPWS:27561|149.0.3.196/VPWS:27561|149.0.3.196/VPWS:27561|||IPAG|||||||67/NHGT/989808/EC|149.0.3.196|Y||ge-0/0/9|||VPWS:27561
10.204.144.66/L2CKT:32750|10.204.144.66/L2CKT:32750|10.204.144.66/L2CKT:32750|||NTE|||452-904C010249|||197|07/KRFN/010113/SZ|10.204.144.66|||3.2|3|08/KRFN/582013/RB|L2CKT:32750
10.204.82.173/VPLS:23724|10.204.82.173/VPLS:23724|10.204.82.173/VPLS:23724|NTE-CFM-CFO|IPAG|NTE|||452-904C010249|||126|01/YHYJ/225511/UK|10.204.82.173|||25|25|25/YHYJ/225511/UK|VPLS:23724
10.144.0.137/L2CKT:32413|10.144.0.137/L2CKT:32413|10.144.0.137/L2CKT:32413|||IPAG|||||||74/KQGN/120613/SB|10.144.0.137|Y||ge-1/2/9|||L2CKT:32413
10.204.132.87/VPWS:29219|10.204.132.87/VPWS:29219|10.204.132.87/VPWS:29219|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||957|81/DERF/749385/SS|10.204.132.87|||11|2|13/KSGN/343221/SB|VPWS:29219
10.204.66.99/VPLS:24430|10.204.66.99/VPLS:24430|10.204.66.99/VPLS:24430|NTE-CFM-CFO|IPAG|NTE|||452-904C010249|||358|28/EVCM/140211/PJ|10.204.66.99|Y||28|||VPLS:24430
10.204.83.98/VPWS:28438|10.204.83.98/VPWS:28438|10.204.83.98/VPWS:28438|NTE-CFM-CFO|IPAG|NTE|||ATX-0727405000|||676|56/KRFN/327729/NF|10.204.83.98|Y||9|||VPWS:28438
150.0.0.10/VPWS:28900|150.0.0.10/VPWS:28900|150.0.0.10/VPWS:28900|||IPAG|||||||99/ABCD/995719/MN|150.0.0.10|Y||ge-2/0/3|||VPWS:28900
10.204.10.254/L2CKT:29208|10.204.10.254/L2CKT:29208|10.204.10.254/L2CKT:29208|NFO-MOBILITYUNI|NTE|NTE|||452-904C010249|||234|01/EVCP/260912/PJ|10.204.10.254|N||5|||L2CKT:29208
143.0.68.168/VPWS:29294|143.0.68.168/VPWS:29294|143.0.68.168/VPWS:29294|||IPAG|||||||02/EVCP/041012/PJ|143.0.68.168|Y||ge-2/0/0|||VPWS:29294
10.204.132.87/VPLS:29680|10.204.132.87/VPLS:29680|10.204.132.87/VPLS:29680|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||154|01/INFL/251012/AK|10.204.132.87|||11|2|13/KSGN/343221/SB|VPLS:29680
10.204.11.141/VPLS:30135|10.204.11.141/VPLS:30135|10.204.11.141/VPLS:30135|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||590|00/UNIF/121413/UK|10.204.11.141|||10|2|00/UNIF/121412/SP|VPLS:30135
10.204.10.114/VPWS:29430|10.204.10.114/VPWS:29430|10.204.10.114/VPWS:29430|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||222|13/KSGN/340001/UK|10.204.10.114|Y||1|||VPWS:29430
143.0.24.145/VPLS:32143|143.0.24.145/VPLS:32143|143.0.24.145/VPLS:32143|||IPAG|||||||90/KRFN/232125/SE|143.0.24.145|Y||xe-10/0/1|||VPLS:32143
10.204.132.240/VPWS:29181|10.204.132.240/VPWS:29181|10.204.132.240/VPWS:29181|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||2919|99/ABCD/615551/MN|10.204.132.240|||9|2|29/KRFN/635083/RB|VPWS:29181
143.0.68.230/VPLS:29684|143.0.68.230/VPLS:29684|143.0.68.230/VPLS:29684|||IPAG|||||||11/INFL/251012/AK|143.0.68.230|Y||xe-5/1/0|||VPLS:29684
10.204.80.96/VPLS:20887|10.204.80.96/VPLS:20887|10.204.80.96/VPLS:20887|NTE-CFM-CFO|IPAG|NTE|||GHI-901C010249|||115|MPT_EVC_143|10.204.80.96|||25|2|24/KRFN/725780/SB|VPLS:20887
10.204.83.169/VPLS:26410|10.204.83.169/VPLS:26410|10.204.83.169/VPLS:26410|NTE-CFM-CFO|IPAG|NTE|||AWL-407WW10048|||32|12/HDED/233214/VS|10.204.83.169|||11||00/KSGN/120811/NV|VPLS:26410
149.0.3.222/VPWS:27757|149.0.3.222/VPWS:27757|149.0.3.222/VPWS:27757|||IPAG|||||||21/EVCP/897333/RS|149.0.3.222|Y||ge-5/0/2|||VPWS:27757
150.0.0.168/L2CKT:25572|150.0.0.168/L2CKT:25572|150.0.0.168/L2CKT:25572|||IPAG|||||||16/VLXP/121511/SB|150.0.0.168|Y||ge-5/1/3|||L2CKT:25572
10.204.144.66/VPLS:32393|10.204.144.66/VPLS:32393|10.204.144.66/VPLS:32393|||NTE|||AWL-901C010249|||216|87/ABCD/721900/MN|10.204.144.66|||3.2|2|08/KRFN/508013/RB|VPLS:32393
10.204.67.107/VPWS:31731|10.204.67.107/VPWS:31731|10.204.67.107/VPWS:31731|NFO-MOBILITYUNI|NTE|NTE|||SMW-407N160088|||1081|85/VLXP/306081/SB|10.204.67.107|||9|2|85/KRGN/306812/SB|VPWS:31731
10.204.84.105/VPWS:26961|10.204.84.105/VPWS:26961|10.204.84.105/VPWS:26961|NTE-CFM-CFO|IPAG|NTE|||452-904C010249|||423|23/DGED/632732/VS|10.204.84.105|||9|129|00/JAIN/022112/AJ|VPWS:26961
12.123.80.212/VPLS:28750|12.123.80.212/VPLS:28750|12.123.80.212/VPLS:28750|||IPAG|||||||19/EVCM/383933/RS|12.123.80.212|Y||ge-2/1/7|||VPLS:28750
10.204.11.141/VPWS:30552|10.204.11.141/VPWS:30552|10.204.11.141/VPWS:30552|NFO-MOBILITYUNI|NTE|NTE|||ATX-0727405000|||208|00/UNIF/121882/UK|10.204.11.141|||10|2|00/UNIF/121412/SP|VPWS:30552
143.0.68.169/VPLS:28460|143.0.68.169/VPLS:28460|143.0.68.169/VPLS:28460|||IPAG|||||||08/PIPI/749352/SB|143.0.68.169|Y||ge-1/0/1|||VPLS:28460
10.204.132.127/VPLS:29883|10.204.132.127/VPLS:29883|10.204.132.127/VPLS:29883|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||2211|99/ABCD/737727/MN|10.204.132.127|Y||6|||VPLS:29883
10.204.83.195/VPLS:26711|10.204.83.195/VPLS:26711|10.204.83.195/VPLS:26711|NTE-CFM-CFO|IPAG|NTE|||AWL-901C010249|||479|71/KRFN/061090/NV|10.204.83.195|||11|2|99/KSGN/176869/NV|VPLS:26711
10.204.11.141/VPLS:30435|10.204.11.141/VPLS:30435|10.204.11.141/VPLS:30435|NFO-MOBILITYUNI|NTE|NTE|||AWL-901C010249|||79|00/EVCM/011813/SP|10.204.11.141|||10|2|00/UNIF/121412/SP|VPLS:30435
12.123.80.188/VPLS:21933|12.123.80.188/VPLS:21933|12.123.80.188/VPLS:21933|||IPAG|||||||EVC_0048484|12.123.80.188|Y||ge-0/0/7|||VPLS:21933
10.204.8.75/VPLS:29675|10.204.8.75/VPLS:29675|10.204.8.75/VPLS:29675|NTE-CFM-CFO|IPAG|NTE|||452-904C010249|||161|48/EVCM/439305/RS|10.204.8.75|N||9|||VPLS:29675
148.0.131.204/VPWS:29585|148.0.131.204/VPWS:29585|148.0.131.204/VPWS:29585|||IPAG|||||||56/KSGN/702822/UK|148.0.131.204|Y||xe-5/0/0|||VPWS:29585
