@ref(networkElement)|@const(IpagPPort)class
@index(CE_PPort)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|aafda_role|acnaban|assoc_nni_pport|clci|clfi|diverse_circuit_id|device_type|ineffect|mpa_connect_type|nmvlan|port_aid|port_ipaddr|port_num|remote_device_name|remote_device_type|remote_device_ipaddr|remote_deviceloopbackip|remote_slot_name|remote_port_aid|slavlan|cdnbind|uni_nni
10.204.9.92/22|10.204.9.92/22|10.204.9.92/22|NFO-EMUX|EMUX|NTE|true|B|||||102/GE1N/DYBHFLMAW27/DYBHFLMAW28||CIENA EMUX||||22||1|DYBHFLMAW27|JUNIPER MX SERIES|10.204.242.44|149.9.0.27||ge-0/0/2|||NNI
135.16.243.4/25|135.16.243.4/25|135.16.243.4/25|NFO-MOBILITY|NTE|NTE|true|S|||||JU118/GE1N/SNJPCAGEH02/SNJSCA02W31||CIENA NTE|Y||4092|25||1|SNJSCA02W31|JUNIPER MX SERIES|192.168.112.43|10.144.0.154||ge-1/2/2|||NNI
10.204.10.200/23|10.204.10.200/23|10.204.10.200/23|NFO-EMUX|EMUX|NTE|true|B|||||103/GE1N/DYBHFLMA5P8/DYBHFLMB2MX||CIENA EMUX||||23||1|DYBHFLMB2MX|JUNIPER MX SERIES|10.204.243.42|143.0.68.170||ge-1/0/9|||NNI
10.204.132.99/9|10.204.132.99/9|10.204.132.99/9|NFO-MOBILITY|NTE|NTE|true|B|||||JU102/GE1N/GSVLFLANAC1/GSVLFLANZMA||CIENA NTE|Y||4092|9||1|GSVLFLANAC1|JUNIPER MX SERIES|10.204.243.114|143.0.68.240||ge-1/0/1|||NNI
10.204.67.36/1|10.204.67.36/1|10.204.67.36/1|NTE-CFO|IPAG|NTE|true|B|||12|58/KRGN/700619/SB|||CIENA NTE|Y|||1||0|||||||||UNI
10.204.160.95/SM-A/1|10.204.160.95/SM-A/1|10.204.160.95/SM-A/1|NFO-TA5000|TA5000|NTE|true|B|||||W101E/GE1N/RLGHNCMOA01/RLGHNCMOI01||ADTRAN 5000 SERIES||||1||0|RLGHNCMOI01|JUNIPER MX SERIES|10.204.246.159|12.80.4.13||ge-1/0/0|||NNI
10.204.11.247/9|10.204.11.247/9|10.204.11.247/9|NFO-MOBILITY|NTE|NTE|true|B|||||D101W/GE1N/DYBHFLMA308/DYBHFLMA741||CIENA NTE|N||4092|9||1|DYBHFLMA308|JUNIPER MX SERIES|10.204.243.122|143.0.68.248||ge-0/2/2|||NNI
10.204.11.103/21|10.204.11.103/21|10.204.11.103/21|NFO-EMUX|EMUX|NTE|true|B|||||101/GE1N/DYBHFLMCJ1K/DYBHFLMCV02||CIENA EMUX||||21||1|DYBHFLMCV02|JUNIPER MX SERIES|10.204.243.45|143.0.68.173||ge-1/0/2|||NNI
10.204.66.72/26|10.204.66.72/26|10.204.66.72/26|NFO-MOBILITY|NTE|NTE|true|B|AAF-SECONDARY||||101/GE1N/ORLDFL32A57/SNJSCAHUTJ6|101/GE1N/ORLDFL32A57/SNJSCAHUDK3|CIENA NTE|N||4092|26||1|SNJSCAHUTJ6|JUNIPER MX SERIES|12.122.123.17|149.8.0.17||ge-1/0/5|||NNI
10.204.9.179/22|10.204.9.179/22|10.204.9.179/22|NFO-EMUX|EMUX|NTE|true|B|||||A102Z/GE1N/DYBHFLMA000/DYBHFLMA002||CIENA EMUX||||22||1|DYBHFLMA000|JUNIPER MX SERIES|10.204.242.209|143.0.68.99||ge-5/0/0|||NNI
10.204.9.95/2|10.204.9.95/2|10.204.9.95/2|NFO-MOBILITY|NTE|NTE|true|B|||||JU101/GE1N/DYBHFLMAIYB/DYBHFLMAW30||CIENA EMUX|Y||4092|2||0|DYBHFLMAIYB|CIENA NTE|10.204.9.115|||9|||NNI
10.204.136.101/24|10.204.136.101/24|10.204.136.101/24|NFO-EMUX|EMUX|NTE|true|B|||||JU104/GE1N/JCVLFLSEN07/JCVLFLSEWA1||CIENA EMUX||||24||1|JCVLFLSEN07|JUNIPER MX SERIES|143.1.33.60|143.0.68.72||ge-4/0/1|||NNI
10.204.81.43/28|10.204.81.43/28|10.204.81.43/28|NTE-CFO|IPAG|NTE|true|S|||25|01/KQGN/210311/SB|||CIENA NTE|Y|||28||0|||||||||UNI
10.204.90.108/25|10.204.90.108/25|10.204.90.108/25|NFO-MOBILITY|NTE|NTE|true|S|||||P101S/GE1N/CRCYNVAAP01/CRCYNVAAP29||CIENA NTE|Y|||25||1|CRCYNVAAP01|JUNIPER MX SERIES|12.81.161.147|8.8.0.148||ge-2/0/0|||NNI
10.204.83.130/23|10.204.83.130/23|10.204.83.130/23|NFO-EMUX|EMUX|NTE|true|S|||||A103D/GE1N/CRCYNVMAA05/CRCYNVMAA46||CIENA EMUX||||23||1|CRCYNVMAA05|JUNIPER MX SERIES|10.204.242.2|150.0.0.216||ge-0/0/3|||NNI
10.204.65.126/26|10.204.65.126/26|10.204.65.126/26|NFO-MOBILITY|NTE|NTE|true|B|AAF-SECONDARY||||JU102/GE1N/ORLDFL32ZSB/ORLDFL32ZX1|JU102/GE1N/ORLDFL32ZSA/ORLDFL32ZX1|CIENA NTE|N||4092|26||1|ORLDFL32ZSB|JUNIPER MX SERIES|12.122.122.239|12.123.80.201||ge-5/0/0|||NNI
10.204.84.88/26|10.204.84.88/26|10.204.84.88/26|NFO-MOBILITY|NTE|NTE|true|S|AAF-SECONDARY||||M101N/GE1N/CRCYNVMAA04/CRCYNVMAA15|M101N/GE1N/CRCYNVMAA03/CRCYNVMAA15|CIENA NTE|N||4092|26||1|CRCYNVMAA04|JUNIPER MX SERIES|10.204.242.3|150.0.0.217||ge-0/0/4|||NNI
10.204.132.99/5|10.204.132.99/5|10.204.132.99/5|NFO-MOBILITYUNI|NTE|NTE|true|B|||9|30/KQGN/202032/SB|||CIENA NTE|Y|||5||5|||||||||UNI
10.204.83.167/9|10.204.83.167/9|10.204.83.167/9|NFO-MOBILITY|NTE|NTE|true|S|AAF-PRIMARY||||JU101/GE1N/CRCYNVMAL01/CRCYNVMAL15|JU101/GE1N/CRCYNVMAL02/CRCYNVMAL15|CIENA NTE|Y||4092|9||1|CRCYNVMAL01|JUNIPER MX SERIES|10.204.242.11|150.0.0.232||ge-0/0/0|||NNI
10.204.175.67/21|10.204.175.67/21|10.204.175.67/21|NFO-EMUX|EMUX|NTE|true|B|||||101/GE1N/PNCYFLCA51W/PNCYFLMA51W||CIENA EMUX||||21||0|PNCYFLMA51W|JUNIPER MX SERIES|10.204.246.231|12.80.84.11||ge-2/0/0|||NNI
10.204.85.19/5|10.204.85.19/5|10.204.85.19/5|NFO-MOBILITYUNI|NTE|NTE|true|S|||9|22/JJII/345345/JI|||CIENA NTE|Y|||5||0|||||||||UNI
10.204.200.230/25|10.204.200.230/25|10.204.200.230/25|NFO-MOBILITY|NTE|NTE|true|B|||||A101P/GE1N/RLGHNCMA121/RLGHNCMA6T4||CIENA NTE|Y|||25||1|RLGHNCMA121|JUNIPER MX SERIES|10.204.247.30|12.80.72.33||ge-0/3/1|||NNI
10.204.64.180/SM-B/1|10.204.64.180/SM-B/1|10.204.64.180/SM-B/1|NFO-TA5000|TA5000|NTE|true|B|||||J102H/GE1N/ORLDFL32LP2/ORLDFL32PB1||ADTRAN 5000 SERIES||||1||0|ORLDFL32PB1|JUNIPER MX SERIES|12.122.122.55|12.123.80.29||ge-1/0/7|||NNI
10.204.67.86/9|10.204.67.86/9|10.204.67.86/9|NFO-MOBILITY|NTE|NTE|true|B|||||JU102/GE1N/ORLDFLPH51W/ORLLFLHS02W||CIENA NTE|N||4092|9||1|ORLDFLPH51W|JUNIPER MX SERIES|192.168.112.28|10.144.0.147||ge-3/0/9|||NNI
10.204.132.181/9|10.204.132.181/9|10.204.132.181/9|NFO-MOBILITY|NTE|NTE|true|B|||||JU102/GE1N/GSVLFLANH02/GSVLFLAN202||CIENA NTE|Y||4092|9||1|GSVLFLANH02|JUNIPER MX SERIES|10.204.243.116|143.0.68.242||ge-3/0/6|||NNI
10.204.200.123/9|10.204.200.123/9|10.204.200.123/9|NFO-MOBILITYUNI|NTE|NTE|true|S|||10|29/KRGN/471298/PT|||CIENA NTE|Y|||9||0|||||||||UNI
10.204.65.126/25|10.204.65.126/25|10.204.65.126/25|NFO-MOBILITY|NTE|NTE|true|B|AAF-PRIMARY||||JU102/GE1N/ORLDFL32ZSA/ORLDFL32ZX1|JU102/GE1N/ORLDFL32ZSB/ORLDFL32ZX1|CIENA NTE|N||4092|25||1|ORLDFL32ZSA|JUNIPER MX SERIES|12.122.122.235|12.123.80.197||ge-2/0/4|||NNI
135.16.243.66/5|135.16.243.66/5|135.16.243.66/5|NTE-CFO|IPAG|NTE|true|B|||9|10/KRFN/120213/SB|||CIENA NTE|Y|||5||0|||||||||UNI
10.204.84.192/9|10.204.84.192/9|10.204.84.192/9|NFO-MOBILITY|NTE|NTE|true|S|||||JU101/GE1N/CRCYNVMAL96/CRCYNVMA240||CIENA NTE|N||4092|9||1|CRCYNVMA240|JUNIPER MX SERIES|143.1.33.29|143.0.68.42||ge-1/0/0|||NNI
10.204.65.32/25|10.204.65.32/25|10.204.65.32/25|NFO-MOBILITY|NTE|NTE|true|B|||||G101B/GE1N/ORLDFL32II3/ORLDFL32666||CIENA NTE|N|||25||1|ORLDFL32II3|JUNIPER MX SERIES|12.122.122.157|12.123.80.122||ge-5/0/2|||NNI
10.204.83.98/9|10.204.83.98/9|10.204.83.98/9|NTE-CFO|IPAG|NTE|true|S|||10|02/KRFN/172809/NV|||CIENA NTE|Y|||9||0|||||||||UNI
10.204.166.96/10|10.204.166.96/10|10.204.166.96/10|NFO-MOBILITY|NTE|NTE|true|B|||||101/GE1N/DYBHFLMNP01/DYBHFLMNP02||CIENA NTE|N|||10||1|DYBHFLMNP01|JUNIPER MX SERIES|12.81.161.193|8.8.0.176||ge-5/0/0|||NNI
10.204.10.4/9|10.204.10.4/9|10.204.10.4/9|NFO-MOBILITY|NTE|NTE|true|B|||||JU101/GE1N/DYBHFLMAL10/DYBHFLMA110||CIENA NTE|Y||4092|9||1|DYBHFLMAL10|JUNIPER MX SERIES|10.204.242.144|149.0.3.223||ge-1/0/3|||NNI
10.204.10.197/25|10.204.10.197/25|10.204.10.197/25|NFO-MOBILITY|NTE|NTE|true|B|||||JU101/GE1N/DYBHFLMA3A2/GSVLFLST5MD||CIENA NTE|Y||4092|25||1|GSVLFLST5MD|JUNIPER MX SERIES|10.204.243.86|143.0.68.212||ge-0/0/4|||NNI
10.204.11.238/9|10.204.11.238/9|10.204.11.238/9|NFO-MOBILITY|NTE|NTE|true|B|||||JU101/GE1N/DYBHFLMCJHT/DYBHFLMCV22||CIENA NTE|Y||4092|9||1|DYBHFLMCV22|JUNIPER MX SERIES|10.204.243.57|143.0.68.184||ge-0/2/3|||NNI
10.204.83.130/21|10.204.83.130/21|10.204.83.130/21|NFO-EMUX|EMUX|NTE|true|S|||||D101F/GE1N/CRCYNVMAA05/CRCYNVMAA46||CIENA EMUX||||21||1|CRCYNVMAA05|JUNIPER MX SERIES|10.204.242.2|150.0.0.216||ge-0/0/2|||NNI
10.204.9.185/10|10.204.9.185/10|10.204.9.185/10|NFO-MOBILITY|NTE|NTE|true|B|||||JU102/GE1N/DYBHFLMAL03/DYBHFLMAL22||CIENA NTE|Y|||10||1|DYBHFLMAL03|JUNIPER MX SERIES|10.204.242.121|149.0.3.202||ge-4/0/1|4091||NNI
10.204.132.153/SM-B/2|10.204.132.153/SM-B/2|10.204.132.153/SM-B/2|NFO-TA5000|TA5000|NTE|true|B|||||104/GE1N/GSVLFLANAC1/GSVLFLANPWK||ADTRAN 5000 SERIES||||2||1|GSVLFLANAC1|JUNIPER MX SERIES|10.204.243.114|143.0.68.240||ge-2/1/1|||NNI
10.204.82.128/1|10.204.82.128/1|10.204.82.128/1|NTE-CFO|IPAG|NTE|true|S|||25|69/UNIF/140211/PJ|||CIENA NTE|Y|||1||1|||||||||UNI
10.204.85.103/0|10.204.85.103/0|10.204.85.103/0|NFO-EMUX|EMUX|NTE|true|S|||||102/GE1N/CRCYNVMB1Z1/CRCYNVMB1Z2||CIENA EMUX||||1.8||1|CRCYNVMB1Z1|JUNIPER MX SERIES|10.204.244.156|143.0.24.237||ge-1/0/0|||NNI
10.204.9.111/11|10.204.9.111/11|10.204.9.111/11|NFO-MOBILITY|NTE|NTE|true|B|||||JP101/GE10/DYBHFLMAWA5/DYBHFLMAWOK||CIENA NTE|Y||4092|11||1|DYBHFLMAWA5|JUNIPER MX SERIES|10.204.242.34|149.9.0.6||xe-0/3/0|||NNI
10.204.11.145/5|10.204.11.145/5|10.204.11.145/5|NTE-CFO|IPAG|NTE|true|B|||9|56/KRFN/817161/NB|||CIENA NTE|Y|||5||5|||||||||UNI
10.204.11.145/6|10.204.11.145/6|10.204.11.145/6|NTE-CFO|IPAG|NTE|true|B|||9|67/KRFN/817001/SB|||CIENA NTE|Y|||6||6|||||||||UNI
135.16.243.66/9|135.16.243.66/9|135.16.243.66/9|NFO-MOBILITY|NTE|NTE|true|B|||||JU105/GE1N/ORLDFLGBN01/ORLDFLMA51W||CIENA NTE|Y||4092|9||1|ORLDFLMA51W|JUNIPER MX SERIES|192.168.112.26|10.144.0.137||ge-1/3/3|||NNI
10.204.82.191/1|10.204.82.191/1|10.204.82.191/1|NTE-CFO|IPAG|NTE|true|S|||25|32/FDES/233232/VS|||CIENA NTE|Y|||1||1|||||||||UNI
10.204.132.130/23|10.204.132.130/23|10.204.132.130/23|NFO-EMUX|EMUX|NTE|true|B|||||103/GE1N/GSVLFLANAC2/GSVLFLAN01T||CIENA EMUX||||23||1|GSVLFLANAC2|JUNIPER MX SERIES|10.204.243.115|143.0.68.241||ge-4/1/2|||NNI
