@rel(Composed_Of)
@from(PE_LPort)key|@to(EVCNode)key
12.122.72.115/0/0/0/2|12.122.72.115/VPLS:19032
143.0.68.214/5/3/7/6000|143.0.68.214/VPLS:28847
150.0.0.232/0/0/1/6027|150.0.0.232/VPWS:26464
143.0.68.55/0/0/0/6005|143.0.68.55/VPWS:25871
149.9.0.6/0/1/0/6001|149.9.0.6/VPWS:25507
78.23.44.28/1/1/0/2|78.23.44.28/VPLS:18446
78.23.44.28/0/2/7/66|78.23.44.28/VPLS:17351
8.8.0.154/3/1/0/12|8.8.0.154/VPLS:62899
8.8.0.148/2/0/0/1|8.8.0.148/VPLS:61576
10.0.40.36/1/0/1/7|10.0.40.36/VPWS:30342
12.122.72.112/2/0/8/2|12.122.72.112/VPLS:18046
12.123.80.197/0/0/1/6001|12.123.80.197/L2CKT:22014
149.0.3.244/2/2/0/6000|149.0.3.244/VPLS:27554
149.0.3.196/0/0/8/6016|149.0.3.196/L2CKT:27593
143.0.68.244/7/0/0/6018|143.0.68.244/VPWS:29703
10.144.0.154/3/1/7/6000|10.144.0.154/VPLS:30563
12.123.80.214/2/0/1/6001|12.123.80.214/VPLS:22246
78.23.44.28/0/2/1/55|78.23.44.28/VPLS:17351
150.0.0.214/1/0/2/6007|150.0.0.214/VPLS:28850
148.0.131.204/5/0/0/6184|148.0.131.204/VPWS:30358
150.0.0.168/5/1/6/6010|150.0.0.168/VPLS:25730
150.0.0.214/1/0/2/6002|150.0.0.214/VPWS:28996
150.0.0.168/5/1/6/6037|150.0.0.168/VPWS:26554
12.122.72.112/2/2/0/2|12.122.72.112/VPLS:18848
10.0.36.72/5/0/0/3|10.0.36.72/VPLS:22823
143.0.68.184/0/0/0/6006|143.0.68.184/L2CKT:28669
149.0.3.196/0/0/9/6019|149.0.3.196/L2CKT:27576
10.0.40.33/5/2/0/1|10.0.40.33/VPWS:28586
143.0.68.184/0/1/6/6025|143.0.68.184/VPLS:30503
78.23.44.28/1/0/1/2|78.23.44.28/VPLS:17349
148.0.131.182/4/1/6/6041|148.0.131.182/VPWS:23817
143.0.68.46/0/0/2/6007|143.0.68.46/VPLS:26501
148.0.131.182/4/1/6/6010|148.0.131.182/VPWS:23644
10.0.36.72/3/0/0/2|10.0.36.72/VPLS:22619
149.4.64.5/0/0/8/2|149.4.64.5/VPLS:29199
143.0.68.184/0/0/5/6023|143.0.68.184/VPWS:29246
149.0.3.128/5/0/0/6014|149.0.3.128/VPLS:25650
12.122.72.112/2/1/5/2|12.122.72.112/VPLS:18848
149.0.3.244/2/0/0/6003|149.0.3.244/VPLS:27553
143.0.68.168/2/0/4/6001|143.0.68.168/VPLS:28800
12.122.72.112/4/0/2/2|12.122.72.112/VPLS:21100
149.0.3.196/0/0/9/6011|149.0.3.196/VPLS:27549
12.123.80.17/2/0/8/6005|12.123.80.17/VPLS:20664
10.0.40.36/1/0/2/1|10.0.40.36/VPWS:30422
148.0.131.204/5/0/0/6070|148.0.131.204/VPWS:29188
12.80.72.28/0/0/2/10|12.80.72.28/VPLS:52488
78.23.44.28/1/1/4/3|78.23.44.28/VPLS:18446
150.0.0.215/0/0/0/6011|150.0.0.215/VPWS:28010
10.144.0.155/1/3/0/6005|10.144.0.155/VPWS:32107
143.0.68.55/1/0/0/6001|143.0.68.55/VPLS:26445
143.0.68.184/0/1/6/6028|143.0.68.184/VPWS:30552
143.0.68.230/5/1/0/6011|143.0.68.230/VPWS:29006
143.0.68.184/0/1/6/6036|143.0.68.184/VPLS:30905
149.4.64.1/3/0/0/1|149.4.64.1/VPLS:31279
10.144.0.154/1/2/5/6001|10.144.0.154/VPLS:32075
143.0.68.230/5/1/0/6049|143.0.68.230/VPWS:29305
10.144.0.136/5/2/0/6011|10.144.0.136/VPWS:30356
143.0.68.168/2/0/5/6003|143.0.68.168/VPLS:28743
12.123.80.214/4/1/9/6006|12.123.80.214/VPLS:22467
12.122.72.128/1/2/2/55|12.122.72.128/VPLS:17351
149.0.3.244/2/2/0/6001|149.0.3.244/VPLS:27555
12.123.80.46/1/0/5/6005|12.123.80.46/VPLS:22330
12.122.72.112/0/3/0/0|12.122.72.112/VPWS:20801
149.0.3.196/0/0/9/6001|149.0.3.196/VPLS:27514
12.122.72.115/2/0/0/5|12.122.72.115/VPLS:20932
143.0.68.229/1/0/3/6001|143.0.68.229/VPWS:28945
12.123.80.27/2/0/3/6000|12.123.80.27/VPLS:20575
148.0.131.239/5/0/0/6123|148.0.131.239/VPLS:29673
12.123.80.212/2/0/5/6006|12.123.80.212/VPLS:27902
10.144.0.137/1/1/1/6015|10.144.0.137/VPLS:31300
10.144.0.62/7/1/0/4|10.144.0.62/VPLS:22507
10.144.0.137/1/3/5/6036|10.144.0.137/VPWS:24053
8.8.0.240/3/0/0/1|8.8.0.240/VPWS:63606
143.0.68.242/5/0/0/6004|143.0.68.242/L2CKT:32162
149.4.64.12/8/0/0/1|149.4.64.12/VPLS:31391
143.0.68.230/5/1/0/6032|143.0.68.230/VPWS:29189
8.8.0.172/5/0/4/4|8.8.0.172/L2CKT:63114
10.0.38.134/1/0/0/1|10.0.38.134/VPLS:21509
12.123.80.152/1/0/0/6001|12.123.80.152/VPLS:21579
12.123.80.17/2/0/8/6002|12.123.80.17/VPLS:20596
10.144.0.65/5/2/0/6003|10.144.0.65/VPLS:22767
78.23.44.28/1/0/3/2|78.23.44.28/VPLS:18446
12.123.80.212/2/0/8/6002|12.123.80.212/VPWS:27831
148.0.131.182/4/1/6/6020|148.0.131.182/VPLS:23720
143.0.68.172/3/0/0/6003|143.0.68.172/VPWS:31860
78.23.44.28/0/1/6/3|78.23.44.28/VPLS:17307
12.123.80.27/2/0/3/6004|12.123.80.27/435
78.23.44.28/1/0/3/6|78.23.44.28/VPLS:18446
143.0.24.148/4/0/9/6017|143.0.24.148/VPWS:31983
78.23.44.28/1/2/3/2|78.23.44.28/VPLS:18446
143.0.68.230/2/2/0/6012|143.0.68.230/VPLS:29464
12.122.72.115/3/2/0/6|12.122.72.115/VPLS:21907
148.0.131.182/4/1/6/6015|148.0.131.182/VPWS:23687
143.0.24.148/4/0/9/6007|143.0.24.148/VPLS:31808
78.23.44.28/0/1/4/2|78.23.44.28/VPLS:17307
143.0.68.248/4/0/0/6002|143.0.68.248/L2CKT:31612
150.0.0.10/2/0/3/6007|150.0.0.10/VPLS:29129
72.44.12.28/0/2/4/66|72.44.12.28/VPLS:17617
10.144.0.147/3/1/3/6001|10.144.0.147/VPLS:30978
78.23.44.28/0/2/8/83|78.23.44.28/VPLS:17351
148.0.131.204/5/0/0/6062|148.0.131.204/VPLS:29360
143.0.68.170/2/0/4/6007|143.0.68.170/VPLS:29679
143.0.68.227/7/1/1/6001|143.0.68.227/VPLS:31584
12.122.72.112/1/2/8/2|12.122.72.112/VPLS:18046
143.0.68.184/0/0/5/6017|143.0.68.184/VPWS:29119
12.123.80.27/2/0/3/6001|12.123.80.27/VPLS:20578
143.0.68.240/5/0/0/6000|143.0.68.240/VPWS:31574
149.9.0.27/0/0/4/6007|149.9.0.27/VPLS:25994
149.0.3.203/1/0/0/6023|149.0.3.203/VPLS:28439
143.0.68.184/0/1/6/6023|143.0.68.184/VPLS:30455
149.0.3.222/2/1/3/6000|149.0.3.222/VPLS:28053
143.0.68.184/0/0/5/6013|143.0.68.184/VPWS:29050
10.144.0.154/3/0/0/6001|10.144.0.154/VPLS:24995
10.144.0.147/5/2/1/6005|10.144.0.147/VPWS:21589
10.144.0.137/2/0/8/6001|10.144.0.137/VPLS:30546
149.0.3.194/4/2/0/6001|149.0.3.194/VPLS:27567
149.4.64.5/9/2/1/2|149.4.64.5/VPLS:28990
8.8.0.154/3/1/0/15|8.8.0.154/L2CKT:63245
10.144.0.136/5/2/0/6015|10.144.0.136/VPWS:31301
150.0.0.168/5/1/6/6020|150.0.0.168/VPWS:25972
10.144.0.137/2/0/0/6001|10.144.0.137/VPLS:29610
12.123.80.17/2/0/8/6008|12.123.80.17/VPLS:21524
143.0.68.184/0/1/6/6001|143.0.68.184/VPWS:30080
143.0.68.244/3/0/3/6001|143.0.68.244/VPLS:29464
143.0.68.184/0/1/6/6037|143.0.68.184/VPWS:30924
149.4.64.12/3/0/0/9|149.4.64.12/VPLS:29265
143.0.68.247/4/2/4/6004|143.0.68.247/VPWS:29117
10.144.0.137/1/3/5/6085|10.144.0.137/VPLS:31665
150.0.0.167/2/0/1/6000|150.0.0.167/VPLS:25920
12.123.80.188/0/0/7/6000|12.123.80.188/VPLS:21933
148.0.131.204/5/0/0/6050|148.0.131.204/VPLS:29129
78.23.44.28/1/0/2/2|78.23.44.28/VPLS:17349
12.123.80.214/0/0/8/6004|12.123.80.214/VPLS:27972
8.8.0.190/5/0/0/3|8.8.0.190/VPLS:62892
149.0.3.196/0/0/8/6009|149.0.3.196/L2CKT:27566
150.0.0.168/5/1/6/6031|150.0.0.168/VPWS:26211
149.4.64.6/3/0/4/1|149.4.64.6/VPLS:31047
12.82.0.53/3/0/0/1|12.82.0.53/VPLS:52140
143.0.68.184/0/1/6/6032|143.0.68.184/VPLS:30667
143.0.68.184/0/1/6/6022|143.0.68.184/VPWS:30454
149.0.3.222/4/0/6/6001|149.0.3.222/L2CKT:28111
149.0.3.222/5/0/9/6001|149.0.3.222/VPLS:28750
143.0.68.248/4/0/0/6009|143.0.68.248/VPLS:31743
8.8.0.239/3/0/0/1|8.8.0.239/VPWS:63606
150.0.0.215/0/0/0/6009|150.0.0.215/VPWS:27971
143.0.68.248/4/0/0/6005|143.0.68.248/L2CKT:31636
143.0.68.172/3/0/0/6001|143.0.68.172/VPWS:31809
149.0.3.222/1/2/0/6001|149.0.3.222/L2CKT:27933
149.0.3.244/3/0/3/6002|149.0.3.244/VPWS:27558
10.0.36.72/5/0/0/1|10.0.36.72/VPLS:23000
10.144.0.137/3/0/4/6001|10.144.0.137/L2CKT:30403
149.0.3.203/1/0/0/6005|149.0.3.203/VPLS:28009
149.0.3.198/2/0/2/6001|149.0.3.198/VPWS:27516
149.0.3.196/5/0/9/6000|149.0.3.196/VPLS:27998
143.0.68.169/1/0/1/6009|143.0.68.169/VPWS:28489
78.23.44.28/1/0/3/4|78.23.44.28/VPLS:18446
12.122.72.115/2/0/0/9|12.122.72.115/VPLS:20932
149.4.64.2/0/0/5/1|149.4.64.2/VPWS:28542
150.0.0.215/0/0/0/6014|150.0.0.215/VPWS:28375
8.8.0.172/5/0/2/3|8.8.0.172/L2CKT:62734
10.144.0.155/1/2/4/6001|10.144.0.155/L2CKT:32187
150.0.0.168/5/1/6/6016|150.0.0.168/VPWS:25899
10.0.36.72/11/0/0/1|10.0.36.72/VPLS:23238
148.0.131.182/4/1/6/6028|148.0.131.182/VPWS:23750
10.0.36.73/11/0/0/1|10.0.36.73/VPLS:23217
143.0.68.43/0/0/0/6001|143.0.68.43/VPWS:25815
8.8.0.154/3/1/0/3|8.8.0.154/L2CKT:62505
8.8.0.172/5/0/0/8|8.8.0.172/L2CKT:62523
143.0.24.237/0/0/5/6001|143.0.24.237/VPLS:32722
12.123.80.212/2/0/5/6002|12.123.80.212/VPLS:27875
10.144.0.147/1/0/0/6003|10.144.0.147/VPWS:26846
143.0.68.244/7/0/0/6011|143.0.68.244/VPWS:29491
10.0.40.33/5/2/2/1|10.0.40.33/VPWS:28372
143.0.68.212/0/0/5/6008|143.0.68.212/VPLS:29056
12.122.72.115/1/0/2/2|12.122.72.115/VPLS:19149
150.0.0.232/0/0/1/6022|150.0.0.232/VPLS:26466
148.0.131.204/5/0/0/6080|148.0.131.204/VPWS:29491
10.144.0.62/7/2/0/1|10.144.0.62/VPLS:22507
12.123.80.212/2/1/3/6007|12.123.80.212/VPLS:22473
143.0.68.230/5/1/0/6013|143.0.68.230/VPWS:29034
149.9.0.27/0/0/4/6006|149.9.0.27/VPLS:25993
12.123.80.188/0/0/2/6000|12.123.80.188/VPLS:21894
12.123.80.27/2/0/3/6012|12.123.80.27/VPLS:22691
8.8.0.154/3/1/0/13|8.8.0.154/L2CKT:63242
143.0.68.170/4/0/0/6009|143.0.68.170/VPLS:29717
10.144.0.137/1/2/9/6014|10.144.0.137/L2CKT:32687
143.0.68.170/4/0/0/6011|143.0.68.170/VPWS:29745
143.0.68.168/7/0/1/6002|143.0.68.168/VPWS:28885
12.80.72.28/0/0/2/1|12.80.72.28/VPLS:52214
10.144.0.154/2/0/0/6000|10.144.0.154/VPWS:25014
149.0.3.135/0/0/0/6000|149.0.3.135/VPLS:25537
143.0.68.242/3/0/3/6000|143.0.68.242/VPLS:31673
143.0.68.230/5/1/0/6026|143.0.68.230/VPLS:29129
12.122.72.112/1/3/4/3|12.122.72.112/VPLS:18848
10.144.0.137/1/3/5/2023|10.144.0.137/L2CKT:2351
143.0.68.242/5/0/0/6017|143.0.68.242/L2CKT:32445
143.0.68.241/4/0/1/6000|143.0.68.241/VPWS:29274
12.123.80.197/0/0/2/6000|12.123.80.197/L2CKT:22013
10.144.0.155/5/2/9/6000|10.144.0.155/VPLS:32454
12.123.80.214/4/1/9/6002|12.123.80.214/VPWS:22440
12.80.72.123/0/3/3/1|12.80.72.123/VPLS:52669
143.0.68.184/0/0/0/6005|143.0.68.184/VPLS:28628
143.0.68.203/0/0/0/6000|143.0.68.203/VPWS:28704
149.0.3.222/2/2/0/6000|149.0.3.222/VPLS:27975
149.0.3.196/4/0/0/6001|149.0.3.196/VPLS:32270
143.0.68.184/0/1/6/6013|143.0.68.184/VPWS:30194
149.4.64.5/1/2/6/4|149.4.64.5/VPLS:30580
143.0.68.55/0/0/0/6000|143.0.68.55/VPLS:25862
10.144.0.137/1/3/5/6037|10.144.0.137/VPLS:24054
10.144.0.147/5/3/0/6002|10.144.0.147/VPLS:26734
143.0.68.242/5/0/0/6038|143.0.68.242/VPLS:32819
148.0.131.204/5/0/0/6166|148.0.131.204/VPWS:30080
143.0.68.184/0/1/6/6024|143.0.68.184/VPLS:30491
149.9.0.27/2/0/0/6020|149.9.0.27/VPWS:25860
10.144.0.137/1/1/1/6014|10.144.0.137/VPLS:23829
149.0.3.222/4/0/7/6000|149.0.3.222/VPLS:28293
149.0.3.244/3/0/3/6004|149.0.3.244/VPWS:27171
149.0.3.194/4/1/0/6000|149.0.3.194/VPLS:27567
143.0.68.170/4/0/0/6008|143.0.68.170/VPWS:29703
10.144.0.137/3/0/7/6001|10.144.0.137/VPWS:27177
148.0.131.239/5/0/0/6053|148.0.131.239/VPLS:29325
12.122.72.115/2/0/0/6|12.122.72.115/VPLS:20932
143.0.68.169/1/0/1/6001|143.0.68.169/VPLS:28384
150.0.0.215/0/0/0/6001|150.0.0.215/VPLS:25343
143.0.68.242/5/0/0/6012|143.0.68.242/VPLS:32393
148.0.131.182/4/1/6/6025|148.0.131.182/VPWS:23737
149.9.0.27/0/0/0/6007|149.9.0.27/VPLS:25611
10.144.0.137/1/2/9/6001|10.144.0.137/VPLS:29987
78.23.44.28/1/2/4/3|78.23.44.28/VPLS:18446
143.0.68.184/0/0/5/6016|143.0.68.184/VPWS:29107
148.0.131.239/5/0/0/6071|148.0.131.239/VPWS:29188
143.0.68.184/0/1/6/6030|143.0.68.184/VPWS:30619
10.144.0.155/1/3/1/6000|10.144.0.155/VPLS:32454
8.8.0.190/5/0/0/6|8.8.0.190/L2CKT:63281
143.0.24.148/4/0/9/6020|143.0.24.148/VPWS:32048
143.0.68.240/5/0/0/6001|143.0.68.240/VPLS:31584
143.0.68.230/5/1/0/6022|143.0.68.230/VPLS:29108
143.0.68.170/4/0/0/6000|143.0.68.170/VPLS:29389
149.0.3.202/0/0/0/6006|149.0.3.202/VPWS:28010
143.0.68.46/0/0/0/6007|143.0.68.46/VPLS:25808
149.0.3.196/0/0/8/6007|149.0.3.196/VPWS:27558
10.0.38.74/1/0/0/6001|10.0.38.74/VPLS:27243
8.8.0.172/5/0/5/1|8.8.0.172/L2CKT:62681
143.0.24.148/4/0/9/6008|143.0.24.148/VPWS:31809
143.0.68.55/0/0/0/6006|143.0.68.55/VPWS:25872
12.122.72.115/1/0/2/3|12.122.72.115/VPLS:19149
149.0.3.202/0/0/0/6008|149.0.3.202/VPLS:28030
10.144.0.137/5/0/2/6015|10.144.0.137/VPLS:31302
78.23.44.28/1/1/1/2|78.23.44.28/VPLS:18446
150.0.0.215/0/0/0/6019|150.0.0.215/VPWS:28459
10.144.0.136/0/3/2/6008|10.144.0.136/VPLS:31302
148.0.131.182/4/1/6/6033|148.0.131.182/VPLS:23762
148.0.131.182/4/1/6/6037|148.0.131.182/VPLS:23780
148.0.131.239/5/0/0/6063|148.0.131.239/VPLS:29360
148.0.131.182/4/1/6/6003|148.0.131.182/VPWS:23474
10.144.0.65/3/2/0/6000|10.144.0.65/VPLS:30355
78.23.44.28/0/2/3/67|78.23.44.28/VPLS:17351
8.8.0.242/0/0/1/6003|8.8.0.242/132456
149.0.3.222/5/0/2/6005|149.0.3.222/VPWS:27757
72.44.12.28/0/0/0/44|72.44.12.28/VPLS:17354
143.0.68.110/2/0/5/6001|143.0.68.110/VPWS:30372
12.123.80.46/1/0/5/6006|12.123.80.46/VPWS:22474
10.144.0.154/2/0/3/6000|10.144.0.154/L2CKT:32037
10.0.38.74/1/0/0/6004|10.0.38.74/VPWS:27270
10.144.0.155/1/3/0/6004|10.144.0.155/VPWS:32101
10.144.0.137/1/0/7/6009|10.144.0.137/VPLS:30784
143.0.68.172/3/0/0/6012|143.0.68.172/VPLS:32049
149.9.0.6/0/1/0/6012|149.9.0.6/VPLS:26057
10.144.0.116/1/2/3/2|10.144.0.116/VPLS:28780
148.0.131.182/4/1/6/6013|148.0.131.182/VPWS:23678
12.123.80.212/2/1/3/6004|12.123.80.212/VPLS:22461
150.0.0.168/5/1/6/6002|150.0.0.168/VPWS:25656
143.0.68.230/5/1/0/6033|143.0.68.230/VPWS:29198
148.0.131.182/4/1/6/6040|148.0.131.182/VPWS:23816
12.122.72.115/0/0/2/1|12.122.72.115/VPLS:18960
150.0.0.215/0/0/0/6016|150.0.0.215/VPWS:28385
10.204.76.1/4/0/3/1|10.204.76.1/VPWS:27648
10.0.32.64/0/2/8/2|10.0.32.64/VPLS:20118
148.0.131.182/4/1/6/6038|148.0.131.182/VPLS:23813
149.9.0.27/1/0/0/6003|149.9.0.27/VPWS:25772
10.144.0.147/1/2/6/6006|10.144.0.147/VPLS:32228
10.144.0.62/9/1/7/7|10.144.0.62/VPWS:20845
149.4.64.12/0/0/4/1|149.4.64.12/VPLS:31317
10.144.0.137/1/1/5/6010|10.144.0.137/VPWS:30828
10.144.0.136/0/3/2/6004|10.144.0.136/VPWS:28767
148.0.131.239/5/0/0/6051|148.0.131.239/VPLS:29129
12.123.80.17/2/0/8/6001|12.123.80.17/VPLS:20554
149.0.3.196/0/0/9/6006|149.0.3.196/VPLS:27536
143.0.68.43/0/0/0/6000|143.0.68.43/VPWS:25814
143.0.68.242/5/0/0/6011|143.0.68.242/L2CKT:32310
149.4.64.12/3/0/0/3|149.4.64.12/VPLS:29265
143.0.68.43/0/0/0/6004|143.0.68.43/VPLS:25862
143.0.68.170/4/0/0/6002|143.0.68.170/VPLS:29534
148.0.0.32/2/0/0/3|148.0.0.32/VPLS:29072
12.123.80.212/0/0/7/6005|12.123.80.212/VPLS:22142
143.0.68.184/0/0/2/6006|143.0.68.184/L2CKT:28613
143.0.68.213/4/0/1/6005|143.0.68.213/VPLS:29056
149.9.0.27/2/0/0/6022|149.9.0.27/L2CKT:25861
149.4.64.12/3/0/0/2|149.4.64.12/VPLS:29265
10.144.0.137/1/3/5/6057|10.144.0.137/VPLS:26766
149.4.64.5/0/3/3/6|149.4.64.5/VPLS:30588
150.0.0.23/5/0/1/6009|150.0.0.23/VPWS:28900
143.0.68.55/0/0/0/6002|143.0.68.55/VPLS:25864
12.82.0.53/3/0/0/3|12.82.0.53/VPLS:52179
149.0.3.196/0/0/8/6003|149.0.3.196/L2CKT:27535
12.123.80.27/2/0/3/6022|12.123.80.27/VPLS:22830
10.144.0.154/1/2/4/6022|10.144.0.154/VPWS:32385
148.0.131.204/5/0/0/6130|148.0.131.204/VPLS:29677
8.8.0.242/0/0/1/6006|8.8.0.242/521
10.144.0.137/1/3/5/6086|10.144.0.137/VPWS:29897
78.23.44.28/1/1/4/2|78.23.44.28/VPLS:18446
143.0.68.169/1/0/1/6008|143.0.68.169/VPLS:28474
143.0.24.148/4/0/9/6002|143.0.24.148/VPWS:31780
143.0.68.230/5/1/0/6044|143.0.68.230/VPLS:28849
10.0.38.74/1/0/0/6006|10.0.38.74/VPWS:27280
143.0.68.168/2/0/0/6002|143.0.68.168/VPLS:32020
149.9.0.6/0/1/0/6008|149.9.0.6/VPWS:25692
149.9.0.27/2/0/0/6017|149.9.0.27/VPLS:25841
10.144.0.136/0/3/2/6009|10.144.0.136/L2CKT:31322
143.0.68.184/0/0/5/6033|143.0.68.184/VPLS:29684
148.0.131.204/5/0/0/6128|148.0.131.204/VPLS:29676
149.0.3.128/5/0/0/6013|149.0.3.128/VPLS:25585
8.8.0.242/0/0/1/6004|8.8.0.242/157
8.8.0.154/0/1/4/3|8.8.0.154/VPLS:63082
78.23.44.28/1/2/4/2|78.23.44.28/VPLS:18446
10.144.0.147/4/3/9/6002|10.144.0.147/VPWS:30785
10.144.0.136/5/2/0/6016|10.144.0.136/L2CKT:31322
10.144.0.154/2/0/4/6002|10.144.0.154/L2CKT:32871
148.0.131.204/5/0/0/6100|148.0.131.204/VPLS:29571
149.4.64.2/3/0/0/1|149.4.64.2/VPLS:31366
148.0.131.204/5/0/0/6040|148.0.131.204/VPWS:29062
8.8.0.172/5/0/0/10|8.8.0.172/123:345
143.0.68.214/1/0/3/6002|143.0.68.214/VPLS:28848
8.8.0.172/5/0/0/9|8.8.0.172/L2CKT:62523
149.4.64.12/3/0/0/1|149.4.64.12/VPLS:29265
143.0.68.184/0/1/6/6002|143.0.68.184/VPWS:30098
78.23.44.28/0/3/4/81|78.23.44.28/VPLS:17354
