@rel(Composed_Of)
@from(PE_Card)key|@to(PE_PPort)key
12.82.58.3/7/3|12.82.58.3/7/3/0
12.82.80.24/3/1|12.82.80.24/3/1/9
12.82.76.29/9/1|12.82.76.29/9/1/0
12.122.127.48/3/3|12.122.127.48/3/3/0
150.0.0.59/0/3|150.0.0.59/0/3/0
172.23.132.97/0/0|172.23.132.97/0/0/0
149.0.3.222/2/0|149.0.3.222/2/0/1
12.82.72.30/2/0|12.82.72.30/2/0/9
12.82.8.71/8/2|12.82.8.71/8/2/0
165.87.208.16/7/0|165.87.208.16/7/0/1
1.2.3.4/1/3|1.2.3.4/1/3/9
12.82.40.123/10/1|12.82.40.123/10/1/7
12.82.8.56/2/0|12.82.8.56/2/0/0
12.82.78.27/5/0|12.82.78.27/5/0/1
12.122.215.10/4/3|12.122.215.10/4/3/0
12.122.127.5/3/1|12.122.127.5/3/1/0
12.122.83.40/4/0|12.122.83.40/4/0/4
12.82.0.1/7/0|12.82.0.1/7/0/5
32.12.1.1/3/3|32.12.1.1/3/3/2
12.122.122.49/0/1|12.122.122.49/0/1/0
12.82.74.27/2/2|12.82.74.27/2/2/8
12.82.62.6/10/1|12.82.62.6/10/1/6
12.82.104.20/2/0|12.82.104.20/2/0/6
12.122.122.94/3/3|12.122.122.94/3/3/9
12.82.8.10/2/0|12.82.8.10/2/0/3
12.80.0.209/4/1|12.80.0.209/4/1/0
12.82.0.1/3/3|12.82.0.1/3/3/6
12.82.94.18/5/3|12.82.94.18/5/3/5
12.82.76.21/7/0|12.82.76.21/7/0/0
12.122.120.5/5/1|12.122.120.5/5/1/0
12.82.48.1/1/3|12.82.48.1/1/3/7
12.82.114.20/3/0|12.82.114.20/3/0/9
12.82.8.82/5/1|12.82.8.82/5/1/7
12.83.165.224/5/0|12.83.165.224/5/0/0
12.82.120.137/1/1|12.82.120.137/1/1/3
12.122.121.139/11/3|12.122.121.139/11/3/0
12.83.165.231/0/0|12.83.165.231/0/0/1
12.82.40.97/3/0|12.82.40.97/3/0/6
8.8.0.217/0/0|8.8.0.217/0/0/3
1.2.3.4/10/1|1.2.3.4/10/1/8
12.82.24.49/2/3|12.82.24.49/2/3/5
12.82.40.149/1/0|12.82.40.149/1/0/8
12.82.62.6/11/2|12.82.62.6/11/2/0
12.82.40.99/3/2|12.82.40.99/3/2/1
12.82.8.81/5/0|12.82.8.81/5/0/5
12.82.66.26/3/0|12.82.66.26/3/0/3
12.82.127.3/1/0|12.82.127.3/1/0/8
12.82.66.24/2/1|12.82.66.24/2/1/2
12.82.90.13/5/2|12.82.90.13/5/2/3
12.82.16.89/3/1|12.82.16.89/3/1/2
12.82.8.76/8/2|12.82.8.76/8/2/0
12.82.78.27/5/1|12.82.78.27/5/1/6
12.82.148.11/10/1|12.82.148.11/10/1/6
12.82.78.28/3/0|12.82.78.28/3/0/0
12.82.100.8/9/0|12.82.100.8/9/0/2
12.82.0.53/2/0|12.82.0.53/2/0/4
12.82.0.115/1/0|12.82.0.115/1/0/0
12.82.118.9/3/1|12.82.118.9/3/1/7
12.82.125.192/3/0|12.82.125.192/3/0/0
12.82.24.123/8/1|12.82.24.123/8/1/8
12.82.125.135/9/0|12.82.125.135/9/0/0
12.82.8.81/5/0|12.82.8.81/5/0/3
12.82.96.19/3/1|12.82.96.19/3/1/8
12.82.66.30/10/0|12.82.66.30/10/0/9
12.122.122.73/3/0|12.122.122.73/3/0/6
12.82.16.61/2/1|12.82.16.61/2/1/3
12.82.16.78/1/1|12.82.16.78/1/1/5
12.122.120.233/4/1|12.122.120.233/4/1/4
12.82.40.110/8/3|12.82.40.110/8/3/0
12.82.0.53/3/0|12.82.0.53/3/0/2
12.82.94.25/2/0|12.82.94.25/2/0/5
12.123.80.117/1/0|12.123.80.117/1/0/3
12.82.120.137/1/1|12.82.120.137/1/1/9
12.82.118.10/2/1|12.82.118.10/2/1/2
12.82.116.2/10/2|12.82.116.2/10/2/9
12.122.122.94/3/2|12.122.122.94/3/2/0
12.122.122.204/0/2|12.122.122.204/0/2/0
12.82.48.64/8/2|12.82.48.64/8/2/0
12.82.24.63/1/2|12.82.24.63/1/2/9
12.82.76.24/5/0|12.82.76.24/5/0/6
12.82.114.13/5/0|12.82.114.13/5/0/7
12.82.68.1/10/1|12.82.68.1/10/1/4
12.122.119.192/4/2|12.122.119.192/4/2/0
12.82.109.5/2/1|12.82.109.5/2/1/1
12.82.40.99/9/0|12.82.40.99/9/0/7
12.82.66.1/8/0|12.82.66.1/8/0/4
12.122.120.231/6/3|12.122.120.231/6/3/0
12.122.119.33/3/1|12.122.119.33/3/1/0
12.82.49.74/3/1|12.82.49.74/3/1/0
135.16.241.14/7/0|135.16.241.14/7/0/1
12.82.70.29/2/1|12.82.70.29/2/1/5
12.82.78.10/2/0|12.82.78.10/2/0/7
12.122.120.176/4/2|12.122.120.176/4/2/0
12.82.110.1/10/2|12.82.110.1/10/2/1
12.82.127.129/1/2|12.82.127.129/1/2/1
12.82.0.70/0/2|12.82.0.70/0/2/0
12.82.74.29/2/0|12.82.74.29/2/0/0
12.82.122.1/1/0|12.82.122.1/1/0/0
172.18.196.108/0/0|172.18.196.108/0/0/0
12.82.24.49/4/2|12.82.24.49/4/2/4
12.122.122.89/9/3|12.122.122.89/9/3/0
12.122.122.208/7/0|12.122.122.208/7/0/2
12.82.60.29/2/3|12.82.60.29/2/3/0
12.82.110.4/10/1|12.82.110.4/10/1/7
12.82.40.92/3/1|12.82.40.92/3/1/7
12.82.80.30/2/3|12.82.80.30/2/3/3
12.82.8.71/4/2|12.82.8.71/4/2/2
12.82.90.11/9/3|12.82.90.11/9/3/5
12.82.74.3/2/1|12.82.74.3/2/1/7
12.82.90.23/1/0|12.82.90.23/1/0/3
12.82.110.13/2/3|12.82.110.13/2/3/4
12.82.40.105/3/0|12.82.40.105/3/0/1
12.82.40.104/2/0|12.82.40.104/2/0/3
12.82.82.20/2/1|12.82.82.20/2/1/0
143.0.68.240/4/0|143.0.68.240/4/0/2
12.82.138.17/1/0|12.82.138.17/1/0/8
12.82.24.1/6/3|12.82.24.1/6/3/8
12.82.110.5/1/0|12.82.110.5/1/0/1
12.82.106.6/2/1|12.82.106.6/2/1/1
12.82.0.1/10/1|12.82.0.1/10/1/9
12.82.56.5/2/3|12.82.56.5/2/3/4
12.83.164.185/5/1|12.83.164.185/5/1/0
165.87.210.255/3/0|165.87.210.255/3/0/6
12.122.122.36/0/3|12.122.122.36/0/3/1
12.82.16.64/2/0|12.82.16.64/2/0/3
12.82.56.5/4/1|12.82.56.5/4/1/4
12.82.0.1/1/1|12.82.0.1/1/1/2
12.82.16.50/7/2|12.82.16.50/7/2/0
12.82.16.79/8/1|12.82.16.79/8/1/0
12.82.127.3/0/1|12.82.127.3/0/1/3
12.82.40.98/9/0|12.82.40.98/9/0/8
12.80.0.218/0/2|12.80.0.218/0/2/0
12.82.24.30/8/1|12.82.24.30/8/1/0
12.82.124.129/10/3|12.82.124.129/10/3/9
143.0.68.208/2/0|143.0.68.208/2/0/0
12.122.119.192/0/1|12.122.119.192/0/1/0
10.144.0.137/4/0|10.144.0.137/4/0/0
165.87.24.30/0/2|165.87.24.30/0/2/1
12.82.106.4/5/1|12.82.106.4/5/1/0
12.122.126.121/2/1|12.122.126.121/2/1/4
172.18.196.108/1/1|172.18.196.108/1/1/0
12.82.74.3/2/0|12.82.74.3/2/0/5
12.80.0.207/2/0|12.80.0.207/2/0/5
12.82.124.192/9/3|12.82.124.192/9/3/5
12.122.121.154/3/3|12.122.121.154/3/3/3
12.82.126.196/0/0|12.82.126.196/0/0/7
165.87.210.253/3/1|165.87.210.253/3/1/8
12.82.86.29/9/1|12.82.86.29/9/1/8
12.82.40.92/4/1|12.82.40.92/4/1/6
12.82.32.77/3/1|12.82.32.77/3/1/3
12.82.122.8/10/1|12.82.122.8/10/1/9
12.122.122.58/3/2|12.122.122.58/3/2/3
12.82.55.2/2/0|12.82.55.2/2/0/0
12.82.96.19/3/2|12.82.96.19/3/2/2
12.82.112.1/5/1|12.82.112.1/5/1/0
12.82.102.2/9/1|12.82.102.2/9/1/1
12.82.82.21/3/2|12.82.82.21/3/2/0
12.82.24.50/3/1|12.82.24.50/3/1/2
12.82.32.96/4/1|12.82.32.96/4/1/5
12.122.120.193/2/1|12.122.120.193/2/1/3
150.0.0.59/2/0|150.0.0.59/2/0/1
12.122.126.122/6/3|12.122.126.122/6/3/0
12.82.24.44/5/2|12.82.24.44/5/2/8
12.122.120.233/4/0|12.122.120.233/4/0/6
12.122.122.227/10/3|12.122.122.227/10/3/0
12.83.164.91/0/0|12.83.164.91/0/0/3
12.82.0.61/9/0|12.82.0.61/9/0/6
149.0.3.222/1/1|149.0.3.222/1/1/1
12.82.102.1/9/0|12.82.102.1/9/0/8
12.82.24.47/5/2|12.82.24.47/5/2/1
32.119.208.124/5/3|32.119.208.124/5/3/1
10.144.0.113/0/2|10.144.0.113/0/2/0
12.82.100.16/2/0|12.82.100.16/2/0/4
12.122.120.232/1/0|12.122.120.232/1/0/0
12.82.56.7/5/0|12.82.56.7/5/0/2
12.82.76.31/2/0|12.82.76.31/2/0/7
12.82.0.54/2/2|12.82.0.54/2/2/7
12.82.108.8/0/1|12.82.108.8/0/1/8
12.82.74.27/2/2|12.82.74.27/2/2/9
12.122.122.32/3/2|12.122.122.32/3/2/1
12.82.110.4/3/0|12.82.110.4/3/0/7
12.82.72.24/5/1|12.82.72.24/5/1/3
12.82.100.2/2/0|12.82.100.2/2/0/9
12.83.165.227/1/0|12.83.165.227/1/0/2
12.82.122.18/7/0|12.82.122.18/7/0/1
12.82.80.19/4/2|12.82.80.19/4/2/0
12.122.122.17/3/3|12.122.122.17/3/3/5
172.23.133.230/7/2|172.23.133.230/7/2/1
12.82.96.27/0/1|12.82.96.27/0/1/0
149.0.3.196/4/0|149.0.3.196/4/0/2
12.82.76.25/4/0|12.82.76.25/4/0/2
12.82.104.14/2/1|12.82.104.14/2/1/8
10.144.0.137/3/2|10.144.0.137/3/2/8
12.82.110.1/3/3|12.82.110.1/3/3/4
12.82.114.13/9/2|12.82.114.13/9/2/6
101.2.1.1/0/0|101.2.1.1/0/0/1
12.82.114.13/9/0|12.82.114.13/9/0/9
12.82.0.48/2/2|12.82.0.48/2/2/1
12.122.119.225/6/3|12.122.119.225/6/3/0
12.122.119.17/0/3|12.122.119.17/0/3/0
12.82.82.16/1/2|12.82.82.16/1/2/1
165.87.210.255/3/2|165.87.210.255/3/2/6
12.82.142.4/0/1|12.82.142.4/0/1/5
12.83.165.164/1/3|12.83.165.164/1/3/0
12.82.80.16/2/2|12.82.80.16/2/2/2
12.82.68.1/2/2|12.82.68.1/2/2/0
12.82.124.129/10/2|12.82.124.129/10/2/8
12.122.122.227/7/0|12.122.122.227/7/0/8
12.82.62.6/3/0|12.82.62.6/3/0/1
12.122.215.67/7/2|12.122.215.67/7/2/0
12.82.56.5/3/0|12.82.56.5/3/0/0
143.0.68.248/0/2|143.0.68.248/0/2/2
12.82.114.4/10/2|12.82.114.4/10/2/0
12.83.164.160/0/1|12.83.164.160/0/1/0
12.82.40.123/3/3|12.82.40.123/3/3/5
149.0.3.243/4/1|149.0.3.243/4/1/0
12.82.125.130/10/0|12.82.125.130/10/0/6
12.82.8.72/2/0|12.82.8.72/2/0/7
12.83.164.224/0/0|12.83.164.224/0/0/0
12.82.66.1/9/3|12.82.66.1/9/3/9
149.9.0.28/5/2|149.9.0.28/5/2/5
12.82.124.192/1/3|12.82.124.192/1/3/3
12.82.0.2/1/0|12.82.0.2/1/0/0
172.30.148.3/7/2|172.30.148.3/7/2/4
12.82.8.54/2/1|12.82.8.54/2/1/4
12.82.126.192/8/3|12.82.126.192/8/3/6
12.82.16.62/5/2|12.82.16.62/5/2/8
12.82.40.114/2/1|12.82.40.114/2/1/9
12.82.70.27/5/1|12.82.70.27/5/1/1
12.82.82.30/2/1|12.82.82.30/2/1/2
12.82.122.15/7/0|12.82.122.15/7/0/0
12.82.116.2/4/2|12.82.116.2/4/2/0
12.82.96.1/2/0|12.82.96.1/2/0/3
12.122.122.153/3/1|12.122.122.153/3/1/2
12.82.80.24/2/3|12.82.80.24/2/3/5
12.82.88.1/2/0|12.82.88.1/2/0/0
12.82.8.90/9/0|12.82.8.90/9/0/0
12.82.114.6/2/2|12.82.114.6/2/2/0
12.82.94.3/3/0|12.82.94.3/3/0/3
12.82.40.149/7/0|12.82.40.149/7/0/0
12.82.0.1/10/3|12.82.0.1/10/3/2
12.82.74.27/2/2|12.82.74.27/2/2/2
12.82.68.1/0/1|12.82.68.1/0/1/0
12.82.24.69/1/1|12.82.24.69/1/1/9
12.122.121.152/0/2|12.122.121.152/0/2/1
12.122.122.162/4/2|12.122.122.162/4/2/9
12.82.60.30/3/2|12.82.60.30/3/2/9
12.82.118.12/9/0|12.82.118.12/9/0/0
12.82.0.78/8/2|12.82.0.78/8/2/0
12.82.40.135/1/2|12.82.40.135/1/2/0
12.82.56.3/3/1|12.82.56.3/3/1/0
12.82.60.28/2/3|12.82.60.28/2/3/0
12.82.80.22/5/0|12.82.80.22/5/0/8
12.122.122.153/4/0|12.122.122.153/4/0/6
1.2.3.4/3/2|1.2.3.4/3/2/1
12.82.74.27/2/0|12.82.74.27/2/0/8
12.82.120.139/1/3|12.82.120.139/1/3/5
150.0.0.20/2/2|150.0.0.20/2/2/0
12.122.121.159/11/0|12.122.121.159/11/0/0
143.0.68.172/4/0|143.0.68.172/4/0/0
12.82.24.66/10/3|12.82.24.66/10/3/9
12.82.104.14/2/1|12.82.104.14/2/1/0
135.16.241.28/4/3|135.16.241.28/4/3/8
12.122.126.253/0/1|12.122.126.253/0/1/0
12.82.90.19/2/0|12.82.90.19/2/0/4
149.8.0.20/3/0|149.8.0.20/3/0/0
12.82.125.128/10/2|12.82.125.128/10/2/9
12.82.68.1/9/1|12.82.68.1/9/1/8
12.82.102.21/9/2|12.82.102.21/9/2/4
12.83.164.194/6/1|12.83.164.194/6/1/0
12.83.165.242/7/1|12.83.165.242/7/1/8
12.122.121.131/0/3|12.122.121.131/0/3/0
12.82.78.12/8/2|12.82.78.12/8/2/0
12.122.126.138/4/1|12.122.126.138/4/1/0
1.2.3.4/3/2|1.2.3.4/3/2/7
12.122.125.141/3/2|12.122.125.141/3/2/0
12.82.24.123/8/3|12.82.24.123/8/3/7
12.82.56.5/2/1|12.82.56.5/2/1/4
12.82.24.45/2/0|12.82.24.45/2/0/1
12.82.116.2/3/1|12.82.116.2/3/1/3
12.82.82.27/3/3|12.82.82.27/3/3/8
12.122.122.56/11/2|12.122.122.56/11/2/0
12.122.122.91/3/2|12.122.122.91/3/2/5
165.87.251.8/5/1|165.87.251.8/5/1/1
12.82.8.56/2/2|12.82.8.56/2/2/5
143.0.24.29/0/3|143.0.24.29/0/3/9
12.82.120.137/1/1|12.82.120.137/1/1/0
12.82.80.23/5/1|12.82.80.23/5/1/2
12.122.122.82/0/0|12.122.122.82/0/0/0
12.82.0.1/3/1|12.82.0.1/3/1/8
12.82.110.5/8/1|12.82.110.5/8/1/0
12.122.122.226/5/1|12.122.122.226/5/1/0
12.122.126.70/1/0|12.122.126.70/1/0/4
143.0.68.242/4/0|143.0.68.242/4/0/6
12.82.8.82/10/3|12.82.8.82/10/3/4
143.0.68.248/0/1|143.0.68.248/0/1/5
32.119.202.248/5/2|32.119.202.248/5/2/1
12.82.80.31/10/0|12.82.80.31/10/0/5
12.123.80.211/0/0|12.123.80.211/0/0/0
12.82.96.30/2/2|12.82.96.30/2/2/7
12.83.165.123/1/2|12.83.165.123/1/2/0
12.82.8.90/9/3|12.82.8.90/9/3/0
12.82.80.22/5/3|12.82.80.22/5/3/1
143.0.68.172/4/0|143.0.68.172/4/0/2
12.82.127.192/3/2|12.82.127.192/3/2/5
12.82.104.20/2/2|12.82.104.20/2/2/9
12.82.0.1/1/2|12.82.0.1/1/2/9
12.82.127.192/3/3|12.82.127.192/3/3/0
12.82.126.128/4/1|12.82.126.128/4/1/0
12.82.0.3/2/3|12.82.0.3/2/3/5
12.82.0.63/2/1|12.82.0.63/2/1/0
32.120.94.254/5/2|32.120.94.254/5/2/0
12.82.16.85/0/0|12.82.16.85/0/0/0
12.82.78.19/10/1|12.82.78.19/10/1/1
1.2.3.4/4/2|1.2.3.4/4/2/0
12.82.100.16/2/1|12.82.100.16/2/1/1
12.82.102.1/7/3|12.82.102.1/7/3/0
12.122.122.26/3/0|12.122.122.26/3/0/4
12.83.165.178/7/1|12.83.165.178/7/1/0
149.9.0.27/1/0|149.9.0.27/1/0/0
12.82.76.23/3/0|12.82.76.23/3/0/6
12.82.0.53/5/0|12.82.0.53/5/0/0
12.82.8.86/2/0|12.82.8.86/2/0/2
12.82.64.22/3/0|12.82.64.22/3/0/0
172.30.150.2/7/3|172.30.150.2/7/3/8
12.82.114.17/2/1|12.82.114.17/2/1/0
12.82.40.97/8/0|12.82.40.97/8/0/9
12.82.82.27/5/1|12.82.82.27/5/1/1
12.82.24.52/5/0|12.82.24.52/5/0/7
12.122.122.162/7/0|12.122.122.162/7/0/3
12.82.102.24/7/0|12.82.102.24/7/0/0
12.82.114.7/10/3|12.82.114.7/10/3/0
1.2.3.4/10/1|1.2.3.4/10/1/5
12.82.16.110/7/0|12.82.16.110/7/0/0
12.82.126.64/10/2|12.82.126.64/10/2/1
12.122.122.58/4/0|12.122.122.58/4/0/1
12.82.48.65/3/2|12.82.48.65/3/2/5
12.82.78.30/2/1|12.82.78.30/2/1/2
12.82.96.22/7/2|12.82.96.22/7/2/0
12.122.122.155/10/1|12.122.122.155/10/1/0
12.82.40.122/3/3|12.82.40.122/3/3/7
12.122.122.207/4/2|12.122.122.207/4/2/1
12.82.120.133/1/2|12.82.120.133/1/2/9
12.82.16.65/0/2|12.82.16.65/0/2/0
12.82.112.3/2/2|12.82.112.3/2/2/9
12.82.24.57/9/0|12.82.24.57/9/0/9
172.30.150.2/7/2|172.30.150.2/7/2/4
12.122.121.159/3/3|12.122.121.159/3/3/0
12.82.118.19/2/0|12.82.118.19/2/0/0
12.82.100.6/2/2|12.82.100.6/2/2/7
12.82.127.192/10/2|12.82.127.192/10/2/2
12.82.16.89/10/3|12.82.16.89/10/3/3
12.82.24.74/11/3|12.82.24.74/11/3/0
165.87.64.43/6/0|165.87.64.43/6/0/2
12.82.64.22/3/2|12.82.64.22/3/2/0
12.82.24.43/9/3|12.82.24.43/9/3/9
12.82.68.1/9/2|12.82.68.1/9/2/4
172.30.128.22/6/2|172.30.128.22/6/2/3
12.82.86.23/4/2|12.82.86.23/4/2/3
12.82.49.68/0/2|12.82.49.68/0/2/4
172.30.128.22/6/2|172.30.128.22/6/2/6
172.30.136.2/7/3|172.30.136.2/7/3/4
12.82.76.25/4/0|12.82.76.25/4/0/1
192.168.119.40/1/3|192.168.119.40/1/3/2
12.82.0.95/4/2|12.82.0.95/4/2/4
12.82.86.21/4/1|12.82.86.21/4/1/9
12.82.90.11/2/2|12.82.90.11/2/2/0
12.82.102.27/2/2|12.82.102.27/2/2/0
12.82.114.17/3/0|12.82.114.17/3/0/9
149.9.0.28/5/0|149.9.0.28/5/0/8
12.122.122.206/3/3|12.122.122.206/3/3/7
12.82.114.23/10/3|12.82.114.23/10/3/9
12.82.118.4/9/1|12.82.118.4/9/1/4
12.82.16.97/3/0|12.82.16.97/3/0/5
12.82.80.31/1/3|12.82.80.31/1/3/5
12.82.114.14/11/2|12.82.114.14/11/2/0
12.82.118.24/3/3|12.82.118.24/3/3/0
165.87.210.255/3/3|165.87.210.255/3/3/1
12.82.102.25/9/0|12.82.102.25/9/0/0
12.82.0.52/2/0|12.82.0.52/2/0/7
12.82.0.61/9/3|12.82.0.61/9/3/6
12.82.40.94/2/2|12.82.40.94/2/2/3
12.82.40.85/2/3|12.82.40.85/2/3/5
12.82.40.88/3/1|12.82.40.88/3/1/8
12.122.120.13/4/2|12.122.120.13/4/2/0
12.82.16.78/3/2|12.82.16.78/3/2/4
12.82.0.93/11/0|12.82.0.93/11/0/0
12.83.165.80/1/0|12.83.165.80/1/0/0
12.82.114.23/1/1|12.82.114.23/1/1/0
12.82.24.32/5/2|12.82.24.32/5/2/3
12.80.0.210/3/2|12.80.0.210/3/2/0
12.122.127.7/1/0|12.122.127.7/1/0/1
12.82.68.1/9/1|12.82.68.1/9/1/3
12.82.0.95/3/3|12.82.0.95/3/3/9
12.82.104.3/2/0|12.82.104.3/2/0/0
12.82.80.31/10/2|12.82.80.31/10/2/2
12.82.100.8/0/1|12.82.100.8/0/1/0
8.8.1.5/0/0|8.8.1.5/0/0/0
12.82.70.27/9/1|12.82.70.27/9/1/4
12.82.0.93/4/1|12.82.0.93/4/1/7
12.82.76.27/3/3|12.82.76.27/3/3/0
12.82.82.27/2/1|12.82.82.27/2/1/4
165.87.65.222/3/2|165.87.65.222/3/2/5
12.82.100.8/3/1|12.82.100.8/3/1/6
165.87.209.107/7/1|165.87.209.107/7/1/0
12.82.100.13/3/0|12.82.100.13/3/0/4
12.82.109.1/1/1|12.82.109.1/1/1/6
12.82.90.30/10/3|12.82.90.30/10/3/3
12.82.120.136/1/2|12.82.120.136/1/2/1
12.82.90.27/8/2|12.82.90.27/8/2/0
12.82.82.26/3/3|12.82.82.26/3/3/1
12.82.118.12/10/0|12.82.118.12/10/0/0
12.122.120.206/3/3|12.122.120.206/3/3/0
12.82.88.27/2/1|12.82.88.27/2/1/8
12.82.127.2/8/2|12.82.127.2/8/2/5
12.82.138.5/0/0|12.82.138.5/0/0/0
12.82.40.142/0/2|12.82.40.142/0/2/1
12.82.96.9/3/0|12.82.96.9/3/0/6
12.122.122.51/1/3|12.122.122.51/1/3/0
165.87.24.38/7/1|165.87.24.38/7/1/3
12.82.24.1/10/3|12.82.24.1/10/3/1
12.82.63.2/3/2|12.82.63.2/3/2/7
12.82.56.8/9/1|12.82.56.8/9/1/7
12.82.60.25/5/2|12.82.60.25/5/2/3
143.0.24.29/2/1|143.0.24.29/2/1/9
12.82.24.50/3/2|12.82.24.50/3/2/1
172.30.136.4/7/2|172.30.136.4/7/2/5
12.122.121.130/3/2|12.122.121.130/3/2/1
12.122.122.68/9/2|12.122.122.68/9/2/0
12.122.122.226/3/3|12.122.122.226/3/3/1
12.82.117.28/1/1|12.82.117.28/1/1/6
12.82.118.12/10/2|12.82.118.12/10/2/9
12.123.80.207/0/0|12.123.80.207/0/0/2
12.82.8.65/2/0|12.82.8.65/2/0/2
12.82.104.28/2/0|12.82.104.28/2/0/2
12.82.16.96/1/0|12.82.16.96/1/0/0
32.119.212.254/5/2|32.119.212.254/5/2/3
12.82.120.145/1/0|12.82.120.145/1/0/3
150.0.0.119/0/0|150.0.0.119/0/0/0
143.0.68.80/3/0|143.0.68.80/3/0/0
12.82.0.1/7/0|12.82.0.1/7/0/7
12.82.125.192/1/2|12.82.125.192/1/2/0
12.82.0.93/3/1|12.82.0.93/3/1/8
12.82.40.118/5/0|12.82.40.118/5/0/6
165.87.210.255/3/0|165.87.210.255/3/0/4
32.12.1.1/4/3|32.12.1.1/4/3/0
12.82.8.66/2/3|12.82.8.66/2/3/4
12.122.122.51/4/0|12.122.122.51/4/0/6
12.82.40.132/0/0|12.82.40.132/0/0/0
12.82.102.2/9/2|12.82.102.2/9/2/6
12.82.70.29/2/0|12.82.70.29/2/0/6
12.82.117.28/1/2|12.82.117.28/1/2/6
12.82.100.8/10/0|12.82.100.8/10/0/6
12.82.125.130/10/2|12.82.125.130/10/2/2
12.82.118.10/3/0|12.82.118.10/3/0/4
12.82.24.65/3/1|12.82.24.65/3/1/1
12.82.48.200/0/2|12.82.48.200/0/2/5
12.82.24.65/4/0|12.82.24.65/4/0/2
12.82.0.125/0/0|12.82.0.125/0/0/0
12.122.122.72/3/2|12.122.122.72/3/2/2
12.82.16.70/1/1|12.82.16.70/1/1/8
12.82.8.82/5/3|12.82.8.82/5/3/5
12.82.108.4/9/1|12.82.108.4/9/1/3
12.82.90.30/5/2|12.82.90.30/5/2/7
12.82.16.78/9/3|12.82.16.78/9/3/2
12.82.58.2/2/1|12.82.58.2/2/1/4
12.82.86.26/9/0|12.82.86.26/9/0/4
12.82.94.15/2/1|12.82.94.15/2/1/0
12.82.40.93/2/2|12.82.40.93/2/2/5
12.82.32.73/2/1|12.82.32.73/2/1/9
12.82.0.93/4/0|12.82.0.93/4/0/3
12.82.40.123/3/2|12.82.40.123/3/2/1
12.82.102.1/1/2|12.82.102.1/1/2/2
12.122.126.105/1/2|12.122.126.105/1/2/0
12.82.56.6/3/1|12.82.56.6/3/1/4
12.82.100.9/2/0|12.82.100.9/2/0/0
12.82.116.2/3/2|12.82.116.2/3/2/4
12.82.40.88/3/2|12.82.40.88/3/2/5
12.122.122.172/3/0|12.122.122.172/3/0/0
165.87.210.254/3/0|165.87.210.254/3/0/7
172.26.5.230/7/3|172.26.5.230/7/3/4
12.82.118.2/4/0|12.82.118.2/4/0/4
12.82.96.19/4/1|12.82.96.19/4/1/3
143.0.24.237/0/0|143.0.24.237/0/0/5
12.82.40.98/5/1|12.82.40.98/5/1/4
12.82.110.5/6/0|12.82.110.5/6/0/9
12.82.63.3/4/1|12.82.63.3/4/1/0
12.82.58.2/2/1|12.82.58.2/2/1/8
12.82.40.7/2/0|12.82.40.7/2/0/3
12.82.90.11/10/2|12.82.90.11/10/2/2
12.122.124.98/7/3|12.122.124.98/7/3/0
12.82.86.23/4/3|12.82.86.23/4/3/2
12.82.16.78/9/0|12.82.16.78/9/0/6
12.82.0.50/2/1|12.82.0.50/2/1/2
12.82.66.26/2/2|12.82.66.26/2/2/5
12.82.40.138/0/0|12.82.40.138/0/0/0
12.82.114.10/1/2|12.82.114.10/1/2/0
12.82.0.59/2/1|12.82.0.59/2/1/6
12.82.56.6/10/3|12.82.56.6/10/3/7
12.82.16.78/11/3|12.82.16.78/11/3/0
12.82.56.3/2/3|12.82.56.3/2/3/0
12.82.125.130/9/0|12.82.125.130/9/0/1
12.82.78.28/2/1|12.82.78.28/2/1/9
12.82.82.23/2/3|12.82.82.23/2/3/0
12.122.215.56/3/3|12.122.215.56/3/3/0
12.82.118.10/3/3|12.82.118.10/3/3/2
12.122.122.132/7/0|12.122.122.132/7/0/8
12.82.114.23/5/3|12.82.114.23/5/3/9
12.82.126.128/3/3|12.82.126.128/3/3/8
149.0.3.228/4/0|149.0.3.228/4/0/1
12.122.126.13/1/0|12.122.126.13/1/0/0
12.82.78.27/5/2|12.82.78.27/5/2/0
32.119.179.177/7/1|32.119.179.177/7/1/1
165.87.208.16/7/0|165.87.208.16/7/0/0
12.82.76.28/2/1|12.82.76.28/2/1/8
12.82.94.17/5/3|12.82.94.17/5/3/0
12.82.16.80/2/2|12.82.16.80/2/2/3
12.83.165.251/3/1|12.83.165.251/3/1/0
12.122.215.63/7/2|12.122.215.63/7/2/0
172.30.174.7/7/1|172.30.174.7/7/1/5
12.82.0.61/8/0|12.82.0.61/8/0/5
12.82.8.70/2/3|12.82.8.70/2/3/0
12.82.118.4/10/3|12.82.118.4/10/3/5
12.82.110.13/2/0|12.82.110.13/2/0/5
12.82.0.69/7/0|12.82.0.69/7/0/0
12.82.118.22/3/0|12.82.118.22/3/0/1
12.82.127.128/3/2|12.82.127.128/3/2/6
12.82.24.52/5/1|12.82.24.52/5/1/1
12.82.16.64/2/2|12.82.16.64/2/2/9
12.82.0.42/2/1|12.82.0.42/2/1/8
165.87.253.142/7/0|165.87.253.142/7/0/1
12.82.24.57/9/1|12.82.24.57/9/1/2
12.82.127.2/8/1|12.82.127.2/8/1/4
12.122.122.139/3/3|12.122.122.139/3/3/7
12.83.165.136/1/0|12.83.165.136/1/0/0
12.82.80.24/2/3|12.82.80.24/2/3/4
12.82.24.30/9/0|12.82.24.30/9/0/7
