@rel(Composed_Of)
@from(PE_Card)key|@to(PE_PPort)key
12.82.32.77/3/3|12.82.32.77/3/3/6
12.82.82.25/2/0|12.82.82.25/2/0/0
172.30.128.22/7/2|172.30.128.22/7/2/8
143.0.68.242/4/0|143.0.68.242/4/0/8
149.0.3.222/5/1|149.0.3.222/5/1/6
12.82.106.3/5/2|12.82.106.3/5/2/8
12.82.146.18/1/0|12.82.146.18/1/0/0
12.82.118.25/2/1|12.82.118.25/2/1/2
12.122.122.161/0/2|12.122.122.161/0/2/0
12.82.66.27/2/0|12.82.66.27/2/0/7
12.82.16.65/1/0|12.82.16.65/1/0/0
172.30.128.22/7/0|172.30.128.22/7/0/2
10.0.38.120/4/0|10.0.38.120/4/0/1
12.82.0.63/10/0|12.82.0.63/10/0/6
149.9.0.14/3/0|149.9.0.14/3/0/1
12.82.0.44/3/0|12.82.0.44/3/0/1
12.82.118.22/3/0|12.82.118.22/3/0/5
12.82.82.21/2/3|12.82.82.21/2/3/7
101.2.1.1/0/1|101.2.1.1/0/1/5
12.82.102.1/10/2|12.82.102.1/10/2/3
12.82.66.20/3/2|12.82.66.20/3/2/5
12.83.165.178/5/1|12.83.165.178/5/1/5
12.80.72.52/0/0|12.80.72.52/0/0/0
12.82.68.1/10/2|12.82.68.1/10/2/3
165.87.210.254/3/1|165.87.210.254/3/1/9
12.82.127.129/3/0|12.82.127.129/3/0/2
12.82.24.27/4/0|12.82.24.27/4/0/2
12.122.121.8/0/3|12.122.121.8/0/3/5
12.122.121.139/3/3|12.122.121.139/3/3/9
165.87.245.224/7/0|165.87.245.224/7/0/3
150.0.0.167/1/0|150.0.0.167/1/0/5
12.122.119.18/0/3|12.122.119.18/0/3/0
12.82.124.65/10/2|12.82.124.65/10/2/5
12.82.0.53/2/0|12.82.0.53/2/0/7
12.82.120.136/1/0|12.82.120.136/1/0/2
12.82.72.27/2/0|12.82.72.27/2/0/2
12.82.0.59/2/3|12.82.0.59/2/3/0
143.0.68.99/4/0|143.0.68.99/4/0/0
143.0.24.195/2/0|143.0.24.195/2/0/0
12.82.78.1/9/0|12.82.78.1/9/0/8
12.82.102.22/5/2|12.82.102.22/5/2/0
12.82.16.81/2/3|12.82.16.81/2/3/1
12.82.114.22/9/1|12.82.114.22/9/1/5
12.82.48.197/0/3|12.82.48.197/0/3/5
12.82.118.9/8/2|12.82.118.9/8/2/3
12.82.98.13/2/2|12.82.98.13/2/2/5
12.122.122.178/0/1|12.122.122.178/0/1/1
12.82.64.10/3/2|12.82.64.10/3/2/8
12.82.53.2/7/0|12.82.53.2/7/0/0
12.82.16.97/2/2|12.82.16.97/2/2/3
12.82.63.7/6/1|12.82.63.7/6/1/0
32.119.121.116/7/0|32.119.121.116/7/0/0
12.82.114.4/4/2|12.82.114.4/4/2/2
12.82.24.44/5/1|12.82.24.44/5/1/8
12.82.126.192/3/1|12.82.126.192/3/1/5
12.122.122.61/11/3|12.122.122.61/11/3/0
12.82.40.122/10/0|12.82.40.122/10/0/9
12.82.56.6/3/2|12.82.56.6/3/2/1
12.82.60.30/10/0|12.82.60.30/10/0/3
165.87.208.33/2/2|165.87.208.33/2/2/0
12.82.124.192/1/0|12.82.124.192/1/0/4
12.82.58.3/9/0|12.82.58.3/9/0/8
12.82.0.3/5/3|12.82.0.3/5/3/0
172.30.172.3/7/1|172.30.172.3/7/1/7
12.122.126.105/7/2|12.122.126.105/7/2/0
12.122.215.17/3/3|12.122.215.17/3/3/0
12.82.70.29/2/3|12.82.70.29/2/3/6
12.82.118.24/3/1|12.82.118.24/3/1/2
12.82.24.65/9/2|12.82.24.65/9/2/3
12.122.121.138/11/3|12.122.121.138/11/3/0
12.82.16.78/5/3|12.82.16.78/5/3/6
12.122.126.123/1/1|12.122.126.123/1/1/0
12.83.164.120/1/3|12.83.164.120/1/3/2
12.82.124.64/3/1|12.82.124.64/3/1/6
12.82.66.1/8/1|12.82.66.1/8/1/7
12.82.114.3/2/0|12.82.114.3/2/0/8
12.82.127.129/8/0|12.82.127.129/8/0/7
12.82.32.77/3/2|12.82.32.77/3/2/5
12.82.74.27/2/0|12.82.74.27/2/0/6
12.82.127.128/3/1|12.82.127.128/3/1/3
12.82.100.6/2/1|12.82.100.6/2/1/1
12.122.122.132/4/3|12.122.122.132/4/3/0
12.82.58.3/5/0|12.82.58.3/5/0/5
12.82.63.2/5/1|12.82.63.2/5/1/5
12.82.80.14/2/3|12.82.80.14/2/3/0
12.82.148.11/10/2|12.82.148.11/10/2/7
12.82.104.21/4/0|12.82.104.21/4/0/5
12.82.92.30/3/1|12.82.92.30/3/1/4
12.122.83.155/3/2|12.122.83.155/3/2/0
12.82.72.20/5/0|12.82.72.20/5/0/9
12.122.119.7/1/1|12.122.119.7/1/1/0
12.82.70.28/5/0|12.82.70.28/5/0/7
172.21.197.232/7/2|172.21.197.232/7/2/1
12.82.49.74/0/2|12.82.49.74/0/2/3
12.123.80.119/0/0|12.123.80.119/0/0/3
12.82.100.9/0/0|12.82.100.9/0/0/0
12.82.92.30/3/3|12.82.92.30/3/3/6
12.82.102.21/1/3|12.82.102.21/1/3/9
172.19.69.230/7/3|172.19.69.230/7/3/4
172.23.133.232/7/2|172.23.133.232/7/2/2
12.82.86.26/9/1|12.82.86.26/9/1/5
12.82.127.128/4/3|12.82.127.128/4/3/6
12.82.80.22/5/2|12.82.80.22/5/2/8
12.82.127.128/3/3|12.82.127.128/3/3/6
12.82.66.30/10/3|12.82.66.30/10/3/5
12.122.127.141/3/3|12.122.127.141/3/3/0
12.82.0.58/0/0|12.82.0.58/0/0/2
12.82.24.32/5/2|12.82.24.32/5/2/6
12.82.125.192/9/1|12.82.125.192/9/1/7
12.83.165.16/7/0|12.83.165.16/7/0/0
143.0.68.229/1/0|143.0.68.229/1/0/4
12.82.110.4/1/2|12.82.110.4/1/2/4
12.122.122.79/11/3|12.122.122.79/11/3/0
12.82.142.4/1/2|12.82.142.4/1/2/7
12.82.144.7/0/0|12.82.144.7/0/0/0
12.82.24.123/7/3|12.82.24.123/7/3/4
12.82.74.2/3/0|12.82.74.2/3/0/8
12.82.58.4/1/0|12.82.58.4/1/0/0
12.82.40.109/2/0|12.82.40.109/2/0/8
12.82.88.1/3/0|12.82.88.1/3/0/0
149.0.3.207/2/3|149.0.3.207/2/3/0
12.82.8.78/2/2|12.82.8.78/2/2/0
12.82.32.77/3/3|12.82.32.77/3/3/9
12.82.82.22/3/0|12.82.82.22/3/0/0
12.82.8.82/1/1|12.82.8.82/1/1/7
12.82.86.23/4/3|12.82.86.23/4/3/0
12.82.108.16/0/2|12.82.108.16/0/2/9
12.82.16.89/3/3|12.82.16.89/3/3/5
12.122.122.87/7/0|12.122.122.87/7/0/3
12.82.0.52/2/0|12.82.0.52/2/0/8
12.122.122.108/0/3|12.122.122.108/0/3/0
12.82.90.11/10/2|12.82.90.11/10/2/9
12.82.122.8/3/1|12.82.122.8/3/1/1
12.82.114.14/11/3|12.82.114.14/11/3/0
12.82.88.20/1/1|12.82.88.20/1/1/0
12.82.8.56/2/2|12.82.8.56/2/2/0
12.82.16.79/2/0|12.82.16.79/2/0/0
192.168.43.17/9/3|192.168.43.17/9/3/8
12.82.0.51/2/3|12.82.0.51/2/3/7
12.82.63.2/7/1|12.82.63.2/7/1/2
12.122.126.82/4/0|12.122.126.82/4/0/0
12.122.126.233/3/3|12.122.126.233/3/3/0
12.82.24.49/2/0|12.82.24.49/2/0/1
12.82.117.14/0/0|12.82.117.14/0/0/0
165.87.209.118/7/0|165.87.209.118/7/0/1
12.82.125.5/4/2|12.82.125.5/4/2/4
12.82.49.192/10/0|12.82.49.192/10/0/5
12.82.94.28/2/2|12.82.94.28/2/2/3
12.122.120.132/1/0|12.122.120.132/1/0/4
12.82.118.12/10/2|12.82.118.12/10/2/6
12.82.82.23/3/0|12.82.82.23/3/0/2
12.122.120.34/2/1|12.122.120.34/2/1/4
12.82.126.64/3/2|12.82.126.64/3/2/7
12.82.40.81/2/2|12.82.40.81/2/2/6
12.82.24.1/5/1|12.82.24.1/5/1/2
12.82.110.5/1/2|12.82.110.5/1/2/9
149.0.3.223/5/0|149.0.3.223/5/0/3
12.82.8.54/3/0|12.82.8.54/3/0/2
12.83.164.247/1/0|12.83.164.247/1/0/0
12.82.49.74/5/1|12.82.49.74/5/1/0
149.0.3.207/1/0|149.0.3.207/1/0/0
12.82.124.192/3/1|12.82.124.192/3/1/5
12.82.80.24/2/1|12.82.80.24/2/1/8
135.16.241.28/3/1|135.16.241.28/3/1/6
10.0.36.136/1/3|10.0.36.136/1/3/1
12.83.164.105/6/1|12.83.164.105/6/1/0
12.82.126.128/1/3|12.82.126.128/1/3/5
12.82.88.1/9/0|12.82.88.1/9/0/6
12.82.0.2/5/1|12.82.0.2/5/1/4
165.87.65.218/3/3|165.87.65.218/3/3/9
12.82.0.3/10/0|12.82.0.3/10/0/0
12.82.104.15/2/1|12.82.104.15/2/1/1
12.82.80.26/2/1|12.82.80.26/2/1/1
12.82.66.1/8/0|12.82.66.1/8/0/5
12.82.109.1/1/0|12.82.109.1/1/0/1
12.82.104.22/2/2|12.82.104.22/2/2/1
12.82.40.80/1/1|12.82.40.80/1/1/1
12.82.118.20/2/2|12.82.118.20/2/2/8
12.82.16.78/4/0|12.82.16.78/4/0/8
12.82.48.200/0/0|12.82.48.200/0/0/4
12.122.83.71/3/2|12.122.83.71/3/2/0
12.82.40.101/5/0|12.82.40.101/5/0/2
12.82.0.87/2/0|12.82.0.87/2/0/4
12.82.98.15/0/0|12.82.98.15/0/0/0
12.82.66.1/6/0|12.82.66.1/6/0/6
12.82.24.27/2/1|12.82.24.27/2/1/9
12.122.120.237/5/1|12.122.120.237/5/1/0
12.82.66.23/8/2|12.82.66.23/8/2/0
10.0.36.136/1/1|10.0.36.136/1/1/3
12.82.24.74/10/0|12.82.24.74/10/0/7
12.82.24.67/1/0|12.82.24.67/1/0/1
12.82.8.82/1/1|12.82.8.82/1/1/8
12.82.109.2/2/2|12.82.109.2/2/2/4
12.82.40.122/1/0|12.82.40.122/1/0/0
12.83.164.195/6/1|12.83.164.195/6/1/0
12.82.0.63/3/2|12.82.0.63/3/2/8
12.122.121.155/3/2|12.122.121.155/3/2/5
12.82.118.12/3/3|12.82.118.12/3/3/8
12.122.122.91/3/0|12.122.122.91/3/0/7
12.82.8.55/2/2|12.82.8.55/2/2/7
12.83.165.24/0/1|12.83.165.24/0/1/0
12.82.0.75/2/2|12.82.0.75/2/2/0
12.82.127.3/1/3|12.82.127.3/1/3/5
12.82.109.3/4/2|12.82.109.3/4/2/2
12.82.70.27/9/1|12.82.70.27/9/1/5
12.82.82.26/3/0|12.82.82.26/3/0/1
12.82.40.7/2/2|12.82.40.7/2/2/2
12.82.109.3/4/0|12.82.109.3/4/0/1
12.82.24.30/5/1|12.82.24.30/5/1/7
12.82.82.16/9/1|12.82.82.16/9/1/5
12.82.40.100/2/3|12.82.40.100/2/3/0
12.82.16.87/2/0|12.82.16.87/2/0/3
12.122.122.27/3/2|12.122.122.27/3/2/1
12.82.0.55/2/2|12.82.0.55/2/2/3
12.82.90.11/10/2|12.82.90.11/10/2/3
12.82.8.80/10/3|12.82.8.80/10/3/0
12.122.122.115/8/0|12.122.122.115/8/0/0
12.82.104.26/2/1|12.82.104.26/2/1/8
12.82.114.22/0/3|12.82.114.22/0/3/0
12.82.40.79/9/2|12.82.40.79/9/2/9
12.82.106.6/2/2|12.82.106.6/2/2/2
12.122.122.206/5/1|12.122.122.206/5/1/3
12.83.165.44/7/0|12.83.165.44/7/0/7
12.82.86.26/10/0|12.82.86.26/10/0/8
12.82.90.11/5/2|12.82.90.11/5/2/6
12.82.118.9/9/2|12.82.118.9/9/2/2
12.122.124.73/3/0|12.122.124.73/3/0/0
165.87.65.223/3/1|165.87.65.223/3/1/0
12.83.164.73/3/0|12.83.164.73/3/0/0
12.82.56.3/3/1|12.82.56.3/3/1/5
12.82.116.2/1/0|12.82.116.2/1/0/6
12.82.0.55/3/0|12.82.0.55/3/0/0
12.82.48.64/9/1|12.82.48.64/9/1/0
12.122.122.200/7/0|12.122.122.200/7/0/0
165.87.245.71/0/1|165.87.245.71/0/1/1
12.82.24.74/1/1|12.82.24.74/1/1/1
12.82.102.25/2/1|12.82.102.25/2/1/0
12.122.122.192/0/3|12.122.122.192/0/3/1
12.82.82.24/2/3|12.82.82.24/2/3/2
12.82.48.64/10/3|12.82.48.64/10/3/2
12.82.24.123/9/2|12.82.24.123/9/2/3
12.82.40.95/3/2|12.82.40.95/3/2/0
12.122.122.56/8/0|12.122.122.56/8/0/0
12.82.24.47/9/1|12.82.24.47/9/1/6
12.122.215.96/3/3|12.122.215.96/3/3/0
12.82.8.10/2/1|12.82.8.10/2/1/1
12.122.122.115/0/0|12.122.122.115/0/0/0
12.82.56.3/2/3|12.82.56.3/2/3/6
10.0.38.50/0/0|10.0.38.50/0/0/5
12.122.122.87/3/0|12.122.122.87/3/0/1
12.82.0.47/2/1|12.82.0.47/2/1/4
12.82.58.1/3/2|12.82.58.1/3/2/1
12.82.94.17/5/1|12.82.94.17/5/1/6
12.82.94.19/5/0|12.82.94.19/5/0/9
12.82.125.5/4/3|12.82.125.5/4/3/9
12.82.94.24/2/1|12.82.94.24/2/1/0
12.82.150.17/0/2|12.82.150.17/0/2/3
143.0.68.243/0/0|143.0.68.243/0/0/0
12.82.114.6/2/2|12.82.114.6/2/2/7
12.82.0.93/8/0|12.82.0.93/8/0/4
12.82.90.18/2/1|12.82.90.18/2/1/2
12.82.127.128/4/2|12.82.127.128/4/2/0
12.82.0.2/5/0|12.82.0.2/5/0/4
12.82.0.57/2/1|12.82.0.57/2/1/5
12.82.24.66/4/0|12.82.24.66/4/0/8
12.82.24.1/6/2|12.82.24.1/6/2/7
12.82.24.62/10/0|12.82.24.62/10/0/0
12.82.127.3/3/1|12.82.127.3/3/1/0
12.82.72.24/9/2|12.82.72.24/9/2/3
12.82.24.74/1/1|12.82.24.74/1/1/3
12.82.86.25/5/2|12.82.86.25/5/2/1
12.122.122.90/3/3|12.122.122.90/3/3/3
12.82.110.4/10/2|12.82.110.4/10/2/3
172.17.196.230/7/3|172.17.196.230/7/3/0
12.82.92.25/2/1|12.82.92.25/2/1/0
12.82.16.82/4/1|12.82.16.82/4/1/0
12.82.58.3/1/0|12.82.58.3/1/0/5
12.82.102.1/3/3|12.82.102.1/3/3/1
12.122.122.41/7/0|12.122.122.41/7/0/2
12.82.114.4/8/3|12.82.114.4/8/3/8
12.82.104.20/3/0|12.82.104.20/3/0/7
12.82.48.64/9/1|12.82.48.64/9/1/4
12.82.102.27/1/3|12.82.102.27/1/3/2
172.27.228.97/0/0|172.27.228.97/0/0/0
12.82.102.4/9/3|12.82.102.4/9/3/3
12.82.104.26/2/0|12.82.104.26/2/0/7
12.82.16.60/5/0|12.82.16.60/5/0/1
12.83.165.186/7/0|12.83.165.186/7/0/0
12.83.165.49/1/1|12.83.165.49/1/1/0
12.82.72.1/0/2|12.82.72.1/0/2/3
12.82.8.10/5/0|12.82.8.10/5/0/3
12.122.120.244/1/1|12.122.120.244/1/1/0
12.82.110.1/3/2|12.82.110.1/3/2/3
143.0.68.23/4/0|143.0.68.23/4/0/0
12.82.72.20/8/1|12.82.72.20/8/1/0
12.82.16.78/8/3|12.82.16.78/8/3/5
12.82.66.1/7/2|12.82.66.1/7/2/0
172.19.69.232/7/3|172.19.69.232/7/3/7
12.82.110.4/9/3|12.82.110.4/9/3/1
12.82.124.64/8/0|12.82.124.64/8/0/2
135.16.241.28/0/0|135.16.241.28/0/0/0
165.87.208.16/2/3|165.87.208.16/2/3/0
12.122.122.123/3/2|12.122.122.123/3/2/4
172.30.178.3/7/1|172.30.178.3/7/1/4
12.82.0.57/2/1|12.82.0.57/2/1/7
12.82.94.18/10/0|12.82.94.18/10/0/0
12.82.127.129/8/2|12.82.127.129/8/2/8
12.82.114.15/10/0|12.82.114.15/10/0/9
12.82.40.102/2/0|12.82.40.102/2/0/5
12.82.63.2/7/3|12.82.63.2/7/3/5
12.82.118.23/10/0|12.82.118.23/10/0/7
12.82.126.8/0/1|12.82.126.8/0/1/8
12.82.56.5/2/3|12.82.56.5/2/3/1
12.122.121.155/3/3|12.122.121.155/3/3/7
12.82.24.65/3/3|12.82.24.65/3/3/9
12.82.90.14/2/2|12.82.90.14/2/2/9
12.82.16.67/8/1|12.82.16.67/8/1/0
12.82.40.149/1/1|12.82.40.149/1/1/6
12.83.164.73/7/1|12.83.164.73/7/1/1
12.82.66.30/7/0|12.82.66.30/7/0/7
12.82.114.14/3/3|12.82.114.14/3/3/2
150.0.0.214/0/0|150.0.0.214/0/0/3
165.87.208.17/7/0|165.87.208.17/7/0/0
12.123.80.214/2/0|12.123.80.214/2/0/0
12.82.80.31/4/2|12.82.80.31/4/2/1
12.82.126.128/1/3|12.82.126.128/1/3/8
12.122.126.75/6/1|12.122.126.75/6/1/0
12.122.122.162/3/3|12.122.122.162/3/3/1
12.82.16.75/2/1|12.82.16.75/2/1/5
12.82.117.28/1/3|12.82.117.28/1/3/5
12.122.126.254/4/3|12.122.126.254/4/3/0
12.82.127.64/10/1|12.82.127.64/10/1/3
12.82.16.111/0/1|12.82.16.111/0/1/1
12.82.16.93/2/1|12.82.16.93/2/1/2
12.82.24.44/10/0|12.82.24.44/10/0/9
12.82.66.1/10/0|12.82.66.1/10/0/2
12.82.24.57/5/0|12.82.24.57/5/0/3
165.87.208.1/7/0|165.87.208.1/7/0/0
12.82.32.77/10/2|12.82.32.77/10/2/3
12.82.127.192/2/3|12.82.127.192/2/3/5
12.82.24.65/1/2|12.82.24.65/1/2/0
12.82.40.122/10/1|12.82.40.122/10/1/8
12.82.66.1/1/0|12.82.66.1/1/0/2
135.16.241.28/11/3|135.16.241.28/11/3/0
12.82.114.23/1/3|12.82.114.23/1/3/1
12.82.127.192/2/3|12.82.127.192/2/3/8
12.82.72.25/1/3|12.82.72.25/1/3/0
12.82.55.12/7/0|12.82.55.12/7/0/0
12.82.24.56/2/2|12.82.24.56/2/2/3
12.82.110.5/6/2|12.82.110.5/6/2/9
12.82.102.28/4/1|12.82.102.28/4/1/1
143.0.68.175/0/2|143.0.68.175/0/2/1
12.82.8.10/2/1|12.82.8.10/2/1/2
12.82.8.89/1/0|12.82.8.89/1/0/0
10.144.0.154/2/3|10.144.0.154/2/3/4
12.82.150.17/0/0|12.82.150.17/0/0/2
12.82.56.4/2/2|12.82.56.4/2/2/8
12.82.24.66/9/0|12.82.24.66/9/0/1
12.82.40.108/3/2|12.82.40.108/3/2/5
12.82.114.23/5/0|12.82.114.23/5/0/3
12.122.127.134/3/3|12.122.127.134/3/3/0
12.82.0.47/2/1|12.82.0.47/2/1/0
12.82.58.3/5/0|12.82.58.3/5/0/2
12.82.110.5/3/3|12.82.110.5/3/3/4
12.82.92.25/3/3|12.82.92.25/3/3/5
12.82.56.8/5/0|12.82.56.8/5/0/4
10.0.36.144/11/0|10.0.36.144/11/0/0
143.0.24.98/1/2|143.0.24.98/1/2/4
12.83.165.80/1/0|12.83.165.80/1/0/1
12.80.68.134/5/0|12.80.68.134/5/0/3
12.122.120.232/5/3|12.122.120.232/5/3/0
12.82.100.16/2/2|12.82.100.16/2/2/3
165.87.209.227/7/0|165.87.209.227/7/0/1
12.122.127.6/1/0|12.122.127.6/1/0/0
32.12.1.1/2/0|32.12.1.1/2/0/3
150.0.0.183/0/2|150.0.0.183/0/2/0
12.82.16.78/3/1|12.82.16.78/3/1/2
172.30.162.2/7/0|172.30.162.2/7/0/2
12.82.96.19/3/2|12.82.96.19/3/2/7
12.82.104.31/2/2|12.82.104.31/2/2/5
12.82.144.20/3/0|12.82.144.20/3/0/5
12.82.109.1/1/0|12.82.109.1/1/0/5
12.82.102.27/1/3|12.82.102.27/1/3/6
12.82.0.1/3/2|12.82.0.1/3/2/0
12.82.138.16/2/3|12.82.138.16/2/3/5
12.82.48.197/0/2|12.82.48.197/0/2/4
12.82.72.24/5/2|12.82.72.24/5/2/1
12.82.120.136/1/1|12.82.120.136/1/1/4
12.82.16.58/8/2|12.82.16.58/8/2/0
12.82.24.1/10/0|12.82.24.1/10/0/7
165.87.65.221/3/0|165.87.65.221/3/0/0
12.82.66.30/3/3|12.82.66.30/3/3/9
12.82.104.21/2/0|12.82.104.21/2/0/9
12.82.16.93/2/0|12.82.16.93/2/0/0
12.82.40.95/2/2|12.82.40.95/2/2/0
12.82.118.4/9/0|12.82.118.4/9/0/2
12.122.215.6/3/3|12.122.215.6/3/3/0
12.122.126.74/4/0|12.122.126.74/4/0/0
12.82.94.17/9/1|12.82.94.17/9/1/9
12.82.0.46/9/2|12.82.0.46/9/2/0
12.82.8.82/3/0|12.82.8.82/3/0/1
12.82.68.1/3/2|12.82.68.1/3/2/4
12.82.127.64/10/3|12.82.127.64/10/3/5
12.82.127.64/3/2|12.82.127.64/3/2/6
12.82.24.30/5/2|12.82.24.30/5/2/3
12.82.90.30/10/2|12.82.90.30/10/2/1
32.119.212.254/1/3|32.119.212.254/1/3/0
12.82.125.128/3/3|12.82.125.128/3/3/8
12.82.32.77/2/2|12.82.32.77/2/2/0
12.82.78.1/3/1|12.82.78.1/3/1/9
12.82.8.56/2/0|12.82.8.56/2/0/1
12.82.124.192/5/3|12.82.124.192/5/3/0
12.82.48.1/4/3|12.82.48.1/4/3/6
12.122.126.253/3/3|12.122.126.253/3/3/0
12.82.68.1/9/1|12.82.68.1/9/1/4
12.82.0.47/3/1|12.82.0.47/3/1/0
12.122.120.184/6/1|12.122.120.184/6/1/0
12.82.68.1/7/2|12.82.68.1/7/2/0
12.80.72.92/0/0|12.80.72.92/0/0/9
12.82.8.64/2/1|12.82.8.64/2/1/7
12.82.138.16/2/1|12.82.138.16/2/1/2
12.82.88.24/2/1|12.82.88.24/2/1/0
12.82.24.1/10/1|12.82.24.1/10/1/4
12.82.104.25/3/1|12.82.104.25/3/1/9
12.122.122.133/4/2|12.122.122.133/4/2/4
12.122.122.42/11/3|12.122.122.42/11/3/0
12.82.8.56/2/2|12.82.8.56/2/2/7
12.82.76.28/2/1|12.82.76.28/2/1/9
12.82.110.1/3/1|12.82.110.1/3/1/4
12.122.120.189/4/3|12.122.120.189/4/3/0
12.82.102.22/5/1|12.82.102.22/5/1/4
12.122.119.10/7/3|12.122.119.10/7/3/0
12.82.96.25/2/0|12.82.96.25/2/0/0
12.82.63.3/11/1|12.82.63.3/11/1/0
12.82.8.88/2/1|12.82.8.88/2/1/0
12.82.118.5/9/0|12.82.118.5/9/0/0
12.122.121.155/3/2|12.122.121.155/3/2/7
12.122.127.73/0/3|12.122.127.73/0/3/5
12.82.126.8/0/2|12.82.126.8/0/2/6
12.122.125.234/3/1|12.122.125.234/3/1/0
12.82.16.69/2/0|12.82.16.69/2/0/7
12.82.80.24/3/1|12.82.80.24/3/1/3
12.122.122.184/11/3|12.122.122.184/11/3/0
12.82.16.78/3/3|12.82.16.78/3/3/5
12.82.0.87/2/1|12.82.0.87/2/1/1
12.82.102.22/5/2|12.82.102.22/5/2/5
12.122.120.181/3/0|12.122.120.181/3/0/0
12.82.108.8/0/2|12.82.108.8/0/2/8
149.9.0.18/1/0|149.9.0.18/1/0/1
12.82.126.192/8/2|12.82.126.192/8/2/8
12.82.125.130/9/0|12.82.125.130/9/0/2
12.83.165.60/4/0|12.83.165.60/4/0/0
12.122.122.154/3/0|12.122.122.154/3/0/0
12.122.122.155/4/1|12.122.122.155/4/1/2
12.82.40.97/1/2|12.82.40.97/1/2/2
12.82.114.20/10/2|12.82.114.20/10/2/5
12.82.40.105/3/2|12.82.40.105/3/2/6
12.82.88.1/3/0|12.82.88.1/3/0/3
12.82.8.63/4/2|12.82.8.63/4/2/8
12.122.122.192/3/1|12.122.122.192/3/1/5
12.122.124.168/4/0|12.122.124.168/4/0/0
12.82.0.2/5/3|12.82.0.2/5/3/5
12.82.124.129/4/3|12.82.124.129/4/3/3
12.82.76.31/3/3|12.82.76.31/3/3/2
12.82.24.57/10/0|12.82.24.57/10/0/0
12.82.127.2/4/3|12.82.127.2/4/3/6
12.122.122.99/3/1|12.122.122.99/3/1/2
12.122.122.163/4/2|12.122.122.163/4/2/2
12.82.72.23/5/0|12.82.72.23/5/0/0
12.82.48.1/4/0|12.82.48.1/4/0/0
143.0.68.170/1/0|143.0.68.170/1/0/3
12.122.122.163/3/0|12.122.122.163/3/0/5
12.82.48.64/10/0|12.82.48.64/10/0/4
12.83.165.137/0/1|12.83.165.137/0/1/1
12.122.122.17/3/3|12.122.122.17/3/3/3
12.82.114.27/1/0|12.82.114.27/1/0/0
12.82.49.72/1/1|12.82.49.72/1/1/0
12.82.16.84/2/0|12.82.16.84/2/0/9
12.82.124.64/10/0|12.82.124.64/10/0/3
12.122.122.133/4/0|12.122.122.133/4/0/3
12.82.82.16/8/0|12.82.82.16/8/0/3
12.82.112.1/10/0|12.82.112.1/10/0/6
12.82.114.22/10/1|12.82.114.22/10/1/9
172.30.158.2/7/0|172.30.158.2/7/0/2
12.82.0.53/5/1|12.82.0.53/5/1/4
12.122.122.123/3/3|12.122.122.123/3/3/5
12.82.126.196/0/3|12.82.126.196/0/3/6
12.82.114.5/2/0|12.82.114.5/2/0/8
12.122.122.132/4/1|12.122.122.132/4/1/9
12.82.60.28/2/1|12.82.60.28/2/1/5
12.122.120.233/3/1|12.122.120.233/3/1/4
12.122.159.113/3/0|12.122.159.113/3/0/0
12.122.126.137/7/0|12.122.126.137/7/0/1
12.82.8.55/3/2|12.82.8.55/3/2/5
165.87.210.6/5/3|165.87.210.6/5/3/1
12.82.16.61/2/2|12.82.16.61/2/2/8
12.122.120.13/3/3|12.122.120.13/3/3/0
12.82.88.1/9/2|12.82.88.1/9/2/6
12.82.125.192/2/2|12.82.125.192/2/2/0
12.83.165.183/7/0|12.83.165.183/7/0/0
12.122.125.38/3/1|12.122.125.38/3/1/2
143.0.68.248/0/2|143.0.68.248/0/2/7
165.87.210.255/3/2|165.87.210.255/3/2/3
12.82.86.21/4/3|12.82.86.21/4/3/6
12.122.120.244/2/3|12.122.120.244/2/3/0
12.122.119.225/4/0|12.122.119.225/4/0/0
12.122.215.96/4/1|12.122.215.96/4/1/0
12.82.66.30/6/3|12.82.66.30/6/3/3
12.82.56.4/5/2|12.82.56.4/5/2/4
143.0.68.240/0/2|143.0.68.240/0/2/0
165.87.210.252/3/0|165.87.210.252/3/0/2
12.122.122.226/3/1|12.122.122.226/3/1/1
12.82.106.14/10/3|12.82.106.14/10/3/8
12.82.24.65/0/3|12.82.24.65/0/3/0
12.82.72.25/5/1|12.82.72.25/5/1/6
165.87.253.173/1/2|165.87.253.173/1/2/1
12.82.16.102/2/0|12.82.16.102/2/0/0
12.82.127.192/2/0|12.82.127.192/2/0/7
12.83.165.212/7/0|12.83.165.212/7/0/2
12.82.78.1/10/0|12.82.78.1/10/0/6
135.16.241.28/10/1|135.16.241.28/10/1/3
12.82.150.17/1/2|12.82.150.17/1/2/6
12.82.114.23/10/2|12.82.114.23/10/2/2
12.82.112.3/3/1|12.82.112.3/3/1/0
12.83.164.176/1/3|12.83.164.176/1/3/3
12.82.98.15/0/1|12.82.98.15/0/1/0
12.82.118.2/2/3|12.82.118.2/2/3/2
12.82.24.30/10/1|12.82.24.30/10/1/3
12.82.66.1/8/1|12.82.66.1/8/1/0
12.82.102.2/9/2|12.82.102.2/9/2/0
12.82.110.5/10/3|12.82.110.5/10/3/6
12.82.24.63/1/0|12.82.24.63/1/0/2
12.82.86.21/5/0|12.82.86.21/5/0/3
12.122.120.37/4/1|12.122.120.37/4/1/0
12.82.24.66/9/0|12.82.24.66/9/0/4
12.82.0.87/2/0|12.82.0.87/2/0/0
12.82.106.14/10/2|12.82.106.14/10/2/8
