@rel(Composed_Of)
@from(PE_PPort)key|@to(PE_LPort)key
149.4.64.5/5/0/3|149.4.64.5/5/0/3/1
143.0.68.184/0/1/0|143.0.68.184/0/1/0/147
10.144.0.149/1/1/7|10.144.0.149/1/1/7/14
10.144.0.113/11/3/0|10.144.0.113/11/3/0/82
10.0.36.77/1/3/8|10.0.36.77/1/3/8/4
10.144.0.137/2/0/0|10.144.0.137/2/0/0/6002
10.0.36.72/2/3/2|10.0.36.72/2/3/2/2
143.0.24.60/0/0/3|143.0.24.60/0/0/3/16
143.0.24.168/4/0/0|143.0.24.168/4/0/0/59
12.82.0.62/2/1/2|12.82.0.62/2/1/2/9
10.0.40.4/0/0/2|10.0.40.4/0/0/2/1
12.122.72.128/1/2/2|12.122.72.128/1/2/2/55
10.0.40.1/4/0/6|10.0.40.1/4/0/6/1
148.0.131.204/5/0/0|148.0.131.204/5/0/0/6164
10.0.40.1/1/1/2|10.0.40.1/1/1/2/1
12.123.80.32/1/0/7|12.123.80.32/1/0/7/38
149.4.64.5/0/3/3|149.4.64.5/0/3/3/5
148.0.131.239/5/0/0|148.0.131.239/5/0/0/6111
149.9.0.27/1/0/0|149.9.0.27/1/0/0/6012
12.82.0.61/3/0/2|12.82.0.61/3/0/2/16
143.0.24.237/1/0/1|143.0.24.237/1/0/1/24
143.0.68.23/2/0/0|143.0.68.23/2/0/0/68
12.123.80.214/2/1/3|12.123.80.214/2/1/3/98
10.0.38.121/1/1/0|10.0.38.121/1/1/0/34
10.0.36.73/1/1/8|10.0.36.73/1/1/8/2
10.144.0.138/4/3/0|10.144.0.138/4/3/0/43
12.122.72.115/1/2/5|12.122.72.115/1/2/5/2
10.0.36.72/0/2/5|10.0.36.72/0/2/5/1
10.0.40.36/1/0/1|10.0.40.36/1/0/1/2
150.0.0.214/1/0/2|150.0.0.214/1/0/2/80
10.144.0.61/10/0/2|10.144.0.61/10/0/2/4
149.4.64.14/0/0/1|149.4.64.14/0/0/1/2
149.4.64.5/1/2/3|149.4.64.5/1/2/3/1
143.1.140.2/3/0/0|143.1.140.2/3/0/0/4
10.0.40.4/1/0/3|10.0.40.4/1/0/3/2
150.0.0.154/0/1/0|150.0.0.154/0/1/0/9
148.0.131.182/2/0/4|148.0.131.182/2/0/4/42
10.0.8.124/4/1/7|10.0.8.124/4/1/7/0
143.0.24.145/10/0/1|143.0.24.145/10/0/1/6000
12.122.72.115/1/0/6|12.122.72.115/1/0/6/12
148.0.131.239/5/0/0|148.0.131.239/5/0/0/6189
10.144.0.61/9/0/4|10.144.0.61/9/0/4/1
143.0.68.242/3/2/2|143.0.68.242/3/2/2/219
149.8.0.128/0/0/0|149.8.0.128/0/0/0/3
143.0.68.172/4/0/5|143.0.68.172/4/0/5/153
143.0.68.208/0/1/3|143.0.68.208/0/1/3/6003
149.8.0.20/0/0/0|149.8.0.20/0/0/0/4
143.0.68.184/0/1/6|143.0.68.184/0/1/6/6000
12.123.80.214/2/0/8|12.123.80.214/2/0/8/76
10.144.0.137/3/1/0|10.144.0.137/3/1/0/6000
149.9.0.6/2/0/4|149.9.0.6/2/0/4/41
12.80.0.208/8/2/0|12.80.0.208/8/2/0/42
143.0.68.34/1/0/0|143.0.68.34/1/0/0/3
143.0.68.248/4/0/0|143.0.68.248/4/0/0/6005
78.23.44.28/1/2/1|78.23.44.28/1/2/1/2
12.123.80.29/1/1/3|12.123.80.29/1/1/3/92
12.123.80.29/2/0/7|12.123.80.29/2/0/7/50
10.0.36.7/5/0/4|10.0.36.7/5/0/4/3
10.0.38.78/1/3/0|10.0.38.78/1/3/0/12
12.123.68.1/2/3/0|12.123.68.1/2/3/0/41
10.0.40.4/3/0/9|10.0.40.4/3/0/9/3
143.0.68.230/2/2/0|143.0.68.230/2/2/0/6012
10.144.0.116/1/0/9|10.144.0.116/1/0/9/1
10.144.0.136/5/2/0|10.144.0.136/5/2/0/6017
10.0.40.4/0/2/0|10.0.40.4/0/2/0/15
10.0.36.74/11/0/2|10.0.36.74/11/0/2/2
10.0.40.7/0/0/2|10.0.40.7/0/0/2/1
149.4.64.5/2/2/1|149.4.64.5/2/2/1/0
10.0.40.1/4/2/7|10.0.40.1/4/2/7/1
149.0.3.196/0/1/8|149.0.3.196/0/1/8/6000
143.0.68.49/4/0/3|143.0.68.49/4/0/3/25
143.0.68.212/0/0/1|143.0.68.212/0/0/1/45
143.0.68.242/0/2/0|143.0.68.242/0/2/0/6000
143.0.68.242/4/0/8|143.0.68.242/4/0/8/209
143.0.68.23/3/2/0|143.0.68.23/3/2/0/37
10.0.36.76/1/0/0|10.0.36.76/1/0/0/1
10.0.40.7/2/0/0|10.0.40.7/2/0/0/19
143.0.68.46/0/0/2|143.0.68.46/0/0/2/6006
143.0.68.227/3/0/0|143.0.68.227/3/0/0/36
143.0.68.170/2/0/7|143.0.68.170/2/0/7/278
143.0.68.203/0/1/0|143.0.68.203/0/1/0/6000
10.0.36.75/10/2/2|10.0.36.75/10/2/2/1
10.0.36.75/11/0/4|10.0.36.75/11/0/4/1
10.0.36.73/7/3/0|10.0.36.73/7/3/0/1
143.0.68.184/0/0/6|143.0.68.184/0/0/6/105
149.0.3.194/0/3/0|149.0.3.194/0/3/0/62
10.144.0.122/4/1/0|10.144.0.122/4/1/0/269
149.0.3.131/0/0/0|149.0.3.131/0/0/0/4
10.144.0.147/4/3/9|10.144.0.147/4/3/9/6002
10.0.36.21/0/0/0|10.0.36.21/0/0/0/1
149.4.64.5/2/0/2|149.4.64.5/2/0/2/1
149.8.0.128/4/0/0|149.8.0.128/4/0/0/1
10.0.40.4/10/0/2|10.0.40.4/10/0/2/1
10.0.40.4/3/2/0|10.0.40.4/3/2/0/7
10.0.36.72/2/1/2|10.0.36.72/2/1/2/5
10.0.40.4/2/2/3|10.0.40.4/2/2/3/2
143.0.68.21/5/1/1|143.0.68.21/5/1/1/26
143.0.68.66/4/0/0|143.0.68.66/4/0/0/1
10.0.36.73/0/2/0|10.0.36.73/0/2/0/4
10.144.0.147/1/0/0|10.144.0.147/1/0/0/6006
10.0.40.6/0/0/2|10.0.40.6/0/0/2/1
12.123.80.84/0/1/7|12.123.80.84/0/1/7/31
10.144.0.155/1/3/4|10.144.0.155/1/3/4/6002
8.8.0.172/5/0/0|8.8.0.172/5/0/0/26
149.8.0.160/1/2/3|149.8.0.160/1/2/3/2
143.0.11.212/GigabitEthernet0/0/0|143.0.11.212/GigabitEthernet0/0/0/1
12.123.80.214/4/2/1|12.123.80.214/4/2/1/213
150.0.0.150/1/0/2|150.0.0.150/1/0/2/8
10.0.38.42/1/0/9|10.0.38.42/1/0/9/20
150.0.0.215/0/0/0|150.0.0.215/0/0/0/6012
10.0.36.72/2/0/0|10.0.36.72/2/0/0/7
12.122.72.112/2/0/5|12.122.72.112/2/0/5/2
10.0.38.59/0/0/3|10.0.38.59/0/0/3/12
150.0.0.213/2/0/3|150.0.0.213/2/0/3/8
8.8.0.144/5.0/1.1|8.8.0.144/5.0/1.1/14
12.123.80.42/1/0/2|12.123.80.42/1/0/2/6
10.0.36.73/0/2/0|10.0.36.73/0/2/0/1
143.0.68.178/0/0/0|143.0.68.178/0/0/0/4
12.82.0.53/5/1/1|12.82.0.53/5/1/1/39
12.82.0.53/3/0/7|12.82.0.53/3/0/7/113
148.0.131.230/5/0/1|148.0.131.230/5/0/1/6
10.0.40.33/1/0/0|10.0.40.33/1/0/0/2
143.0.68.168/1/1/1|143.0.68.168/1/1/1/6001
143.0.68.168/2/0/2|143.0.68.168/2/0/2/37
12.123.80.197/0/0/2|12.123.80.197/0/0/2/6001
10.0.40.35/2/0/0|10.0.40.35/2/0/0/2
143.0.68.23/3/0/1|143.0.68.23/3/0/1/38
12.80.72.33/0/3/9|12.80.72.33/0/3/9/23
143.0.68.112/1/0/2|143.0.68.112/1/0/2/9
12.122.74.1/0/1/0|12.122.74.1/0/1/0/9
143.0.68.254/2/2/9|143.0.68.254/2/2/9/40
10.0.40.33/1/0/0|10.0.40.33/1/0/0/1
8.8.0.153/5/0/0|8.8.0.153/5/0/0/3
150.0.0.168/5/1/6|150.0.0.168/5/1/6/6028
143.0.68.168/2/0/2|143.0.68.168/2/0/2/33
150.0.0.182/2/0/0|150.0.0.182/2/0/0/1
143.1.140.2/3/0/3|143.1.140.2/3/0/3/1
10.0.40.1/1/1/2|10.0.40.1/1/1/2/6
12.82.0.53/1/0/3|12.82.0.53/1/0/3/124
12.123.80.214/3/0/8|12.123.80.214/3/0/8/239
148.0.131.235/5/0/1|148.0.131.235/5/0/1/10
149.8.0.160/2/3/4|149.8.0.160/2/3/4/1
149.4.64.5/9/2/0|149.4.64.5/9/2/0/3
149.8.0.161/1/0/0|149.8.0.161/1/0/0/7
149.0.3.194/0/1/0|149.0.3.194/0/1/0/6010
143.0.68.247/4/2/4|143.0.68.247/4/2/4/56
143.0.68.230/2/2/3|143.0.68.230/2/2/3/6001
10.0.36.6/5/0/1|10.0.36.6/5/0/1/1
10.0.36.75/4/3/1|10.0.36.75/4/3/1/1
10.0.36.5/0/0/2|10.0.36.5/0/0/2/1
10.0.36.78/3/0/2|10.0.36.78/3/0/2/1
12.82.78.30/2/1/0|12.82.78.30/2/1/0/7
149.9.0.128/1/3/4|149.9.0.128/1/3/4/16
150.0.0.59/1/0/8|150.0.0.59/1/0/8/78
10.0.40.4/1/0/0|10.0.40.4/1/0/0/3
10.0.36.78/2/0/3|10.0.36.78/2/0/3/0
12.123.80.32/1/0/7|12.123.80.32/1/0/7/37
10.0.40.7/2/0/0|10.0.40.7/2/0/0/5
10.0.36.75/0/0/6|10.0.36.75/0/0/6/1
10.144.0.147/5/2/1|10.144.0.147/5/2/1/6002
10.0.36.77/2/2/6|10.0.36.77/2/2/6/1
149.9.0.14/2/0/0|149.9.0.14/2/0/0/4
10.0.40.7/2/1/3|10.0.40.7/2/1/3/1
10.0.36.21/3/0/1|10.0.36.21/3/0/1/1
149.8.0.160/2/0/2|149.8.0.160/2/0/2/1
12.82.0.62/1/2/3|12.82.0.62/1/2/3/164
12.123.80.212/0/0/1|12.123.80.212/0/0/1/3
149.8.0.17/1/0/4|149.8.0.17/1/0/4/5
12.122.72.128/1/2/1|12.122.72.128/1/2/1/0
148.0.131.204/5/0/0|148.0.131.204/5/0/0/6150
10.0.8.122/1/1/2|10.0.8.122/1/1/2/13
10.144.0.122/3/2/8|10.144.0.122/3/2/8/6001
12.123.80.212/2/0/8|12.123.80.212/2/0/8/6000
149.0.24.16/0/0/5|149.0.24.16/0/0/5/1
143.0.68.194/1/0/0|143.0.68.194/1/0/0/4
10.0.36.77/11/3/0|10.0.36.77/11/3/0/1
10.0.36.7/5/0/2|10.0.36.7/5/0/2/1
10.0.40.7/4/0/3|10.0.40.7/4/0/3/1
12.123.80.37/0/0/0|12.123.80.37/0/0/0/8
10.0.40.7/2/1/8|10.0.40.7/2/1/8/1
149.4.64.5/0/0/2|149.4.64.5/0/0/2/1
149.0.3.194/0/3/0|149.0.3.194/0/3/0/64
10.0.38.10/1/0/7|10.0.38.10/1/0/7/1
10.0.40.7/0/0/1|10.0.40.7/0/0/1/12
149.2.0.1/0/1/7|149.2.0.1/0/1/7/1
10.0.40.35/8/1/0|10.0.40.35/8/1/0/8
149.4.64.5/0/1/1|149.4.64.5/0/1/1/1
10.0.40.4/3/3/0|10.0.40.4/3/3/0/8
148.0.131.182/4/1/6|148.0.131.182/4/1/6/6019
148.0.131.239/5/0/0|148.0.131.239/5/0/0/6131
12.82.0.57/0/0/0|12.82.0.57/0/0/0/3
10.0.36.21/3/0/2|10.0.36.21/3/0/2/1
143.0.24.98/1/2/4|143.0.24.98/1/2/4/74
143.0.68.49/4/0/0|143.0.68.49/4/0/0/15
149.0.3.196/0/0/9|149.0.3.196/0/0/9/6008
143.0.68.254/2/2/8|143.0.68.254/2/2/8/49
143.0.68.168/2/0/5|143.0.68.168/2/0/5/6002
12.80.72.10/5/2/0|12.80.72.10/5/2/0/2
8.8.0.144/5.0/1.1|8.8.0.144/5.0/1.1/1
149.9.0.27/2/0/0|149.9.0.27/2/0/0/6010
10.0.36.73/1/2/6|10.0.36.73/1/2/6/2
143.0.68.242/3/1/9|143.0.68.242/3/1/9/188
143.1.140.2/5/3/3|143.1.140.2/5/3/3/2
10.144.0.137/3/3/1|10.144.0.137/3/3/1/2188
149.9.0.128/1/3/4|149.9.0.128/1/3/4/9
12.82.0.62/1/0/3|12.82.0.62/1/0/3/12
12.123.80.142/0/0/5|12.123.80.142/0/0/5/22
150.0.0.23/5/0/4|150.0.0.23/5/0/4/25
10.0.36.73/1/2/5|10.0.36.73/1/2/5/4
148.0.131.175/1/0/1|148.0.131.175/1/0/1/15
149.4.64.5/0/1/0|149.4.64.5/0/1/0/4
149.9.0.27/0/0/4|149.9.0.27/0/0/4/6007
10.0.36.7/5/2/1|10.0.36.7/5/2/1/1
10.0.36.78/6/0/3|10.0.36.78/6/0/3/1
10.0.36.17/9/2/3|10.0.36.17/9/2/3/1
12.82.0.62/1/0/7|12.82.0.62/1/0/7/80
149.0.3.64/0/1/3|149.0.3.64/0/1/3/2
10.0.36.74/11/0/2|10.0.36.74/11/0/2/1
10.0.36.77/1/3/3|10.0.36.77/1/3/3/3
150.0.0.212/1/1/0|150.0.0.212/1/1/0/59
10.0.36.5/0/2/5|10.0.36.5/0/2/5/1
12.80.72.27/0/0/2|12.80.72.27/0/0/2/4
10.0.40.4/2/0/5|10.0.40.4/2/0/5/16
10.0.40.4/3/2/1|10.0.40.4/3/2/1/10
12.80.72.123/0/0/9|12.80.72.123/0/0/9/3
143.0.68.172/3/0/0|143.0.68.172/3/0/0/6001
12.122.72.112/1/2/8|12.122.72.112/1/2/8/2
12.123.80.214/3/1/0|12.123.80.214/3/1/0/247
143.0.68.110/3/1/8|143.0.68.110/3/1/8/55
10.144.0.153/0/1/0|10.144.0.153/0/1/0/23
10.0.36.72/2/0/6|10.0.36.72/2/0/6/2
150.0.0.10/2/0/3|150.0.0.10/2/0/3/6005
10.0.36.72/0/0/9|10.0.36.72/0/0/9/1
143.0.68.230/5/1/0|143.0.68.230/5/1/0/6053
143.0.68.247/4/2/4|143.0.68.247/4/2/4/57
10.0.36.5/0/3/4|10.0.36.5/0/3/4/0
150.0.0.212/1/1/1|150.0.0.212/1/1/1/60
149.8.0.160/1/2/1|149.8.0.160/1/2/1/5
143.0.68.169/1/0/1|143.0.68.169/1/0/1/6002
12.122.72.115/1/0/6|12.122.72.115/1/0/6/11
148.0.131.239/5/0/0|148.0.131.239/5/0/0/6033
10.0.36.6/0/1/0|10.0.36.6/0/1/0/3
10.144.0.62/9/1/7|10.144.0.62/9/1/7/7
12.122.72.166/0/1/1|12.122.72.166/0/1/1/1
143.0.68.46/0/0/2|143.0.68.46/0/0/2/6009
10.204.76.1/5/0/2|10.204.76.1/5/0/2/1
10.0.40.4/3/0/9|10.0.40.4/3/0/9/18
12.82.0.53/4/0/5|12.82.0.53/4/0/5/27
143.0.68.35/1/2/0|143.0.68.35/1/2/0/41
8.8.0.160/0/3/8|8.8.0.160/0/3/8/3
10.0.36.5/0/1/5|10.0.36.5/0/1/5/1
149.8.0.160/7/0/1|149.8.0.160/7/0/1/1
149.8.0.160/4/0/8|149.8.0.160/4/0/8/1
72.44.12.28/0/2/2|72.44.12.28/0/2/2/401
149.4.64.5/0/0/8|149.4.64.5/0/0/8/3
12.122.72.112/2/1/5|12.122.72.112/2/1/5/3
148.0.131.253/1/1/0|148.0.131.253/1/1/0/11
143.0.68.240/0/0/0|143.0.68.240/0/0/0/135
149.9.0.27/0/0/4|149.9.0.27/0/0/4/6005
10.0.36.75/5/0/4|10.0.36.75/5/0/4/4
10.0.36.77/1/2/4|10.0.36.77/1/2/4/1
143.0.68.195/4/0/4|143.0.68.195/4/0/4/6
10.144.0.147/5/2/1|10.144.0.147/5/2/1/6015
12.123.80.68/4/0/1|12.123.80.68/4/0/1/3
149.0.3.244/2/0/0|149.0.3.244/2/0/0/6002
10.0.40.4/10/0/3|10.0.40.4/10/0/3/1
143.0.68.49/0/0/3|143.0.68.49/0/0/3/12
143.0.68.244/1/0/0|143.0.68.244/1/0/0/6000
12.123.80.143/0/0/4|12.123.80.143/0/0/4/10
12.122.74.1/0/3/0|12.122.74.1/0/3/0/1
10.0.36.7/0/0/7|10.0.36.7/0/0/7/1
12.123.68.1/2/3/0|12.123.68.1/2/3/0/34
10.0.40.1/4/0/0|10.0.40.1/4/0/0/1
12.80.72.34/0/0/4|12.80.72.34/0/0/4/11
149.4.64.5/0/1/2|149.4.64.5/0/1/2/1
149.0.3.222/5/0/3|149.0.3.222/5/0/3/15
143.0.68.43/0/0/0|143.0.68.43/0/0/0/6006
149.4.64.6/3/0/6|149.4.64.6/3/0/6/1
10.144.0.147/5/2/1|10.144.0.147/5/2/1/200
10.144.0.147/4/3/7|10.144.0.147/4/3/7/814
10.0.36.72/0/1/8|10.0.36.72/0/1/8/1
10.0.40.4/0/1/1|10.0.40.4/0/1/1/2
12.122.72.128/1/0/1|12.122.72.128/1/0/1/5
10.0.8.124/0/0/0|10.0.8.124/0/0/0/21
149.9.0.29/3/0/0|149.9.0.29/3/0/0/6002
12.122.72.115/1/0/3|12.122.72.115/1/0/3/2
143.0.68.18/0/0/0|143.0.68.18/0/0/0/6001
148.0.131.182/4/1/6|148.0.131.182/4/1/6/6024
149.9.0.6/2/0/3|149.9.0.6/2/0/3/40
148.0.131.203/0/0/7|148.0.131.203/0/0/7/12
192.168.114.124/GigabitEthernet0/0|192.168.114.124/GigabitEthernet0/0/1
10.0.36.73/0/1/2|10.0.36.73/0/1/2/8
10.0.36.14/0/0/0|10.0.36.14/0/0/0/1
10.0.40.42/1/0/4|10.0.40.42/1/0/4/1
12.123.80.143/0/0/6|12.123.80.143/0/0/6/17
143.0.68.170/1/0/6|143.0.68.170/1/0/6/40
10.0.36.74/6/0/4|10.0.36.74/6/0/4/0
149.4.64.6/3/3/9|149.4.64.6/3/3/9/2
72.44.12.29/3/0/4|72.44.12.29/3/0/4/1
10.0.40.4/3/3/0|10.0.40.4/3/3/0/7
72.44.12.29/4/0/4|72.44.12.29/4/0/4/1
12.123.80.34/2/0/1|12.123.80.34/2/0/1/5
12.122.72.112/1/0/9|12.122.72.112/1/0/9/2
149.0.3.148/3/0/0|149.0.3.148/3/0/0/4
143.0.24.102/0/1/6|143.0.24.102/0/1/6/73
12.82.0.62/3/0/1|12.82.0.62/3/0/1/30
149.0.3.194/0/2/0|149.0.3.194/0/2/0/6009
143.0.24.148/4/0/9|143.0.24.148/4/0/9/6013
10.0.40.1/0/1/9|10.0.40.1/0/1/9/0
10.0.40.4/3/2/0|10.0.40.4/3/2/0/1
149.8.0.160/5/0/1|149.8.0.160/5/0/1/4
150.0.0.144/0/3/0|150.0.0.144/0/3/0/4
150.0.0.39/2/1/0|150.0.0.39/2/1/0/12
143.0.24.150/5/0/1|143.0.24.150/5/0/1/5
143.0.68.242/3/0/3|143.0.68.242/3/0/3/6005
10.0.40.4/1/3/2|10.0.40.4/1/3/2/1
149.4.64.6/3/3/9|149.4.64.6/3/3/9/1
150.0.0.59/0/1/0|150.0.0.59/0/1/0/82
143.0.68.61/1/0/4|143.0.68.61/1/0/4/5
12.123.80.73/0/0/1|12.123.80.73/0/0/1/7
143.0.68.230/2/2/3|143.0.68.230/2/2/3/224
10.0.40.4/3/0/0|10.0.40.4/3/0/0/12
143.0.68.184/0/0/5|143.0.68.184/0/0/5/6000
12.122.74.1/0/0/0|12.122.74.1/0/0/0/5
12.122.74.1/0/1/0|12.122.74.1/0/1/0/1
10.0.36.73/1/0/5|10.0.36.73/1/0/5/1
10.0.36.75/8/0/7|10.0.36.75/8/0/7/1
10.0.8.122/1/1/2|10.0.8.122/1/1/2/15
10.0.40.33/1/0/0|10.0.40.33/1/0/0/5003
10.144.0.137/1/3/5|10.144.0.137/1/3/5/6036
10.0.36.75/9/0/0|10.0.36.75/9/0/0/1
10.0.40.6/9/3/7|10.0.40.6/9/3/7/1
149.9.0.18/1/1/0|149.9.0.18/1/1/0/22
143.0.68.242/5/0/0|143.0.68.242/5/0/0/6024
149.0.3.208/2/0/0|149.0.3.208/2/0/0/8
12.123.68.4/3/0/0|12.123.68.4/3/0/0/3
10.0.36.3/1/0/7|10.0.36.3/1/0/7/3
10.144.0.65/0/3/0|10.144.0.65/0/3/0/82
10.0.40.4/1/3/9|10.0.40.4/1/3/9/1
143.0.68.172/1/0/0|143.0.68.172/1/0/0/15
149.4.64.5/1/2/6|149.4.64.5/1/2/6/3
143.0.68.248/0/0/6|143.0.68.248/0/0/6/24
10.144.0.62/9/1/6|10.144.0.62/9/1/6/3
143.0.68.195/4/0/4|143.0.68.195/4/0/4/4
8.8.0.239/3/0/0|8.8.0.239/3/0/0/4
10.0.40.6/8/2/7|10.0.40.6/8/2/7/1
149.9.0.128/1/0/8|149.9.0.128/1/0/8/0
10.0.36.23/0/0/5|10.0.36.23/0/0/5/1
149.8.0.18/5/0/1|149.8.0.18/5/0/1/11
10.0.40.4/2/2/0|10.0.40.4/2/2/0/2
149.9.0.29/0/0/2|149.9.0.29/0/0/2/6000
12.80.72.5/0/0/0|12.80.72.5/0/0/0/1
143.0.24.145/10/0/0|143.0.24.145/10/0/0/41
143.0.68.170/2/0/1|143.0.68.170/2/0/1/213
10.144.0.62/9/1/7|10.144.0.62/9/1/7/9
10.0.38.74/1/0/0|10.0.38.74/1/0/0/6001
149.0.3.223/5/0/2|149.0.3.223/5/0/2/16
10.144.0.61/10/0/0|10.144.0.61/10/0/0/3
10.0.8.122/2/2/0|10.0.8.122/2/2/0/1
148.0.131.168/1/0/1|148.0.131.168/1/0/1/6
143.0.68.248/4/0/0|143.0.68.248/4/0/0/6012
143.0.68.244/1/0/0|143.0.68.244/1/0/0/6009
10.0.36.5/0/0/7|10.0.36.5/0/0/7/1
10.0.36.77/0/2/0|10.0.36.77/0/2/0/1
10.0.8.122/1/1/2|10.0.8.122/1/1/2/18
143.0.68.168/2/0/5|143.0.68.168/2/0/5/29
143.0.68.35/1/0/2|143.0.68.35/1/0/2/6
12.80.0.207/2/0/0|12.80.0.207/2/0/0/26
143.0.68.227/8/0/5|143.0.68.227/8/0/5/21
10.0.36.78/2/1/2|10.0.36.78/2/1/2/6
12.80.72.121/4/3/3|12.80.72.121/4/3/3/6
143.0.68.48/4/3/6|143.0.68.48/4/3/6/7
12.122.72.129/1/0/1|12.122.72.129/1/0/1/102
149.9.0.18/0/2/0|149.9.0.18/0/2/0/10
10.0.40.4/2/2/8|10.0.40.4/2/2/8/1
143.0.24.98/1/3/1|143.0.24.98/1/3/1/24
10.0.8.122/1/1/3|10.0.8.122/1/1/3/1
10.144.0.122/4/2/0|10.144.0.122/4/2/0/273
12.123.80.84/0/0/6|12.123.80.84/0/0/6/29
10.0.36.6/0/3/4|10.0.36.6/0/3/4/3
149.0.24.16/0/0/8|149.0.24.16/0/0/8/1
148.0.131.239/5/0/0|148.0.131.239/5/0/0/6129
8.8.0.169/0/0/9|8.8.0.169/0/0/9/2
10.0.40.1/3/0/1|10.0.40.1/3/0/1/1
143.0.68.184/1/0/0|143.0.68.184/1/0/0/144
10.0.40.35/8/1/6|10.0.40.35/8/1/6/1
149.9.0.128/1/3/4|149.9.0.128/1/3/4/3
149.8.0.160/7/0/0|149.8.0.160/7/0/0/1
10.0.34.15/7/0/0|10.0.34.15/7/0/0/4
12.82.0.56/4/0/0|12.82.0.56/4/0/0/3
150.0.0.215/0/0/0|150.0.0.215/0/0/0/6009
10.144.0.154/1/0/3|10.144.0.154/1/0/3/735
12.82.0.55/5/0/3|12.82.0.55/5/0/3/17
10.0.36.73/0/0/3|10.0.36.73/0/0/3/2
10.0.40.7/3/1/1|10.0.40.7/3/1/1/16
10.0.36.21/3/0/1|10.0.36.21/3/0/1/2
143.0.24.60/0/0/4|143.0.24.60/0/0/4/22
150.0.0.232/0/0/1|150.0.0.232/0/0/1/6023
143.0.68.254/2/2/5|143.0.68.254/2/2/5/38
143.0.68.184/0/1/6|143.0.68.184/0/1/6/6026
143.0.68.68/0/0/3|143.0.68.68/0/0/3/19
10.0.36.20/0/0/4|10.0.36.20/0/0/4/1
10.144.0.137/1/2/9|10.144.0.137/1/2/9/6006
10.144.0.149/1/1/7|10.144.0.149/1/1/7/11
10.0.36.74/1/2/1|10.0.36.74/1/2/1/1
10.144.0.113/11/3/0|10.144.0.113/11/3/0/8
10.0.40.7/3/1/1|10.0.40.7/3/1/1/11
10.0.40.35/8/0/3|10.0.40.35/8/0/3/2
10.144.0.122/4/1/0|10.144.0.122/4/1/0/270
143.0.68.254/2/2/8|143.0.68.254/2/2/8/50
10.0.40.1/4/1/0|10.0.40.1/4/1/0/8
12.82.0.53/5/1/2|12.82.0.53/5/1/2/31
143.0.68.71/1/0/0|143.0.68.71/1/0/0/3
12.122.72.115/0/3/4|12.122.72.115/0/3/4/0
150.0.0.12/0/0/4|150.0.0.12/0/0/4/19
10.0.36.73/0/2/7|10.0.36.73/0/2/7/1
10.0.36.75/8/0/5|10.0.36.75/8/0/5/0
143.0.24.201/3/0/0|143.0.24.201/3/0/0/8
143.0.68.168/2/0/5|143.0.68.168/2/0/5/97
12.123.80.192/0/0/0|12.123.80.192/0/0/0/4
8.8.0.197/5/0/3|8.8.0.197/5/0/3/4
10.0.36.74/11/0/0|10.0.36.74/11/0/0/3
10.0.36.72/2/1/0|10.0.36.72/2/1/0/1
10.0.40.1/4/0/2|10.0.40.1/4/0/2/0
72.44.12.28/0/2/7|72.44.12.28/0/2/7/0
149.0.3.136/0/0/2|149.0.3.136/0/0/2/6
143.0.68.80/3/0/0|143.0.68.80/3/0/0/3
149.0.3.154/3/0/0|149.0.3.154/3/0/0/3
143.0.68.181/0/1/0|143.0.68.181/0/1/0/3
143.0.68.224/0/0/0|143.0.68.224/0/0/0/4
149.0.3.138/0/0/5|149.0.3.138/0/0/5/19
12.123.80.125/2/0/2|12.123.80.125/2/0/2/7
150.0.0.218/4/0/2|150.0.0.218/4/0/2/23
143.0.68.168/2/0/5|143.0.68.168/2/0/5/17
12.122.72.115/0/0/3|12.122.72.115/0/0/3/2
149.0.3.198/0/0/4|149.0.3.198/0/0/4/56
12.80.72.34/0/0/0|12.80.72.34/0/0/0/30
10.0.36.7/1/0/2|10.0.36.7/1/0/2/2
10.144.0.154/1/0/4|10.144.0.154/1/0/4/725
143.0.68.247/4/2/4|143.0.68.247/4/2/4/90
10.0.40.2/5/0/4|10.0.40.2/5/0/4/1
10.0.40.4/0/2/0|10.0.40.4/0/2/0/5
10.0.40.4/1/3/4|10.0.40.4/1/3/4/1
72.44.12.28/0/2/0|72.44.12.28/0/2/0/85
72.44.12.28/0/2/6|72.44.12.28/0/2/6/1
143.0.68.227/5/0/0|143.0.68.227/5/0/0/24
8.8.0.157/1/0/1|8.8.0.157/1/0/1/3
10.0.36.6/0/1/8|10.0.36.6/0/1/8/0
10.0.40.42/3/1/0|10.0.40.42/3/1/0/7
10.0.36.14/3/1/8|10.0.36.14/3/1/8/0
143.0.68.80/3/0/0|143.0.68.80/3/0/0/4
10.0.36.77/1/3/8|10.0.36.77/1/3/8/1
149.8.0.160/1/0/3|149.8.0.160/1/0/3/3
148.0.131.239/5/0/0|148.0.131.239/5/0/0/6031
149.8.0.22/1/0/0|149.8.0.22/1/0/0/10
143.0.68.169/1/0/1|143.0.68.169/1/0/1/6005
8.8.0.242/0/0/3|8.8.0.242/0/0/3/44
10.144.0.112/11/1/0|10.144.0.112/11/1/0/14
8.8.0.220/1/0/9|8.8.0.220/1/0/9/5
10.0.40.4/3/0/0|10.0.40.4/3/0/0/6
12.122.74.1/0/3/0|12.122.74.1/0/3/0/4
12.122.72.115/1/2/6|12.122.72.115/1/2/6/2
